,SO2,CO,O3,PM10,PM25,NO2,pr
358,2.4,0.83,53.0,43.0,28.0,17.1,
359,2.1,0.84,50.0,46.0,30.0,17.6,
360,2.2,0.89,46.0,46.0,32.0,18.3,
361,2.5,0.89,44.0,46.0,31.0,10.1,
362,2.2,0.89,41.0,44.0,30.0,9.6,
363,1.8,0.89,37.0,40.0,28.0,8.4,
364,1.5,0.85,33.0,39.0,28.0,8.0,
365,1.6,0.78,30.0,38.0,28.0,6.3,
366,1.7,0.73,30.0,36.0,27.0,5.3,
367,1.7,0.68,32.0,35.0,26.0,7.4,
368,1.7,0.68,32.0,35.0,26.0,7.4,
369,1.5,0.58,32.0,32.0,26.0,6.9,
370,1.4,0.55,32.0,32.0,25.0,7.3,
371,1.6,0.5,34.0,30.0,23.0,11.0,
372,1.5,0.5,38.0,28.0,22.0,10.6,
373,1.7,0.51,42.0,26.0,21.0,9.5,
374,1.5,0.52,44.0,28.0,21.0,9.3,
375,1.7,0.52,46.0,31.0,23.0,8.6,
376,1.6,0.54,48.0,34.0,23.0,8.8,
377,1.7,0.54,54.0,38.0,24.0,10.5,
378,1.8,0.54,59.0,40.0,25.0,10.0,
379,1.3,0.54,62.0,43.0,25.0,11.9,
380,1.4,0.54,62.0,44.0,25.0,12.8,
381,1.4,0.54,62.0,44.0,26.0,10.1,
382,1.8,0.52,61.0,43.0,25.0,8.6,
383,1.4,0.52,59.0,41.0,25.0,8.0,
384,1.4,0.51,57.0,40.0,25.0,6.6,
385,1.4,0.5,56.0,38.0,24.0,6.4,
386,1.6,0.47,54.0,37.0,24.0,5.0,
387,1.8,0.46,53.0,36.0,24.0,4.5,
388,1.7,0.46,53.0,34.0,24.0,4.4,
389,1.7,0.46,53.0,34.0,25.0,4.1,
390,1.7,0.49,53.0,33.0,25.0,4.2,
391,1.6,0.51,54.0,34.0,26.0,5.9,
392,1.5,0.53,52.0,36.0,27.0,5.5,
393,2.0,0.54,49.0,36.0,27.0,8.4,
394,2.1,0.59,47.0,36.0,27.0,12.6,
395,2.1,0.64,45.0,37.0,28.0,18.2,
396,1.9,0.65,43.0,38.0,28.0,11.2,
397,2.0,0.65,42.0,38.0,28.0,11.6,
398,2.0,0.62,42.0,39.0,28.0,10.0,
399,1.9,0.6,42.0,40.0,27.0,9.6,
400,1.8,0.59,43.0,38.0,25.0,10.0,
401,1.7,0.57,46.0,39.0,23.0,10.5,
