,SO2,CO,O3,PM10,PM25,NO2,pr
5892,1.6,0.43,26.0,22.0,8.0,7.2,
5893,1.6,0.7,22.0,19.0,11.0,11.3,
5894,1.1,0.75,21.0,21.0,13.0,14.7,
5895,1.1,0.71,16.0,25.0,14.0,17.0,
5896,1.2,0.79,11.0,36.0,9.0,18.6,
5897,1.5,0.74,9.0,31.0,10.0,19.7,
5898,1.4,0.71,10.0,31.0,7.0,14.2,
5899,1.0,0.63,9.0,32.0,11.0,12.0,
5900,0.9,0.44,10.0,29.0,7.0,9.7,
5901,1.1,0.4,8.0,36.0,12.0,8.4,
5902,1.4,0.34,8.0,29.0,5.0,6.5,
5903,1.2,0.31,9.0,35.0,10.0,5.6,
5904,0.9,0.26,10.0,27.0,6.0,4.7,
5905,1.4,0.42,8.0,31.0,8.0,8.4,
5906,1.4,0.42,9.0,33.0,8.0,8.2,
5907,1.6,1.28,9.0,38.0,9.0,15.5,
5908,2.3,0.83,21.0,32.0,14.0,14.3,
5909,3.4,0.56,35.0,43.0,18.0,14.6,
5910,3.3,0.63,47.0,52.0,23.0,18.2,
5911,2.8,0.57,49.0,44.0,21.0,16.9,
5912,3.2,0.56,51.0,38.0,22.0,14.3,
5913,4.1,0.43,58.0,40.0,24.0,10.0,
5914,4.2,0.4,55.0,42.0,24.0,11.1,
5915,4.0,0.39,40.0,39.0,19.0,11.4,
5916,2.9,0.74,23.0,36.0,18.0,19.5,
5917,1.6,1.13,19.0,38.0,22.0,25.2,
5918,1.6,1.06,17.0,33.0,18.0,24.1,
5919,2.6,1.03,11.0,42.0,20.0,23.0,
5920,1.5,0.94,11.0,35.0,13.0,20.5,
5921,1.3,0.65,14.0,27.0,16.0,15.2,
