,SO2,CO,O3,PM10,PM25,NO2,pr
177,1.5,0.24,28.0,15.0,15.0,4.6,
178,1.5,0.25,30.0,17.0,4.0,4.2,
179,1.6,0.24,29.0,14.0,4.0,4.7,
180,1.5,0.23,29.0,15.0,4.0,4.8,
181,1.2,0.22,30.0,14.0,12.0,3.9,
182,1.4,0.22,29.0,17.0,10.0,4.5,
183,1.5,0.23,27.0,14.0,15.0,5.2,
184,1.3,0.24,27.0,17.0,5.0,5.6,
185,1.4,0.26,25.0,15.0,15.0,6.6,
186,1.3,0.25,23.0,10.0,13.0,6.8,
187,1.4,0.23,22.0,15.0,15.0,5.9,
188,1.3,0.23,22.0,15.0,7.0,5.3,
189,1.4,0.24,19.0,12.0,9.0,6.1,
190,1.0,0.21,21.0,9.0,7.0,7.4,
191,1.4,0.19,21.0,10.0,7.0,3.1,
192,1.3,0.18,21.0,8.0,4.0,3.1,
193,1.5,0.18,23.0,10.0,4.0,2.7,
194,1.4,0.18,23.0,12.0,4.0,3.1,
195,1.5,0.21,25.0,8.0,5.0,4.4,
196,1.6,0.24,21.0,12.0,7.0,7.3,
197,1.6,0.22,22.0,15.0,2.0,6.7,
198,1.8,0.22,25.0,12.0,3.0,5.9,
199,2.0,0.21,28.0,12.0,6.0,5.8,
200,1.9,0.2,28.0,14.0,6.0,5.7,
201,1.6,0.21,29.0,13.0,5.0,5.3,
202,1.4,0.22,33.0,14.0,6.0,5.0,
203,1.6,0.22,31.0,19.0,6.0,4.8,
204,1.9,0.31,22.0,23.0,6.0,9.8,
205,2.1,0.44,12.0,28.0,4.0,17.0,
206,1.7,0.41,8.5,25.0,5.0,14.0,
207,1.6,0.41,6.8,25.0,4.0,12.0,
208,1.8,0.44,6.7,30.0,10.0,13.0,
209,2.2,0.54,5.5,34.0,9.0,16.0,
210,1.8,0.43,10.0,36.0,9.0,9.8,
211,2.1,0.34,16.0,39.0,9.0,5.3,
212,2.3,0.35,15.0,45.0,11.0,6.5,
213,3.1,0.39,7.3,39.0,11.0,12.0,
214,4.0,0.41,10.0,42.0,20.0,19.0,
215,3.1,0.4,16.0,54.0,25.0,13.0,
216,3.0,0.41,7.3,43.0,43.0,18.0,
217,3.0,0.52,2.5,41.0,28.0,19.0,
218,2.8,0.73,6.4,46.0,21.0,14.0,
219,3.2,0.45,20.0,46.0,7.0,12.0,
220,5.9,0.44,14.0,43.0,20.0,21.0,
221,5.4,0.36,21.0,44.0,28.0,18.0,
222,7.2,0.36,28.0,34.0,29.0,18.0,
223,5.2,0.35,40.0,44.0,21.0,16.0,
224,6.1,0.3,48.0,56.0,18.0,14.0,
225,5.8,0.26,41.0,53.0,23.0,16.0,
226,5.6,0.26,40.0,46.0,18.0,17.0,
227,6.6,0.33,35.0,50.0,26.0,22.0,
228,5.4,0.35,25.0,47.0,19.0,25.0,
229,2.9,0.43,21.0,43.0,20.0,19.0,
230,3.7,0.53,13.0,58.0,17.0,27.0,
231,2.8,0.43,14.0,51.0,21.0,18.0,
