,SO2,CO,O3,PM10,PM25,NO2,pr
455,1.9,0.35,45.0,54.0,21.0,23.4,
456,2.3,0.39,39.0,54.0,22.0,28.7,
457,2.0,0.44,32.0,54.0,23.0,27.8,
458,1.9,0.47,25.0,54.0,24.0,26.8,
459,2.1,0.5,19.0,56.0,26.0,28.8,
460,2.1,0.53,14.0,58.0,27.0,29.0,
461,2.1,0.57,11.0,58.0,27.0,25.1,
462,2.3,0.59,7.0,60.0,30.0,27.9,
463,2.5,0.6,7.0,61.0,32.0,28.7,
464,2.6,0.56,10.0,62.0,33.0,28.7,
465,2.2,0.51,11.0,60.0,33.0,16.8,
466,2.3,0.51,14.0,57.0,31.0,15.1,
467,2.2,0.49,18.0,56.0,29.0,12.8,
468,1.8,0.48,23.0,54.0,27.0,11.8,
469,1.8,0.46,27.0,52.0,25.0,11.6,
470,2.4,0.49,32.0,50.0,23.0,12.2,
471,1.8,0.5,36.0,50.0,22.0,8.9,
472,1.5,0.51,39.0,48.0,21.0,7.6,
473,1.5,0.54,42.0,48.0,20.0,7.6,
474,1.5,0.54,0.0,48.0,20.0,7.6,
475,1.5,0.52,46.0,46.0,25.0,9.8,
476,1.8,0.51,45.0,45.0,26.0,11.6,
477,1.6,0.49,42.0,42.0,23.0,12.0,
478,1.4,0.46,38.0,42.0,22.0,9.6,
479,1.3,0.43,35.0,39.0,18.0,10.3,
480,1.4,0.42,31.0,36.0,16.0,12.2,
481,1.5,0.41,30.0,34.0,16.0,9.4,
482,1.2,0.39,29.0,34.0,16.0,8.8,
483,1.1,0.39,27.0,40.0,17.0,8.8,
484,1.1,0.39,25.0,39.0,18.0,11.0,
485,1.2,0.39,24.0,38.0,18.0,10.8,
486,1.2,0.38,23.0,36.0,18.0,8.3,
487,1.1,0.37,23.0,30.0,16.0,7.9,
488,1.1,0.35,23.0,30.0,15.0,7.9,
489,1.4,0.34,24.0,28.0,14.0,8.3,
490,1.1,0.35,24.0,26.0,12.0,8.6,
491,1.2,0.36,25.0,24.0,12.0,10.7,
492,1.3,0.36,27.0,24.0,13.0,11.0,
493,1.2,0.37,28.0,26.0,13.0,11.4,
494,1.3,0.39,29.0,26.0,12.0,10.4,
495,1.4,0.41,31.0,26.0,11.0,8.3,
496,1.5,0.42,34.0,26.0,10.0,8.3,
497,1.6,0.43,37.0,29.0,11.0,9.9,
498,1.5,0.43,39.0,31.0,11.0,10.7,
499,1.6,0.43,40.0,34.0,13.0,13.0,
500,1.6,0.43,41.0,36.0,15.0,16.9,
501,1.6,0.42,42.0,37.0,16.0,13.4,
502,1.6,0.42,43.0,38.0,18.0,10.9,
503,1.4,0.41,43.0,38.0,18.0,9.9,
504,1.2,0.4,43.0,36.0,17.0,7.4,
505,1.3,0.39,44.0,33.0,16.0,6.0,
506,1.2,0.37,45.0,32.0,16.0,4.8,
507,1.2,0.36,46.0,32.0,15.0,6.2,
508,1.2,0.32,47.0,33.0,15.0,5.7,
509,1.2,0.29,48.0,34.0,14.0,4.2,
510,1.0,0.27,49.0,34.0,13.0,3.7,
511,1.1,0.24,50.0,36.0,13.0,3.9,
512,1.4,0.22,52.0,36.0,14.0,3.9,
