,SO2,CO,PM10,PM25,NO2,pr
5127,4.3,0.74,28.0,12.0,13.5,
5128,4.8,0.61,28.0,12.0,13.9,
5129,4.1,0.5,30.0,12.0,11.5,
5130,3.6,0.42,30.0,12.0,11.6,
5131,2.9,0.41,31.0,11.0,9.5,
5132,4.6,0.4,31.0,11.0,9.8,
5133,5.0,0.4,31.0,11.0,8.3,
5134,4.0,0.39,32.0,11.0,6.7,
5135,4.0,0.39,30.0,11.0,6.0,
5136,4.0,0.38,30.0,12.0,5.5,
5137,3.7,0.38,30.0,11.0,5.0,
5138,3.5,0.36,30.0,10.0,6.0,
5139,3.3,0.38,31.0,9.0,7.1,
5140,4.2,0.37,32.0,9.0,11.3,
5141,3.4,0.4,34.0,9.0,8.5,
5142,5.4,0.45,34.0,9.0,18.8,
5143,4.2,0.48,35.0,10.0,14.8,
5144,4.2,0.51,35.0,11.0,14.9,
5145,3.6,0.53,36.0,11.0,15.0,
5146,3.0,0.54,38.0,11.0,13.6,
5147,2.2,0.52,36.0,11.0,10.1,
5148,3.4,0.52,34.0,10.0,13.9,
5149,4.8,0.51,32.0,10.0,15.0,
5150,3.2,0.49,30.0,10.0,13.7,
5151,2.7,0.49,30.0,10.0,10.9,
5152,2.5,0.48,30.0,11.0,10.8,
5153,2.8,0.46,30.0,10.0,9.1,
5154,3.9,0.48,30.0,9.0,10.5,
5155,3.2,0.49,30.0,9.0,11.3,
5156,3.2,0.49,30.0,9.0,8.6,
5157,3.6,0.49,30.0,9.0,8.3,
5158,3.4,0.49,32.0,11.0,9.1,
5159,3.5,0.46,32.0,12.0,6.2,
5160,3.8,0.45,32.0,12.0,7.2,
5161,4.3,0.45,32.0,12.0,6.9,
5162,4.9,0.43,33.0,11.0,8.0,
5163,3.7,0.4,34.0,10.0,7.9,
5164,9.8,0.46,34.0,10.0,16.5,
5165,4.5,0.49,34.0,11.0,12.7,
5166,3.0,0.51,34.0,11.0,14.2,
5167,2.7,0.56,34.0,11.0,18.0,
5168,1.8,0.6,34.0,12.0,17.9,
5169,1.9,0.6,34.0,11.0,17.0,
5170,2.4,0.6,34.0,11.0,14.0,
5171,2.1,0.57,34.0,11.0,15.6,
5172,2.5,0.5,34.0,11.0,15.6,
5173,2.2,0.45,33.0,11.0,16.4,
5174,2.3,0.39,34.0,11.0,17.1,
5175,2.3,0.31,34.0,11.0,11.6,
5176,3.1,0.25,34.0,11.0,14.6,
5177,3.8,0.24,33.0,11.0,14.6,
5178,6.2,0.24,32.0,11.0,13.5,
5179,7.6,0.25,32.0,11.0,13.2,
5180,4.2,0.25,32.0,11.0,10.3,
5181,5.0,0.25,34.0,12.0,9.4,
5182,6.0,0.25,36.0,12.0,9.2,
5183,6.2,0.25,38.0,12.0,7.7,
5184,4.9,0.25,38.0,12.0,5.7,
5185,8.8,0.24,39.0,12.0,10.9,
5186,7.8,0.21,40.0,12.0,9.8,
5187,8.2,0.2,40.0,12.0,12.0,
5188,8.4,0.2,40.0,12.0,16.9,
5189,5.4,0.2,42.0,13.0,15.1,
5190,3.5,0.21,44.0,13.0,18.1,
5191,3.9,0.24,45.0,14.0,21.5,
5192,3.2,0.26,46.0,14.0,22.7,
5193,2.7,0.28,46.0,16.0,19.2,
5194,2.5,0.29,44.0,16.0,18.4,
5195,2.1,0.29,42.0,16.0,18.6,
5196,2.1,0.28,40.0,17.0,17.2,
5197,2.0,0.26,38.0,16.0,18.4,
5198,2.1,0.24,39.0,16.0,16.8,
5199,3.3,0.21,40.0,17.0,18.3,
5200,3.3,0.19,41.0,17.0,14.8,
5201,2.8,0.18,42.0,17.0,12.9,
5202,2.2,0.16,42.0,16.0,10.5,
5203,9.3,0.16,42.0,16.0,13.3,
5204,3.4,0.16,42.0,15.0,10.6,
5205,2.7,0.18,39.0,14.0,6.3,
5206,2.3,0.18,38.0,14.0,4.2,
5207,2.7,0.16,38.0,13.0,4.3,
5208,2.4,0.15,37.0,13.0,4.3,
5209,3.2,0.14,37.0,13.0,4.4,
5210,6.3,0.12,36.0,12.0,8.6,
5211,3.7,0.12,38.0,12.0,6.0,
5212,2.7,0.13,38.0,12.0,5.2,
5213,3.6,0.11,37.0,11.0,8.8,
5214,4.0,0.11,38.0,12.0,10.7,
5215,2.4,0.11,36.0,12.0,7.7,
5216,2.2,0.11,36.0,12.0,8.4,
5217,2.1,0.11,36.0,14.0,8.8,
5218,1.7,0.13,36.0,14.0,5.7,
5219,1.5,0.13,36.0,13.0,5.8,
5220,1.0,0.14,36.0,14.0,5.0,
5221,1.1,0.15,35.0,13.0,5.7,
5222,2.1,0.15,36.0,13.0,7.0,
5223,3.4,0.16,36.0,14.0,5.5,
5224,2.8,0.18,36.0,14.0,5.4,
5225,2.2,0.19,38.0,14.0,8.2,
5226,3.1,0.18,37.0,15.0,4.3,
5227,1.5,0.18,38.0,16.0,3.9,
5228,3.9,0.18,38.0,16.0,7.1,
5229,4.1,0.18,40.0,17.0,6.3,
5230,2.4,0.19,41.0,16.0,3.7,
5231,2.1,0.19,40.0,15.0,3.0,
5232,2.1,0.19,40.0,15.0,3.0,
5233,1.5,0.19,38.0,13.0,2.9,
5234,1.5,0.19,38.0,13.0,2.9,
5235,1.5,0.19,38.0,13.0,2.9,
5236,1.5,0.19,38.0,13.0,2.9,
5237,1.5,0.19,38.0,13.0,2.9,
5238,1.8,0.2,34.0,12.0,6.5,
5239,3.3,0.2,34.0,12.0,11.5,
5240,3.1,0.2,33.0,12.0,13.6,
5241,7.7,0.21,32.0,12.0,19.3,
5242,3.1,0.21,36.0,13.0,11.7,
5243,1.5,0.21,36.0,14.0,9.6,
5244,1.6,0.21,37.0,14.0,10.3,
5245,1.9,0.21,38.0,14.0,11.5,
5246,1.2,0.21,37.0,14.0,11.4,
5247,2.7,0.21,40.0,14.0,14.3,
5248,2.4,0.21,40.0,16.0,12.9,
5249,2.7,0.2,42.0,16.0,10.0,
5250,2.9,0.2,42.0,16.0,10.9,
5251,3.6,0.2,42.0,17.0,12.1,
5252,3.0,0.2,43.0,17.0,8.9,
5253,3.0,0.2,43.0,17.0,8.9,
5254,1.4,0.2,43.0,18.0,4.1,
5255,1.4,0.2,43.0,18.0,4.1,
5256,1.4,0.2,43.0,18.0,4.1,
5257,1.4,0.2,43.0,18.0,4.1,
5258,0.8,0.2,40.0,17.0,6.2,
5259,0.4,0.2,41.0,17.0,7.3,
5260,0.5,0.2,43.0,17.0,9.7,
5261,1.3,0.2,44.0,17.0,10.1,
5262,1.3,0.2,44.0,17.0,11.0,
5263,1.8,0.2,44.0,18.0,10.2,
5264,1.4,0.2,46.0,19.0,14.1,
5265,1.4,0.2,46.0,19.0,14.1,
5266,1.4,0.2,46.0,19.0,14.1,
5267,2.8,0.2,48.0,21.0,11.6,
5268,3.2,0.31,48.0,21.0,11.3,
5269,4.5,0.38,50.0,21.0,18.4,
5270,4.8,0.43,52.0,22.0,19.1,
5271,3.2,0.48,54.0,23.0,16.9,
5272,2.0,0.52,54.0,24.0,19.5,
5273,3.0,0.6,53.0,24.0,22.1,
5274,3.8,0.66,54.0,25.0,22.6,
5275,5.0,0.67,55.0,26.0,19.9,
5276,4.8,0.65,58.0,28.0,14.8,
5277,9.0,0.65,61.0,29.0,16.3,
5278,5.1,0.62,63.0,31.0,7.7,
5279,2.1,0.6,62.0,29.0,4.5,
5280,1.3,0.56,60.0,27.0,3.6,
5281,1.3,0.56,60.0,27.0,3.6,
5282,1.1,0.44,51.0,21.0,4.0,
5283,1.6,0.4,50.0,21.0,4.3,
5284,2.0,0.38,48.0,21.0,6.0,
5285,1.3,0.33,48.0,22.0,6.2,
5286,1.8,0.33,48.0,22.0,10.4,
5287,2.3,0.35,50.0,22.0,13.3,
5288,3.6,0.4,51.0,22.0,26.8,
5289,5.3,0.46,52.0,23.0,26.2,
5290,2.7,0.51,54.0,23.0,22.2,
5291,3.2,0.58,54.0,23.0,21.0,
5292,3.5,0.66,54.0,23.0,24.0,
5293,3.3,0.72,54.0,23.0,23.0,
5294,3.1,0.77,52.0,24.0,23.0,
5295,4.0,0.82,53.0,24.0,19.4,
5296,4.2,0.85,53.0,25.0,20.5,
5297,4.2,0.86,55.0,25.0,17.4,
5298,6.1,0.93,57.0,27.0,19.3,
5299,8.4,0.93,58.0,28.0,14.9,
5300,6.0,0.9,58.0,27.0,8.8,
5301,2.9,0.91,56.0,25.0,4.7,
5302,3.4,0.95,52.0,22.0,4.3,
5303,2.2,0.93,48.0,20.0,3.7,
5304,2.4,0.91,47.0,18.0,5.2,
5305,3.0,0.96,46.0,18.0,5.5,
5306,2.1,0.98,46.0,17.0,5.0,
5307,2.0,1,46.0,17.0,7.4,
5308,2.1,1.06,46.0,17.0,13.4,
5309,2.9,1.1,50.0,18.0,16.8,
5310,3.4,1.1,54.0,19.0,17.6,
5311,3.4,1.17,56.0,20.0,17.8,
5312,3.3,1.26,56.0,20.0,15.8,
5313,3.0,1.29,52.0,20.0,13.5,
5314,3.5,1.35,50.0,19.0,14.2,
5315,3.8,1.31,48.0,19.0,14.1,
5316,3.5,1.27,47.0,19.0,14.2,
5317,3.9,1.23,52.0,20.0,11.7,
5318,2.1,1.24,54.0,20.0,11.9,
5319,2.7,1.23,55.0,20.0,10.7,
5320,3.6,1.23,55.0,21.0,14.8,
5321,4.1,1.15,50.0,21.0,15.0,
5322,4.7,1.11,50.0,21.0,16.3,
5323,3.8,1.2,49.0,21.0,15.5,
5324,4.6,1.26,50.0,22.0,14.2,
5325,4.1,1.34,54.0,22.0,14.1,
5326,4.1,1.21,56.0,22.0,10.7,
5327,4.2,1.08,58.0,22.0,9.1,
5328,2.8,0.91,60.0,22.0,7.3,
5329,2.6,0.82,60.0,21.0,7.6,
5330,2.3,0.63,60.0,21.0,6.3,
5331,2.6,0.42,60.0,21.0,9.6,
5332,2.9,0.2,60.0,20.0,13.5,
5333,2.4,0.2,62.0,21.0,11.9,
5334,2.2,0.2,66.0,21.0,12.4,
5335,2.1,0.2,67.0,22.0,13.9,
5336,4.0,0.2,66.0,23.0,27.2,
5337,5.9,0.2,68.0,24.0,33.2,
5338,3.7,0.2,68.0,26.0,30.1,
5339,3.8,0.2,69.0,28.0,23.4,
5340,4.0,0.2,69.0,29.0,21.2,
5341,4.2,0.2,66.0,29.0,22.3,
5342,4.4,0.2,63.0,28.0,22.7,
5343,4.0,0.2,62.0,28.0,19.8,
5344,4.5,0.2,61.0,28.0,13.5,
5345,5.9,0.2,62.0,28.0,17.3,
5346,7.2,0.38,63.0,28.0,20.0,
5347,9.5,0.38,65.0,30.0,18.7,
5348,5.1,0.38,66.0,30.0,11.2,
5349,4.0,0.38,64.0,29.0,6.1,
5350,3.2,0.38,60.0,26.0,5.0,
5351,2.9,0.38,55.0,23.0,5.2,
5352,3.2,0.38,52.0,21.0,6.0,
5353,3.0,0.4,52.0,21.0,4.7,
5354,3.0,0.4,52.0,21.0,4.7,
5355,2.0,0.25,51.0,20.0,4.2,
5356,3.4,0.28,50.0,19.0,7.5,
5357,2.6,0.31,48.0,18.0,7.1,
5358,7.1,0.35,46.0,16.0,15.6,
5359,7.1,0.35,46.0,16.0,15.6,
5360,2.5,0.54,41.0,14.0,16.6,
5361,1.5,0.68,42.0,16.0,10.4,
5362,1.8,0.79,40.0,15.0,10.5,
5363,1.8,0.79,40.0,15.0,10.5,
5364,2.0,0.86,38.0,13.0,8.3,
5365,1.6,0.84,36.0,12.0,7.1,
5366,2.3,0.94,36.0,11.0,8.8,
5367,2.3,1.01,36.0,11.0,8.7,
5368,2.3,1.01,36.0,11.0,8.7,
5369,2.7,1.1,36.0,11.0,9.9,
5370,2.1,1.12,35.0,11.0,6.9,
5371,1.6,1.35,34.0,10.0,6.0,
5372,1.6,1.35,34.0,10.0,6.0,
5373,1.6,1.56,34.0,10.0,6.2,
5374,5.6,2.09,40.0,10.0,8.5,
5375,5.5,2.33,46.0,10.0,7.2,
5376,5.8,2.51,49.0,11.0,7.2,
5377,4.4,2.54,48.0,11.0,6.5,
5378,10.7,2.26,48.0,11.0,12.9,
5379,7.5,2.11,46.0,11.0,11.2,
5380,4.9,1.86,44.0,12.0,11.6,
5381,4.9,1.86,44.0,12.0,11.6,
5382,4.9,1.86,44.0,12.0,11.6,
5383,2.3,1.34,46.0,13.0,13.1,
5384,1.9,0.98,46.0,14.0,19.5,
5385,1.9,0.98,46.0,14.0,19.5,
5386,1.3,0.8,66.0,28.0,12.6,
5387,1.8,0.97,64.0,29.0,8.4,
5388,1.2,1.36,62.0,28.0,11.8,
5389,1.7,1.44,46.0,20.0,10.8,
5390,2.3,1.49,42.0,18.0,8.4,
5391,2.3,1.99,42.0,17.0,8.5,
5392,1.3,2.29,42.0,17.0,8.0,
5393,1.1,2.22,42.0,17.0,8.1,
5394,1.4,2.14,42.0,16.0,8.6,
5395,1.5,1.84,40.0,16.0,6.3,
5396,1.5,1.43,40.0,15.0,5.2,
5397,1.4,1.36,36.0,12.0,4.7,
5398,1.4,1.24,35.0,11.0,4.2,
5399,2.1,0.75,35.0,11.0,5.1,
5400,4.8,0.48,36.0,12.0,6.2,
5401,7.9,0.69,38.0,13.0,9.0,
5402,6.8,0.95,42.0,13.0,8.1,
5403,6.1,1.26,47.0,14.0,8.3,
5404,4.1,1.49,52.0,14.0,7.9,
5405,6.8,2.06,54.0,13.0,12.0,
5406,3.9,2.45,53.0,15.0,12.3,
5407,2.3,2.6,50.0,14.0,10.3,
5408,2.6,2.86,44.0,14.0,14.9,
5409,2.1,3.03,43.0,15.0,13.8,
5410,2.1,3.56,43.0,15.0,10.0,
5411,2.3,3.4,44.0,16.0,10.1,
5412,1.7,3.24,43.0,16.0,8.1,
5413,1.6,2.61,41.0,15.0,7.4,
5414,1.5,2.17,38.0,15.0,7.8,
5415,2.0,2,35.0,15.0,9.9,
5416,2.0,2,35.0,15.0,9.9,
5417,2.6,1.23,34.0,14.0,11.0,
5418,2.3,1.23,36.0,14.0,11.5,
5419,2.0,1.49,37.0,13.0,9.7,
5420,1.9,1.44,37.0,14.0,8.6,
5421,3.8,1.46,36.0,13.0,6.9,
5422,4.0,1.58,38.0,15.0,5.6,
5423,4.0,1.79,38.0,15.0,5.6,
5424,2.6,2.07,40.0,15.0,4.4,
5425,2.6,2.46,37.0,13.0,3.5,
5426,2.3,1.23,31.0,10.0,3.7,
5427,1.8,0.6,30.0,11.0,4.8,
5428,2.1,2.83,31.0,10.0,4.3,
5429,3.8,3.38,32.0,11.0,7.8,
5430,7.9,3.15,30.0,11.0,11.3,
5431,5.0,2.54,30.0,11.0,6.7,
5432,5.1,0.28,28.0,11.0,11.9,
5433,4.3,0.24,27.0,11.0,9.8,
5434,4.0,0.22,28.0,11.0,5.8,
5435,3.2,0.1,29.0,11.0,6.1,
5436,2.6,0.81,29.0,12.0,5.2,
5437,2.1,0.87,29.0,11.0,4.3,
5438,1.7,1.59,28.0,11.0,4.2,
5439,3.0,2.7,30.0,11.0,4.9,
5440,2.5,3.56,32.0,12.0,6.5,
5441,2.1,4.47,32.0,14.0,14.1,
5442,1.7,5.4,33.0,15.0,15.3,
5443,1.1,5.92,32.0,15.0,9.5,
5444,1.6,5.79,30.0,14.0,8.8,
5445,1.6,6.11,32.0,14.0,5.0,
5446,0.9,5.91,32.0,13.0,4.8,
5447,1.3,4.84,32.0,13.0,5.6,
5448,1.1,4.59,32.0,13.0,3.8,
5449,1.1,5.28,30.0,12.0,4.0,
5450,1.2,4.57,28.0,12.0,3.9,
5451,1.2,4.05,26.0,11.0,3.9,
5452,1.6,3.58,25.0,10.0,3.6,
5453,1.9,0.56,26.0,10.0,5.0,
5454,2.7,0.53,27.0,10.0,8.7,
5455,2.1,0.53,28.0,11.0,5.7,
5456,1.9,0.51,28.0,11.0,3.3,
5457,1.9,0.5,28.0,11.0,3.4,
5458,1.8,0.32,26.0,11.0,3.2,
5459,1.9,0.35,27.0,11.0,3.2,
5460,2.6,0.36,26.0,11.0,4.1,
5461,5.9,0.38,25.0,11.0,10.3,
5462,4.5,0.36,28.0,11.0,12.4,
5463,2.7,0.36,28.0,11.0,11.6,
5464,2.8,0.36,29.0,12.0,12.7,
5465,3.8,0.37,30.0,12.0,14.3,
5466,3.4,0.37,29.0,12.0,10.4,
5467,3.3,0.4,28.0,12.0,6.9,
5468,3.8,0.43,29.0,12.0,8.2,
5469,2.9,0.45,30.0,12.0,4.2,
5470,1.8,0.48,28.0,12.0,3.6,
5471,2.0,0.49,26.0,11.0,3.9,
5472,2.3,0.5,24.0,11.0,2.7,
5473,2.8,0.51,22.0,11.0,3.1,
5474,2.4,0.52,22.0,10.0,4.2,
5475,2.9,0.54,20.0,9.0,5.2,
5476,2.8,0.55,20.0,9.0,7.3,
5477,2.1,0.56,20.0,8.0,4.2,
5478,1.6,0.59,19.0,9.0,4.9,
5479,2.4,0.61,20.0,9.0,6.4,
5480,3.4,0.65,22.0,9.0,7.0,
5481,4.2,0.66,22.0,9.0,8.4,
5482,5.4,0.68,22.0,9.0,10.6,
5483,2.4,0.64,23.0,9.0,8.3,
5484,2.0,0.6,22.0,9.0,9.4,
5485,2.1,0.57,22.0,9.0,10.8,
5486,1.7,0.52,23.0,10.0,8.7,
5487,2.7,0.47,24.0,10.0,12.1,
5488,2.8,0.41,24.0,10.0,11.1,
5489,2.2,0.38,26.0,9.0,13.8,
5490,1.9,0.34,26.0,9.0,11.2,
5491,2.3,0.35,26.0,9.0,7.6,
5492,4.3,0.36,26.0,9.0,8.8,
5493,4.2,0.39,24.0,10.0,6.2,
5494,2.5,0.46,23.0,9.0,3.4,
5495,2.9,0.43,22.0,9.0,4.0,
5496,2.8,0.51,22.0,8.0,3.5,
5497,3.0,0.59,20.0,7.0,3.3,
5498,3.1,0.65,20.0,6.0,4.2,
5499,1.8,0.71,19.0,5.0,2.8,
5500,1.4,0.79,18.0,4.0,4.6,
5501,3.1,0.84,17.0,4.0,10.3,
5502,2.9,0.86,18.0,5.0,9.8,
5503,2.0,1.02,20.0,6.0,5.7,
5504,2.0,1.05,20.0,6.0,5.8,
5505,1.6,1.06,20.0,6.0,4.3,
5506,1.8,1.07,18.0,5.0,3.5,
5507,2.2,1.05,22.0,5.0,4.0,
5508,2.1,0.99,24.0,6.0,4.0,
5509,3.4,1.01,27.0,7.0,6.6,
5510,3.9,1.02,30.0,10.0,7.6,
5511,3.2,1.01,32.0,12.0,6.1,
5512,3.4,1.01,35.0,12.0,7.4,
5513,3.7,1.02,37.0,13.0,10.7,
5514,2.8,1.05,36.0,13.0,10.8,
5515,2.8,0.85,36.0,12.0,10.7,
5516,2.2,1.2,34.0,13.0,9.0,
5517,2.8,0.6,32.0,13.0,13.0,
5518,2.8,0.6,32.0,12.0,10.5,
5519,2.4,0.57,32.0,11.0,9.7,
5520,2.7,0.52,34.0,11.0,8.5,
5521,2.4,0.48,38.0,12.0,7.1,
5522,2.6,0.45,40.0,11.0,8.4,
5523,2.8,0.4,42.0,11.0,10.4,
5524,2.8,0.4,42.0,11.0,10.4,
5525,2.7,0.35,42.0,10.0,11.8,
5526,3.0,0.34,40.0,10.0,11.6,
5527,2.3,0.34,38.0,10.0,8.9,
5528,2.2,0.34,35.0,11.0,8.1,
5529,2.5,0.35,37.0,10.0,8.6,
5530,3.1,0.38,36.0,10.0,9.1,
5531,3.3,0.44,38.0,12.0,9.3,
5532,2.6,0.46,37.0,13.0,7.5,
5533,2.6,0.49,36.0,14.0,7.9,
5534,2.7,0.49,37.0,14.0,4.8,
5535,2.6,0.49,35.0,13.0,4.6,
5536,2.1,0.54,32.0,12.0,4.5,
5537,2.1,0.66,31.0,11.0,5.2,
5538,1.8,0.77,29.0,10.0,7.3,
5539,1.8,0.77,29.0,10.0,7.3,
5540,1.8,0.77,29.0,10.0,7.3,
5541,3.0,0.99,30.0,10.0,11.0,
5542,3.7,1.11,33.0,13.0,9.4,
5543,3.2,1.08,36.0,13.0,6.4,
5544,2.9,1,40.0,14.0,6.3,
5545,2.5,0.84,41.0,14.0,5.8,
5546,2.4,0.68,44.0,14.0,5.4,
5547,2.5,0.51,46.0,15.0,6.1,
5548,2.6,0.34,46.0,15.0,8.5,
5549,3.1,0.16,48.0,15.0,7.5,
5550,3.1,0.18,48.0,16.0,10.6,
5551,4.2,0.21,48.0,16.0,10.5,
5552,4.1,0.23,50.0,17.0,12.0,
5553,4.3,0.23,50.0,18.0,11.8,
5554,4.7,0.23,50.0,20.0,12.5,
5555,4.4,0.23,52.0,22.0,13.7,
5556,4.1,0.23,52.0,23.0,11.0,
5557,2.3,0.22,52.0,23.0,8.2,
5558,2.2,0.24,52.0,23.0,10.0,
5559,2.7,0.26,51.0,21.0,12.2,
5560,2.2,0.31,49.0,21.0,11.1,
5561,2.3,0.39,49.0,21.0,8.4,
5562,2.5,0.46,48.0,20.0,7.6,
5563,2.1,0.54,46.0,20.0,6.9,
5564,2.9,0.61,46.0,19.0,7.5,
5565,4.3,0.67,44.0,19.0,7.5,
5566,4.4,0.69,46.0,19.0,6.3,
5567,3.6,0.67,48.0,19.0,4.7,
5568,2.5,0.66,46.0,18.0,3.3,
5569,2.0,0.64,44.0,17.0,4.8,
5570,2.0,0.61,42.0,16.0,5.1,
5571,2.1,0.6,40.0,15.0,6.3,
5572,2.0,0.59,40.0,15.0,6.3,
5573,2.1,0.59,39.0,15.0,7.1,
5574,2.3,0.59,38.0,14.0,10.0,
5575,3.3,0.6,36.0,14.0,8.1,
5576,3.8,0.6,36.0,13.0,8.6,
5577,3.1,0.61,36.0,13.0,10.1,
5578,3.3,0.62,36.0,13.0,11.8,
5579,3.2,0.62,35.0,13.0,13.1,
5580,3.3,0.62,34.0,14.0,13.6,
5581,2.5,0.62,33.0,15.0,12.7,
5582,3.7,0.62,34.0,15.0,14.6,
5583,3.2,0.62,34.0,17.0,11.8,
5584,3.4,0.64,36.0,17.0,12.1,
5585,2.9,0.66,38.0,18.0,13.9,
5586,3.7,0.7,38.0,20.0,14.1,
5587,3.7,0.7,38.0,20.0,14.1,
5588,4.4,0.71,40.0,21.0,12.8,
5589,4.3,0.74,42.0,23.0,10.8,
5590,5.0,0.74,42.0,23.0,9.8,
5591,4.2,0.73,40.0,22.0,8.7,
5592,3.4,0.71,38.0,20.0,6.7,
5593,3.3,0.69,36.0,19.0,7.1,
5594,2.9,0.65,34.0,18.0,6.9,
5595,2.9,0.65,34.0,18.0,6.9,
5596,2.1,0.64,34.0,16.0,9.9,
5597,2.1,0.64,34.0,15.0,9.5,
5598,2.3,0.64,32.0,14.0,9.8,
5599,2.1,0.65,30.0,13.0,7.1,
5600,2.3,0.68,32.0,12.0,13.2,
5601,2.8,0.67,34.0,12.0,11.1,
5602,3.1,0.7,34.0,12.0,15.2,
5603,3.0,0.72,36.0,12.0,20.4,
5604,4.0,0.76,36.0,12.0,22.3,
5605,4.6,0.77,37.0,13.0,19.6,
5606,4.0,0.79,39.0,13.0,19.8,
5607,3.6,0.8,40.0,15.0,21.3,
5608,3.7,0.79,42.0,16.0,18.8,
5609,4.0,0.81,43.0,17.0,24.9,
5610,5.3,0.81,42.0,18.0,16.4,
5611,5.2,0.83,43.0,18.0,17.9,
5612,4.3,0.79,44.0,20.0,10.4,
5613,4.4,0.78,44.0,20.0,9.7,
5614,5.9,0.79,46.0,21.0,7.2,
5615,6.2,0.79,46.0,23.0,6.5,
5616,4.0,0.79,44.0,23.0,4.0,
5617,3.8,0.78,42.0,22.0,5.3,
5618,3.8,0.76,40.0,21.0,6.0,
5619,3.4,0.74,40.0,20.0,7.2,
5620,2.9,0.75,40.0,19.0,8.9,
5621,2.8,0.76,40.0,19.0,7.2,
5622,2.6,0.75,38.0,18.0,8.7,
5623,2.7,0.75,36.0,17.0,6.6,
5624,2.6,0.74,32.0,15.0,5.8,
5625,2.6,0.74,30.0,14.0,7.3,
5626,2.6,0.74,30.0,14.0,7.3,
5627,2.6,0.74,30.0,14.0,7.3,
5628,2.6,0.74,30.0,14.0,7.3,
5629,2.6,0.74,30.0,14.0,7.3,
5630,2.6,0.74,30.0,14.0,7.3,
5631,2.6,0.74,30.0,14.0,7.3,
5632,2.0,0.74,29.0,12.0,15.4,
5633,2.5,0.73,28.0,11.0,14.6,
5634,2.2,0.71,29.0,11.0,11.3,
5635,3.0,0.71,29.0,10.0,14.1,
5636,2.9,0.68,28.0,9.0,9.9,
5637,4.2,0.66,28.0,10.0,9.3,
5638,3.3,0.65,27.0,10.0,7.0,
5639,2.6,0.65,28.0,11.0,6.5,
5640,2.8,0.66,26.0,11.0,4.9,
5641,2.8,0.66,27.0,10.0,5.3,
5642,2.4,0.65,26.0,10.0,6.5,
5643,2.0,0.64,28.0,9.0,9.4,
5644,1.8,0.65,26.0,10.0,9.0,
5645,1.6,0.66,28.0,12.0,8.6,
5646,1.7,0.66,32.0,14.0,7.4,
5647,2.3,0.68,31.0,15.0,7.4,
5648,2.9,0.67,32.0,15.0,7.4,
5649,2.6,0.67,34.0,15.0,8.1,
5650,3.1,0.69,32.0,15.0,7.9,
5651,3.5,0.68,34.0,16.0,7.3,
5652,4.0,0.66,37.0,17.0,9.8,
5653,4.1,0.64,38.0,17.0,10.3,
5654,4.1,0.64,40.0,17.0,9.1,
5655,5.0,0.65,39.0,16.0,11.3,
5656,4.0,0.66,39.0,17.0,12.8,
5657,3.7,0.69,36.0,17.0,12.3,
5658,2.3,0.7,34.0,17.0,8.1,
5659,2.9,0.71,33.0,17.0,9.6,
5660,3.6,0.72,33.0,17.0,8.9,
5661,44.9,1.23,34.0,17.0,13.7,
5662,2.6,1.24,35.0,17.0,8.8,
5663,2.3,0.76,36.0,17.0,6.4,
5664,2.1,0.76,35.0,17.0,5.1,
5665,1.9,0.74,33.0,17.0,5.6,
5666,1.8,0.73,30.0,17.0,7.1,
5667,1.8,0.74,30.0,17.0,9.2,
5668,1.6,0.77,30.0,17.0,8.0,
5669,1.6,0.78,32.0,7.0,9.1,
5670,1.7,0.77,35.0,8.0,11.1,
5671,1.7,0.77,35.0,8.0,11.1,
5672,1.8,0.79,36.0,10.0,15.8,
5673,3.0,0.81,40.0,10.0,17.1,
5674,3.0,0.81,38.0,10.0,17.4,
5675,2.9,0.8,37.0,10.0,15.8,
5676,1.7,0.76,34.0,9.0,13.9,
5677,1.3,0.74,34.0,10.0,12.7,
5678,1.2,0.7,33.0,10.0,9.5,
5679,1.7,0.65,31.0,9.0,8.8,
5680,1.6,0.61,30.0,8.0,9.8,
5681,2.6,0.61,28.0,8.0,15.5,
5682,4.6,0.62,30.0,12.0,15.3,
5683,4.3,0.62,34.0,13.0,11.2,
5684,3.8,0.62,34.0,15.0,9.3,
5685,3.3,0.64,36.0,15.0,7.9,
5686,3.0,0.65,39.0,15.0,5.8,
5687,2.2,0.66,36.0,15.0,3.7,
5688,2.6,0.66,33.0,15.0,3.8,
5689,1.7,0.65,32.0,11.0,5.2,
5690,1.5,0.62,28.0,10.0,5.1,
5691,1.6,0.61,30.0,9.0,4.7,
5692,1.5,0.62,30.0,9.0,6.0,
5693,1.5,0.62,31.0,9.0,6.8,
5694,1.6,0.65,34.0,8.0,11.0,
5695,1.9,0.67,36.0,9.0,11.8,
5696,2.0,0.7,38.0,9.0,12.6,
5697,2.8,0.71,42.0,11.0,15.2,
5698,2.9,0.74,42.0,12.0,20.1,
5699,3.0,0.76,44.0,11.0,18.9,
5700,2.8,0.78,45.0,12.0,14.5,
5701,3.2,0.78,44.0,12.0,18.1,
5702,3.5,0.76,44.0,12.0,19.2,
5703,2.8,0.75,42.0,12.0,18.0,
5704,3.0,0.74,42.0,13.0,17.1,
5705,3.3,0.75,42.0,13.0,16.0,
5706,2.9,0.74,46.0,16.0,11.5,
5707,2.8,0.73,48.0,18.0,11.8,
5708,2.8,0.73,48.0,18.0,11.8,
