,SO2,CO,PM10,PM25,NO2,pr
5272,4.0,0.23,34.0,20.0,14.4,
5273,5.7,0.22,33.0,21.0,14.4,
5274,4.1,0.22,34.0,24.0,15.6,
5275,4.6,0.23,36.0,25.0,15.0,
5276,6.4,0.24,38.0,28.0,14.5,
5277,6.1,0.24,40.0,29.0,15.2,
5278,4.8,0.26,40.0,30.0,11.7,
5279,3.4,0.25,42.0,30.0,9.5,
5280,2.3,0.24,43.0,29.0,8.7,
5281,2.3,0.24,43.0,29.0,8.7,
5282,1.9,0.2,42.0,24.0,8.3,
5283,2.8,0.2,41.0,22.0,10.1,
5284,2.8,0.17,45.0,22.0,12.7,
5285,4.5,0.16,50.0,22.0,17.9,
5286,3.1,0.16,50.0,23.0,23.5,
5287,3.0,0.18,50.0,23.0,23.2,
5288,3.0,0.21,48.0,23.0,22.3,
5289,3.5,0.23,46.0,25.0,22.9,
5290,2.8,0.25,48.0,25.0,17.5,
5291,2.7,0.25,48.0,25.0,11.9,
5292,2.5,0.25,45.0,23.0,12.7,
5293,2.3,0.24,42.0,23.0,10.6,
5294,2.8,0.23,43.0,23.0,11.5,
5295,3.6,0.2,42.0,24.0,10.5,
5296,2.0,0.18,40.0,25.0,11.8,
5297,2.1,0.16,38.0,25.0,14.7,
5298,3.8,0.15,37.0,24.0,13.0,
5299,4.1,0.15,37.0,25.0,11.8,
5300,3.4,0.14,37.0,24.0,8.4,
5301,3.2,0.14,35.0,23.0,11.8,
5302,3.3,0.14,34.0,23.0,13.2,
5303,3.3,0.14,34.0,23.0,12.0,
5304,7.2,0.14,36.0,24.0,14.9,
5305,3.9,0.14,40.0,25.0,10.2,
5306,3.1,0.13,44.0,24.0,9.4,
5307,2.8,0.13,46.0,24.0,9.8,
5308,2.0,0.14,46.0,23.0,12.3,
5309,2.1,0.16,44.0,23.0,14.6,
5310,2.9,0.18,44.0,23.0,17.9,
5311,3.6,0.22,46.0,22.0,18.8,
5312,3.2,0.26,50.0,23.0,19.1,
5313,3.2,0.31,53.0,22.0,21.8,
5314,2.8,0.35,53.0,23.0,23.4,
5315,2.6,0.38,52.0,24.0,17.5,
5316,2.4,0.4,48.0,23.0,15.7,
5317,2.6,0.42,44.0,23.0,15.3,
5318,2.5,0.41,41.0,22.0,16.5,
5319,2.5,0.4,38.0,21.0,18.4,
5320,2.8,0.39,36.0,21.0,24.1,
5321,3.4,0.39,36.0,22.0,23.7,
5322,4.6,0.41,36.0,23.0,25.4,
5323,4.3,0.42,36.0,22.0,18.2,
5324,3.8,0.43,37.0,23.0,22.8,
5325,5.0,0.44,40.0,25.0,18.9,
5326,4.4,0.43,44.0,26.0,16.6,
5327,9.2,0.43,48.0,27.0,18.2,
5328,9.5,0.42,52.0,28.0,16.3,
5329,6.2,0.37,54.0,28.0,12.7,
5330,3.2,0.31,56.0,25.0,12.4,
5331,3.7,0.27,56.0,23.0,14.5,
5332,10.1,0.27,56.0,22.0,26.9,
5333,8.1,0.28,56.0,22.0,24.4,
5334,3.7,0.3,56.0,23.0,29.9,
5335,5.0,0.32,57.0,24.0,31.8,
5336,6.5,0.37,58.0,26.0,33.1,
5337,7.5,0.45,60.0,26.0,32.8,
5338,6.0,0.5,67.0,37.0,27.4,
5339,4.7,0.52,72.0,37.0,17.6,
5340,3.5,0.49,70.0,36.0,14.1,
5341,3.0,0.46,66.0,34.0,12.0,
5342,2.2,0.42,58.0,26.0,7.9,
5343,2.5,0.37,48.0,26.0,8.0,
5344,3.0,0.31,46.0,25.0,12.9,
5345,2.6,0.22,43.0,25.0,15.6,
5346,3.2,0.19,42.0,25.0,18.7,
5347,3.5,0.18,42.0,25.0,14.1,
5348,3.5,0.18,43.0,26.0,14.1,
5349,3.3,0.18,46.0,24.0,11.6,
5350,3.0,0.18,44.0,21.0,10.7,
5351,3.3,0.19,42.0,20.0,8.8,
5352,3.3,0.18,42.0,20.0,8.6,
5353,3.2,0.18,40.0,21.0,11.7,
5354,3.1,0.14,41.0,20.0,10.5,
5355,3.1,0.13,42.0,19.0,11.4,
5356,2.6,0.13,42.0,16.0,12.8,
5357,2.4,0.13,40.0,15.0,12.0,
5358,2.4,0.13,36.0,13.0,13.8,
5359,3.4,0.13,32.0,12.0,11.6,
5360,2.2,0.13,29.0,13.0,9.2,
5361,2.1,0.13,26.0,11.0,9.1,
5362,2.2,0.13,24.0,10.0,10.2,
5363,2.2,0.13,21.0,10.0,8.2,
5364,2.2,0.13,21.0,10.0,8.2,
5365,2.2,0.13,21.0,10.0,8.2,
5366,2.2,0.13,21.0,10.0,8.2,
5367,2.2,0.13,21.0,10.0,8.2,
5368,2.2,0.13,21.0,10.0,8.2,
5369,2.5,0.1,12.0,6.0,10.2,
5370,2.2,0.11,14.0,8.0,9.9,
5371,2.4,0.1,16.0,8.0,7.3,
5372,2.4,0.1,16.0,8.0,7.3,
5373,2.5,0.1,18.0,10.0,7.8,
5374,2.3,0.1,20.0,10.0,7.2,
5375,2.1,0.11,19.0,9.0,6.7,
5376,2.1,0.11,20.0,10.0,5.5,
5377,2.7,0.1,23.0,10.0,7.5,
5378,2.7,0.1,26.0,9.0,8.7,
5379,2.5,0.09,28.0,9.0,8.3,
5380,2.8,0.1,32.0,10.0,11.1,
5381,2.8,0.1,32.0,10.0,11.1,
5382,2.8,0.1,32.0,10.0,11.1,
5383,2.6,0.12,33.0,14.0,11.6,
5384,2.3,0.13,31.0,15.0,12.8,
5385,2.3,0.13,31.0,15.0,12.8,
5386,2.3,0.13,31.0,15.0,12.8,
5387,2.2,0.16,32.0,14.0,12.0,
5388,1.8,0.16,33.0,14.0,10.2,
5389,1.8,0.15,32.0,15.0,6.8,
5390,1.5,0.14,30.0,15.0,5.7,
5391,1.3,0.13,27.0,15.0,5.4,
5392,1.4,0.12,24.0,13.0,7.3,
5393,1.8,0.11,24.0,13.0,7.9,
5394,2.1,0.12,24.0,12.0,7.6,
5395,1.7,0.11,29.0,17.0,5.5,
5396,1.9,0.11,34.0,17.0,3.5,
5397,1.9,0.11,32.0,15.0,3.5,
5398,1.7,0.11,30.0,15.0,3.6,
5399,2.0,0.11,25.0,10.0,3.7,
5400,1.9,0.11,20.0,10.0,3.7,
5401,2.0,0.11,20.0,9.0,4.3,
5402,1.9,0.09,22.0,9.0,3.9,
5403,2.1,0.09,22.0,10.0,4.5,
5404,2.1,0.09,24.0,10.0,5.0,
5405,1.9,0.09,26.0,11.0,7.3,
5406,2.1,0.09,26.0,12.0,8.6,
5407,4.1,0.1,24.0,10.0,9.1,
5408,5.1,0.1,24.0,12.0,10.4,
5409,2.1,0.11,24.0,12.0,7.9,
5410,2.0,0.11,25.0,13.0,10.1,
5411,1.8,0.12,25.0,13.0,10.5,
5412,1.8,0.12,23.0,11.0,7.6,
5413,1.6,0.12,20.0,10.0,6.9,
5414,1.9,0.12,20.0,9.0,9.8,
5415,1.7,0.11,20.0,10.0,7.5,
5416,1.7,0.11,20.0,10.0,7.5,
5417,2.7,0.13,22.0,13.0,10.7,
5418,2.2,0.14,23.0,14.0,10.9,
5419,2.0,0.14,22.0,14.0,9.2,
5420,2.6,0.15,22.0,14.0,8.1,
5421,2.2,0.15,23.0,17.0,8.3,
5422,2.1,0.16,24.0,17.0,7.3,
5423,2.1,0.16,23.0,17.0,6.3,
5424,2.2,0.16,22.0,16.0,7.0,
5425,2.4,0.14,22.0,13.0,7.3,
5426,2.8,0.13,24.0,13.0,10.5,
5427,4.0,0.13,25.0,12.0,12.1,
5428,3.2,0.14,28.0,12.0,12.0,
5429,4.0,0.14,32.0,11.0,11.1,
5430,3.5,0.15,34.0,12.0,10.7,
5431,3.3,0.16,36.0,13.0,11.6,
5432,2.6,0.17,34.0,14.0,11.0,
5433,2.4,0.17,31.0,14.0,12.6,
5434,3.5,0.17,30.0,14.0,11.4,
5435,3.0,0.17,30.0,15.0,11.2,
5436,4.3,0.17,30.0,15.0,11.6,
5437,6.3,0.16,29.0,15.0,9.4,
5438,5.5,0.15,29.0,15.0,8.4,
5439,3.0,0.14,28.0,16.0,9.4,
5440,2.4,0.13,27.0,16.0,12.0,
5441,2.5,0.13,28.0,17.0,11.5,
5442,2.8,0.14,28.0,18.0,13.2,
5443,3.7,0.15,28.0,17.0,12.0,
5444,2.9,0.15,28.0,17.0,9.5,
5445,2.7,0.15,29.0,19.0,11.4,
5446,2.8,0.15,30.0,19.0,8.9,
5447,3.2,0.15,30.0,19.0,7.5,
5448,3.3,0.14,31.0,19.0,8.1,
5449,2.5,0.14,32.0,18.0,7.3,
5450,2.2,0.12,32.0,16.0,8.4,
5451,2.4,0.11,33.0,15.0,9.6,
5452,2.6,0.12,34.0,14.0,13.0,
5453,2.5,0.13,34.0,13.0,16.3,
5454,2.7,0.13,35.0,14.0,17.2,
5455,2.8,0.15,35.0,14.0,16.3,
5456,2.8,0.16,36.0,14.0,14.7,
5457,3.5,0.18,34.0,13.0,15.6,
5458,3.2,0.19,33.0,13.0,15.1,
5459,3.2,0.2,32.0,14.0,10.3,
5460,4.7,0.19,30.0,14.0,9.0,
5461,4.6,0.19,28.0,14.0,8.0,
5462,1.8,0.18,26.0,15.0,6.5,
5463,2.0,0.16,23.0,15.0,7.0,
5464,1.7,0.15,22.0,16.0,11.1,
5465,1.8,0.14,23.0,16.0,13.8,
5466,2.2,0.15,25.0,17.0,15.1,
5467,2.6,0.15,29.0,18.0,9.1,
5468,2.4,0.15,29.0,18.0,9.4,
5469,3.1,0.15,29.0,19.0,9.1,
5470,2.5,0.15,28.0,18.0,8.2,
5471,3.3,0.16,28.0,18.0,7.3,
5472,3.5,0.15,30.0,18.0,7.0,
5473,2.1,0.15,32.0,18.0,7.7,
5474,1.9,0.12,34.0,17.0,11.2,
5475,1.9,0.12,34.0,16.0,13.9,
5476,1.9,0.13,34.0,16.0,16.2,
5477,2.0,0.14,30.0,15.0,17.2,
5478,2.1,0.15,28.0,14.0,19.1,
5479,3.0,0.16,26.0,14.0,18.1,
5480,3.5,0.18,26.0,15.0,19.0,
5481,3.2,0.19,28.0,16.0,16.8,
5482,2.8,0.2,30.0,16.0,15.8,
5483,2.1,0.2,30.0,16.0,9.6,
5484,3.1,0.2,28.0,14.0,11.3,
5485,2.1,0.19,26.0,12.0,6.4,
5486,1.5,0.17,23.0,13.0,5.7,
5487,1.6,0.15,22.0,13.0,7.5,
5488,1.7,0.13,22.0,13.0,9.5,
5489,1.8,0.12,22.0,12.0,9.1,
5490,2.1,0.12,22.0,13.0,12.5,
5491,3.2,0.12,24.0,13.0,11.5,
5492,4.2,0.13,24.0,13.0,11.0,
5493,3.2,0.13,24.0,13.0,10.9,
5494,3.2,0.14,25.0,14.0,9.8,
5495,2.4,0.14,26.0,15.0,7.7,
5496,2.9,0.13,28.0,15.0,8.2,
5497,3.0,0.13,29.0,16.0,8.4,
5498,2.7,0.12,29.0,15.0,8.4,
5499,2.4,0.11,28.0,13.0,9.5,
5500,3.5,0.11,27.0,12.0,10.5,
5501,3.4,0.11,27.0,11.0,13.2,
5502,2.5,0.11,26.0,10.0,14.3,
5503,2.3,0.12,24.0,11.0,14.8,
5504,2.5,0.13,22.0,11.0,12.5,
5505,4.7,0.14,20.0,10.0,15.0,
5506,2.1,0.13,19.0,8.0,5.3,
5507,1.9,0.13,16.0,8.0,4.3,
5508,2.1,0.13,14.0,7.0,4.9,
5509,2.2,0.13,14.0,8.0,5.8,
5510,2.7,0.13,16.0,10.0,8.3,
5511,2.7,0.12,20.0,11.0,8.6,
5512,2.7,0.12,24.0,14.0,8.5,
5513,2.8,0.13,26.0,15.0,11.6,
5514,2.1,0.16,28.0,15.0,16.3,
5515,3.1,0.21,30.0,15.0,24.4,
5516,2.8,0.26,34.0,14.0,27.2,
5517,2.8,0.29,38.0,14.0,24.2,
5518,2.6,0.31,42.0,14.0,24.4,
5519,2.3,0.32,44.0,16.0,16.1,
5520,2.1,0.32,46.0,17.0,14.9,
5521,2.1,0.34,46.0,17.0,14.9,
5522,6.5,0.31,48.0,17.0,10.1,
5523,6.6,0.26,52.0,16.0,13.4,
5524,6.6,0.26,52.0,16.0,13.4,
5525,6.2,0.22,55.0,16.0,18.0,
5526,6.1,0.21,54.0,15.0,14.6,
5527,5.8,0.21,48.0,15.0,15.9,
5528,6.0,0.21,45.0,14.0,14.3,
5529,6.1,0.2,42.0,14.0,12.6,
5530,6.4,0.21,40.0,14.0,11.3,
5531,6.2,0.21,38.0,13.0,9.8,
5532,6.3,0.2,36.0,12.0,10.1,
5533,6.6,0.18,34.0,13.0,10.8,
5534,6.9,0.17,33.0,13.0,11.3,
5535,6.3,0.16,32.0,14.0,9.6,
5536,6.5,0.15,30.0,15.0,11.0,
5537,6.7,0.16,29.0,15.0,13.3,
5538,6.7,0.16,29.0,15.0,13.3,
5539,6.7,0.16,29.0,15.0,13.3,
5540,6.7,0.16,29.0,15.0,13.3,
5541,1.8,0.2,32.0,13.0,10.0,
5542,1.4,0.2,35.0,14.0,8.2,
5543,1.5,0.2,39.0,14.0,7.6,
5544,2.0,0.2,41.0,15.0,6.8,
5545,1.9,0.19,42.0,17.0,12.7,
5546,2.1,0.18,44.0,18.0,26.7,
5547,1.7,0.17,48.0,19.0,18.9,
5548,2.0,0.16,50.0,19.0,10.1,
5549,2.1,0.16,54.0,19.0,12.4,
5550,2.4,0.17,56.0,18.0,15.4,
5551,2.9,0.19,56.0,18.0,18.4,
5552,3.0,0.2,56.0,19.0,17.3,
5553,2.4,0.21,54.0,20.0,18.2,
5554,1.9,0.23,52.0,22.0,18.4,
5555,1.9,0.24,50.0,21.0,18.5,
5556,2.0,0.25,48.0,22.0,18.2,
5557,2.3,0.25,48.0,22.0,16.1,
5558,1.9,0.26,47.0,24.0,17.2,
5559,3.0,0.26,47.0,24.0,18.2,
5560,2.8,0.26,48.0,23.0,18.0,
5561,2.6,0.27,48.0,22.0,19.2,
5562,2.7,0.28,48.0,24.0,16.8,
5563,3.0,0.27,46.0,27.0,10.4,
5564,3.1,0.26,47.0,29.0,7.4,
5565,2.7,0.26,48.0,30.0,5.8,
5566,2.3,0.25,46.0,29.0,5.9,
5567,3.9,0.24,46.0,26.0,8.1,
5568,2.9,0.22,46.0,25.0,5.7,
5569,4.6,0.2,46.0,24.0,7.5,
5570,2.9,0.18,44.0,23.0,6.5,
5571,0.9,0.16,42.0,23.0,5.9,
5572,1.0,0.15,40.0,21.0,6.3,
5573,1.5,0.16,38.0,20.0,10.5,
5574,1.6,0.17,38.0,18.0,14.0,
5575,1.7,0.17,39.0,18.0,13.5,
5576,1.8,0.17,40.0,19.0,13.6,
5577,1.6,0.19,39.0,19.0,16.8,
5578,1.4,0.2,38.0,20.0,16.3,
5579,1.5,0.22,34.0,20.0,16.0,
5580,1.7,0.23,31.0,18.0,15.9,
5581,1.3,0.23,28.0,18.0,15.2,
5582,0.9,0.23,28.0,18.0,12.8,
5583,1.2,0.23,29.0,18.0,12.1,
5584,1.4,0.24,32.0,21.0,17.9,
5585,1.8,0.25,35.0,21.0,17.1,
5586,2.0,0.26,36.0,21.0,14.5,
5587,2.0,0.26,36.0,21.0,14.5,
5588,3.6,0.27,38.0,24.0,11.1,
5589,3.9,0.28,40.0,26.0,12.2,
5590,4.1,0.29,45.0,29.0,12.7,
5591,4.0,0.29,49.0,29.0,12.2,
5592,7.3,0.28,52.0,28.0,15.2,
5593,2.6,0.24,54.0,27.0,8.9,
5594,2.1,0.21,53.0,24.0,8.8,
5595,2.1,0.21,53.0,24.0,8.8,
5596,2.6,0.2,48.0,20.0,11.7,
5597,2.4,0.26,46.0,18.0,20.1,
5598,1.6,0.3,45.0,18.0,24.3,
5599,2.2,0.3,43.0,19.0,17.2,
5600,3.3,0.31,42.0,18.0,20.0,
5601,1.9,0.32,40.0,19.0,15.7,
5602,2.1,0.33,40.0,20.0,15.4,
5603,1.6,0.34,40.0,20.0,11.4,
5604,1.4,0.33,37.0,19.0,8.7,
5605,2.2,0.25,34.0,19.0,7.3,
5606,1.1,0.19,32.0,18.0,10.8,
5607,1.9,0.17,30.0,17.0,11.1,
5608,2.4,0.15,30.0,18.0,11.5,
5609,2.0,0.15,30.0,18.0,13.8,
5610,2.0,0.15,30.0,19.0,13.8,
5611,1.3,0.15,32.0,19.0,9.7,
5612,2.1,0.14,33.0,18.0,7.1,
5613,2.4,0.15,32.0,16.0,8.0,
5614,2.6,0.15,30.0,15.0,8.3,
5615,3.1,0.16,29.0,15.0,8.8,
5616,3.1,0.17,30.0,18.0,10.2,
5617,2.3,0.15,34.0,21.0,8.2,
5618,2.2,0.14,40.0,21.0,8.9,
5619,2.8,0.13,44.0,20.0,9.4,
5620,3.5,0.13,44.0,18.0,11.0,
5621,3.9,0.13,42.0,15.0,12.7,
5622,4.4,0.14,36.0,14.0,14.8,
5623,1.9,0.13,31.0,15.0,11.6,
5624,1.4,0.13,30.0,14.0,8.1,
5625,0.9,0.13,27.0,14.0,9.0,
5626,0.6,0.13,26.0,13.0,8.9,
5627,1.5,0.13,26.0,11.0,7.3,
5628,1.0,0.13,24.0,10.0,6.0,
5629,1.6,0.12,22.0,8.0,6.3,
5630,0.4,0.11,21.0,8.0,6.1,
5631,0.4,0.1,19.0,7.0,8.4,
5632,0.6,0.09,18.0,7.0,9.4,
5633,0.6,0.09,18.0,7.0,7.1,
5634,0.8,0.09,18.0,7.0,10.6,
5635,1.6,0.11,20.0,8.0,14.9,
5636,3.8,0.13,20.0,8.0,15.4,
5637,5.1,0.14,22.0,8.0,17.1,
5638,3.7,0.15,26.0,9.0,12.6,
5639,3.7,0.15,26.0,9.0,12.6,
5640,3.7,0.15,26.0,9.0,12.6,
5641,3.7,0.15,26.0,9.0,12.6,
5642,3.7,0.15,26.0,9.0,12.6,
5643,3.7,0.15,26.0,9.0,12.6,
5644,3.7,0.15,26.0,9.0,12.6,
5645,3.7,0.15,26.0,9.0,12.6,
5646,1.9,0.11,37.0,11.0,12.1,
5647,2.0,0.12,37.0,13.0,11.1,
5648,1.5,0.14,34.0,15.0,11.4,
5649,2.0,0.16,31.0,15.0,12.8,
5650,2.0,0.18,30.0,15.0,16.3,
5651,1.7,0.19,30.0,15.0,14.1,
5652,1.7,0.2,29.0,14.0,11.3,
5653,1.7,0.2,29.0,14.0,11.3,
5654,1.9,0.2,30.0,18.0,10.8,
5655,1.9,0.19,30.0,19.0,10.4,
5656,2.2,0.17,30.0,20.0,12.3,
5657,3.0,0.16,30.0,18.0,11.2,
5658,2.7,0.16,28.0,17.0,12.7,
5659,2.7,0.17,28.0,16.0,17.6,
5660,2.1,0.17,31.0,16.0,16.1,
5661,1.5,0.17,34.0,17.0,11.6,
5662,1.6,0.17,34.0,18.0,11.4,
5663,3.2,0.17,35.0,19.0,13.1,
5664,2.9,0.18,36.0,20.0,10.7,
5665,2.2,0.17,38.0,19.0,8.0,
5666,2.0,0.16,39.0,19.0,8.5,
5667,1.8,0.14,40.0,19.0,10.9,
5668,2.0,0.14,42.0,19.0,13.1,
5669,1.2,0.14,42.0,20.0,12.6,
5670,0.9,0.14,40.0,20.0,10.8,
5671,0.9,0.14,40.0,20.0,10.8,
5672,0.8,0.14,32.0,17.0,10.0,
5673,1.2,0.14,30.0,16.0,7.4,
5674,0.8,0.14,29.0,14.0,7.1,
5675,1.6,0.14,28.0,13.0,7.9,
5676,0.4,0.12,26.0,12.0,6.6,
5677,0.5,0.11,24.0,11.0,6.3,
5678,1.8,0.1,22.0,11.0,6.7,
5679,1.4,0.09,22.0,11.0,7.9,
5680,0.8,0.09,22.0,11.0,8.8,
5681,1.8,0.09,22.0,11.0,9.6,
5682,2.4,0.1,22.0,10.0,11.9,
5683,2.3,0.11,24.0,11.0,12.9,
5684,2.8,0.12,26.0,11.0,18.5,
5685,6.5,0.15,28.0,14.0,20.0,
5686,5.5,0.17,33.0,18.0,17.0,
5687,3.6,0.18,40.0,23.0,10.7,
5688,2.8,0.18,48.0,27.0,10.1,
5689,4.4,0.18,51.0,27.0,10.6,
5690,7.3,0.19,53.0,25.0,16.6,
5691,5.1,0.18,52.0,22.0,17.1,
5692,3.1,0.17,49.0,20.0,17.0,
5693,5.0,0.16,47.0,21.0,15.8,
5694,6.4,0.16,47.0,21.0,16.3,
5695,4.6,0.17,46.0,23.0,22.2,
5696,3.9,0.21,45.0,25.0,22.8,
5697,7.3,0.23,47.0,26.0,17.8,
5698,4.5,0.24,46.0,26.0,15.5,
5699,4.6,0.24,46.0,25.0,12.9,
5700,1.6,0.24,46.0,24.0,10.8,
5701,1.9,0.23,45.0,22.0,9.6,
5702,3.4,0.21,42.0,23.0,7.8,
5703,1.2,0.19,40.0,22.0,7.6,
5704,1.6,0.15,40.0,22.0,8.5,
5705,1.3,0.12,40.0,21.0,9.4,
5706,1.9,0.11,40.0,21.0,9.7,
5707,1.9,0.11,36.0,19.0,9.5,
5708,1.9,0.1,30.0,18.0,6.3,
5709,1.6,0.1,27.0,18.0,8.1,
5710,2.4,0.1,30.0,18.0,11.6,
5711,2.7,0.1,34.0,18.0,7.8,
5712,2.6,0.1,37.0,9.0,7.1,
5713,2.3,0.09,42.0,8.0,7.9,
5714,1.3,0.08,45.0,7.0,8.2,
5715,1.2,0.08,46.0,6.0,7.4,
5716,3.2,0.07,44.0,8.0,9.3,
5717,3.0,0.07,42.0,11.0,12.2,
5718,1.4,0.07,41.0,14.0,16.0,
5719,0.9,0.08,41.0,18.0,14.5,
5720,1.6,0.14,39.0,20.0,14.0,
5721,2.4,0.19,38.0,20.0,15.7,
5722,1.8,0.25,36.0,19.0,15.5,
5723,2.6,0.3,36.0,20.0,15.2,
5724,2.4,0.37,36.0,22.0,13.3,
5725,2.5,0.41,37.0,25.0,11.1,
5726,2.5,0.41,37.0,25.0,11.1,
5727,1.6,0.59,42.0,27.0,11.1,
5728,2.0,0.58,44.0,25.0,9.6,
5729,2.3,0.56,43.0,22.0,8.4,
5730,2.7,0.53,40.0,21.0,7.6,
5731,3.4,0.5,38.0,20.0,7.5,
5732,3.4,0.49,36.0,20.0,7.5,
5733,2.5,0.46,35.0,21.0,8.4,
5734,2.0,0.36,34.0,21.0,11.4,
5735,2.0,0.36,34.0,21.0,11.4,
5736,2.0,0.36,34.0,21.0,11.4,
5737,6.6,0.21,35.0,21.0,12.2,
5738,3.6,0.2,37.0,21.0,9.5,
5739,0.7,0.18,38.0,21.0,7.4,
5740,1.0,0.2,35.0,19.0,8.2,
5741,0.8,0.22,31.0,16.0,9.9,
5742,0.7,0.24,26.0,13.0,11.5,
5743,0.6,0.28,21.0,11.0,11.2,
5744,0.6,0.28,21.0,11.0,11.2,
5745,0.6,0.28,21.0,11.0,11.2,
5746,0.4,0.35,18.0,11.0,9.5,
5747,0.5,0.36,18.0,11.0,10.4,
5748,0.6,0.37,16.0,10.0,8.5,
5749,0.6,0.37,16.0,10.0,8.3,
5750,0.6,0.4,18.0,9.0,7.0,
5751,0.7,0.38,17.0,9.0,7.1,
5752,0.6,0.38,17.0,9.0,7.0,
5753,0.6,0.35,18.0,9.0,9.3,
5754,0.6,0.36,16.0,8.0,13.0,
5755,0.7,0.36,14.0,9.0,14.0,
5756,0.9,0.33,14.0,9.0,11.4,
5757,1.2,0.32,14.0,9.0,10.1,
5758,1.1,0.27,17.0,9.0,10.1,
5759,1.2,0.27,19.0,9.0,10.9,
5760,1.0,0.25,20.0,8.0,9.1,
5761,1.2,0.25,22.0,9.0,10.9,
5762,1.2,0.25,22.0,9.0,10.9,
5763,1.0,0.22,23.0,11.0,12.3,
5764,1.2,0.24,24.0,12.0,15.3,
5765,1.7,0.27,25.0,12.0,18.2,
5766,1.0,0.33,27.0,12.0,17.4,
5767,0.7,0.37,28.0,11.0,20.0,
5768,0.6,0.44,28.0,11.0,22.4,
5769,1.0,0.51,28.0,13.0,24.4,
5770,1.0,0.55,28.0,15.0,21.7,
5771,0.7,0.58,27.0,16.0,20.1,
5772,0.7,0.58,27.0,16.0,20.1,
5773,0.7,0.58,27.0,16.0,20.1,
5774,0.8,0.67,30.0,15.0,16.4,
5775,1.0,0.64,32.0,15.0,19.0,
5776,1.3,0.59,34.0,17.0,16.7,
5777,1.1,0.52,36.0,16.0,17.0,
5778,2.1,0.52,36.0,15.0,25.5,
5779,2.8,0.55,36.0,15.0,21.6,
5780,2.8,0.55,36.0,15.0,21.6,
5781,0.7,0.48,39.0,20.0,17.8,
5782,0.6,0.4,44.0,23.0,19.2,
5783,2.1,0.37,49.0,26.0,10.3,
5784,0.4,0.35,50.0,28.0,12.0,
5785,0.4,0.33,52.0,28.0,9.7,
5786,0.4,0.28,54.0,28.0,11.5,
5787,0.5,0.21,54.0,27.0,17.9,
5788,3.0,0.24,55.0,25.0,31.0,
5789,2.7,0.26,57.0,23.0,24.6,
5790,2.6,0.25,57.0,24.0,14.3,
5791,2.5,0.25,56.0,25.0,11.5,
5792,2.4,0.25,55.0,25.0,11.3,
5793,2.3,0.25,54.0,26.0,11.5,
5794,2.4,0.25,52.0,25.0,11.3,
5795,2.4,0.25,52.0,25.0,11.3,
5796,2.4,0.25,52.0,25.0,11.3,
5797,2.4,0.25,52.0,25.0,11.3,
5798,2.1,0.18,57.0,20.0,6.7,
5799,2.2,0.18,57.0,21.0,8.1,
5800,2.2,0.22,56.0,21.0,11.6,
5801,2.5,0.26,54.0,22.0,17.4,
5802,2.7,0.29,54.0,21.0,20.0,
5803,2.7,0.31,54.0,21.0,20.0,
5804,4.0,0.32,54.0,21.0,13.2,
5805,3.0,0.32,54.0,20.0,9.6,
5806,2.7,0.32,54.0,20.0,8.4,
5807,2.6,0.32,56.0,20.0,8.0,
5808,2.4,0.28,56.0,20.0,6.6,
5809,2.5,0.22,56.0,21.0,7.3,
5810,2.6,0.19,58.0,22.0,8.9,
5811,2.8,0.19,60.0,23.0,12.0,
5812,2.7,0.19,60.0,23.0,14.0,
5813,2.7,0.22,60.0,23.0,19.4,
5814,2.9,0.26,58.0,22.0,30.1,
5815,4.0,0.34,57.0,23.0,33.8,
5816,4.0,0.34,57.0,23.0,33.8,
5817,4.0,0.34,57.0,23.0,33.8,
5818,4.0,0.58,70.0,31.0,23.9,
5819,3.0,0.59,72.0,32.0,13.3,
5820,2.8,0.59,70.0,31.0,10.0,
5821,3.1,0.58,66.0,29.0,11.9,
5822,2.9,0.54,62.0,28.0,9.7,
5823,2.7,0.47,61.0,28.0,10.5,
5824,2.8,0.42,61.0,29.0,11.2,
5825,3.1,0.41,60.0,30.0,15.5,
5826,3.5,0.38,61.0,31.0,12.5,
5827,3.5,0.38,61.0,31.0,12.5,
5828,3.5,0.38,61.0,31.0,12.5,
5829,4.7,0.41,66.0,31.0,33.7,
5830,4.2,0.41,68.0,31.0,31.3,
5831,4.0,0.42,70.0,32.0,24.8,
5832,3.3,0.35,76.0,32.0,9.3,
5833,3.2,0.26,78.0,31.0,10.9,
5834,2.8,0.25,77.0,28.0,11.7,
5835,3.0,0.24,74.0,27.0,14.7,
5836,3.1,0.23,72.0,25.0,17.2,
5837,2.8,0.23,70.0,24.0,19.9,
5838,2.6,0.23,67.0,23.0,21.3,
5839,2.5,0.23,62.0,21.0,14.5,
5840,2.9,0.23,55.0,19.0,13.7,
5841,2.8,0.25,47.0,17.0,18.1,
5842,2.9,0.25,40.0,15.0,16.5,
5843,2.7,0.24,36.0,15.0,9.1,
5844,2.4,0.23,32.0,14.0,8.2,
5845,3.2,0.21,30.0,13.0,10.2,
5846,2.6,0.19,28.0,13.0,10.3,
5847,2.6,0.18,25.0,11.0,11.3,
5848,2.5,0.17,22.0,11.0,7.0,
5849,2.3,0.14,20.0,10.0,6.9,
5850,2.5,0.13,18.0,8.0,10.0,
5851,2.6,0.13,17.0,6.0,11.8,
5852,2.7,0.13,17.0,6.0,13.1,
5853,2.7,0.13,18.0,6.0,11.7,
