,SO2,CO,O3,PM10,PM25,NO2,NO,pr
450,2.5,0.47,9.5,50.0,36.0,24.0,1.3,
451,2.7,0.44,11.0,45.0,37.0,19.0,1.3,
452,1.5,0.43,11.0,48.0,35.0,19.0,0.7,
453,1.1,0.37,9.1,53.0,30.0,19.0,0.9,
454,1.2,0.3,13.0,42.0,22.0,11.0,1.0,
455,1.1,0.19,14.0,37.0,18.0,11.0,0.8,
456,1.1,0.14,20.0,25.0,14.0,9.0,0.1,
457,1.2,0.09,34.0,60.0,12.0,5.1,0.2,
458,1.4,0.11,34.0,47.0,10.0,5.5,1.0,
459,1.7,0.16,35.0,51.0,15.0,6.7,2.0,
460,1.6,0.13,38.0,16.0,14.0,6.1,1.6,
461,1.4,0.11,42.0,21.0,16.0,6.0,1.4,
462,1.4,0.1,48.0,15.0,5.0,6.2,1.2,
463,1.3,0.1,53.0,21.0,12.0,5.8,1.0,
464,1.3,0.1,55.0,25.0,10.0,7.8,1.9,
465,1.2,0.14,54.0,31.0,11.0,8.2,1.2,
466,1.4,0.12,55.0,38.0,14.0,6.1,1.0,
467,1.3,0.12,51.0,48.0,17.0,6.4,0.9,
468,1.1,0.13,48.0,56.0,21.0,8.5,0.6,
469,1.0,0.17,41.0,46.0,21.0,11.0,0.6,
470,1.0,0.18,36.0,42.0,19.0,12.0,0.3,
471,1.3,0.21,34.0,41.0,22.0,12.0,1.0,
472,1.3,0.27,27.0,55.0,26.0,15.0,0.7,
473,1.1,0.31,22.0,65.0,32.0,16.0,0.5,
474,1.2,0.31,15.0,63.0,36.0,16.0,0.4,
475,0.7,0.34,8.3,60.0,31.0,19.0,0.9,
476,1.6,0.33,7.9,47.0,28.0,18.0,1.4,
477,1.6,0.3,7.3,45.0,29.0,18.0,0.6,
478,1.6,0.26,10.0,38.0,35.0,12.0,1.0,
479,1.7,0.33,13.0,39.0,32.0,9.2,1.1,
480,1.4,0.33,15.0,40.0,28.0,10.0,0.9,
481,1.4,0.34,18.0,39.0,22.0,11.0,1.4,
482,1.9,0.31,27.0,43.0,23.0,11.0,1.0,
483,1.7,0.32,35.0,55.0,27.0,8.0,1.4,
484,1.9,0.31,41.0,63.0,31.0,7.0,2.3,
485,2.2,0.34,45.0,66.0,34.0,9.1,2.8,
486,2.0,0.27,55.0,54.0,35.0,6.3,1.6,
487,1.9,0.25,55.0,51.0,28.0,5.0,1.6,
488,1.6,0.2,55.0,34.0,17.0,4.0,1.3,
489,1.6,0.2,54.0,34.0,5.0,2.8,1.5,
490,1.5,0.2,53.0,26.0,5.0,3.1,0.9,
491,1.5,0.21,51.0,29.0,4.0,5.2,0.8,
492,2.0,0.32,46.0,33.0,16.0,11.0,0.8,
493,2.2,0.31,45.0,31.0,19.0,9.8,1.2,
494,2.0,0.29,44.0,38.0,28.0,11.0,0.7,
495,2.0,0.31,40.0,34.0,26.0,13.0,0.7,
496,2.0,0.29,41.0,35.0,15.0,13.0,1.2,
497,2.2,0.22,42.0,35.0,21.0,12.0,0.8,
498,2.3,0.22,43.0,30.0,17.0,6.9,0.7,
499,2.2,0.23,39.0,28.0,24.0,6.7,1.0,
500,2.0,0.22,38.0,25.0,10.0,5.0,0.9,
501,1.9,0.25,33.0,19.0,10.0,8.1,1.6,
502,1.9,0.25,33.0,19.0,10.0,8.1,1.6,
503,1.6,0.38,10.0,19.0,19.0,22.0,2.4,
504,1.6,0.47,6.2,31.0,20.0,23.0,5.6,
505,2.0,0.57,6.8,29.0,27.0,24.0,16.0,
506,1.7,0.52,13.0,37.0,23.0,18.0,10.0,
507,1.7,0.43,23.0,45.0,28.0,14.0,7.1,
508,2.3,0.29,40.0,41.0,22.0,8.2,3.2,
509,2.1,0.49,47.0,52.0,33.0,10.0,2.9,
510,1.9,0.52,45.0,68.0,34.0,9.3,3.0,
511,1.6,0.46,41.0,90.0,44.0,7.3,3.2,
512,1.6,0.41,42.0,71.0,32.0,6.0,2.5,
513,1.5,0.33,41.0,49.0,23.0,6.0,2.2,
514,1.5,0.33,41.0,49.0,23.0,6.0,2.2,
515,1.2,0.34,32.0,23.0,16.0,7.1,1.7,
516,1.6,0.39,30.0,12.0,10.0,8.4,1.5,
517,1.4,0.4,31.0,16.0,4.0,7.1,1.4,
518,1.4,0.37,33.0,19.0,2.0,5.9,1.3,
519,1.7,0.35,34.0,26.0,10.0,5.3,1.6,
520,1.6,0.34,37.0,22.0,12.0,5.3,1.2,
521,1.7,0.34,37.0,24.0,12.0,5.0,1.0,
522,0.9,0.35,39.0,15.0,11.0,4.5,1.3,
523,1.2,0.33,39.0,15.0,10.0,4.0,1.4,
524,1.2,0.29,39.0,13.0,10.0,4.1,1.1,
525,1.2,0.28,39.0,22.0,4.0,3.7,0.5,
526,1.0,0.14,39.0,22.0,8.0,3.4,0.4,
527,1.1,0.12,38.0,21.0,5.0,3.9,-0.1,
528,1.0,0.11,37.0,15.0,8.0,4.2,0.3,
529,1.0,0.12,37.0,11.0,2.0,4.8,0.5,
530,1.2,0.11,38.0,16.0,2.0,4.4,0.9,
531,1.2,0.11,40.0,16.0,2.0,4.0,1.3,
532,1.1,0.1,42.0,25.0,3.0,4.5,1.0,
533,1.3,0.12,46.0,20.0,3.0,5.3,1.1,
534,1.2,0.11,48.0,38.0,6.0,7.2,1.5,
535,1.3,0.1,48.0,48.0,8.0,7.3,1.7,
536,1.4,0.1,47.0,59.0,15.0,7.1,1.5,
537,1.4,0.1,44.0,53.0,16.0,8.5,0.5,
538,1.6,0.11,42.0,43.0,11.0,7.7,0.6,
539,1.5,0.13,40.0,38.0,12.0,6.5,0.5,
540,1.4,0.24,33.0,34.0,10.0,12.0,0.1,
541,1.6,0.29,25.0,32.0,19.0,19.0,0.4,
542,1.7,0.27,24.0,35.0,14.0,18.0,0.6,
543,1.2,0.22,22.0,39.0,16.0,15.0,0.3,
544,1.4,0.24,18.0,36.0,10.0,20.0,0.3,
545,1.4,0.19,24.0,29.0,17.0,15.0,0.3,
546,2.1,0.16,28.0,22.0,10.0,11.0,0.7,
547,2.6,0.14,24.0,24.0,13.0,14.0,0.4,
548,2.2,0.14,22.0,24.0,11.0,14.0,0.7,
549,1.4,0.12,25.0,27.0,14.0,11.0,0.6,
550,1.6,0.27,24.0,26.0,9.0,12.0,0.5,
551,1.8,0.25,24.0,34.0,9.0,12.0,0.5,
552,1.4,0.24,28.0,38.0,14.0,8.8,0.3,
553,1.4,0.23,32.0,41.0,16.0,8.0,0.6,
554,1.2,0.25,34.0,45.0,12.0,7.6,1.0,
555,1.3,0.27,34.0,48.0,13.0,7.9,1.7,
556,1.5,0.28,35.0,50.0,12.0,7.7,1.4,
557,1.4,0.26,38.0,43.0,13.0,7.0,1.1,
558,1.6,0.26,35.0,31.0,5.0,6.1,1.4,
559,1.3,0.26,42.0,28.0,9.0,6.1,1.2,
560,1.2,0.03,43.0,30.0,10.0,4.8,0.3,
561,1.4,0.02,42.0,35.0,10.0,4.5,0.3,
562,1.5,0.03,40.0,34.0,9.0,5.8,0.6,
563,1.8,0.03,37.0,27.0,3.0,6.2,0.2,
564,2.0,0.04,35.0,23.0,8.0,7.0,0.1,
565,1.6,0.02,35.0,32.0,6.0,6.9,0.2,
566,1.7,0.04,35.0,34.0,11.0,6.4,0.1,
567,1.7,0.03,36.0,40.0,9.0,6.2,0.2,
568,1.7,0.04,36.0,30.0,9.0,5.8,0.1,
569,1.5,0.05,36.0,24.0,5.0,5.6,-0.3,
570,2.2,0.03,35.0,18.0,6.0,5.1,0.1,
571,1.0,0.04,35.0,18.0,6.0,4.1,0.1,
572,0.9,0.03,36.0,21.0,6.0,3.8,-0.2,
573,0.7,0.04,36.0,17.0,6.0,2.4,0.1,
574,0.7,0.02,36.0,11.0,6.0,2.2,0.4,
575,0.6,0.03,37.0,17.0,4.0,2.7,0.2,
576,0.6,0.04,38.0,23.0,4.0,3.4,-0.3,
577,0.7,0.02,38.0,23.0,4.0,5.4,0.7,
578,0.8,0.03,37.0,19.0,8.0,6.2,0.3,
579,1.2,0.03,37.0,20.0,10.0,6.4,0.7,
580,1.5,0.03,40.0,30.0,6.0,6.1,2.1,
581,1.4,0.03,46.0,30.0,3.0,5.3,1.4,
582,1.4,0.03,52.0,28.0,10.0,5.3,1.2,
583,1.4,0.04,54.0,31.0,17.0,7.1,0.7,
584,1.3,0.04,52.0,44.0,23.0,9.6,0.9,
585,1.3,0.04,53.0,55.0,23.0,5.5,0.7,
586,1.1,0.04,49.0,54.0,23.0,7.3,0.6,
587,1.4,0.04,42.0,53.0,24.0,9.7,-0.3,
588,1.1,0.04,39.0,58.0,23.0,8.8,0.2,
589,0.8,0.04,38.0,64.0,21.0,7.2,0.7,
590,0.7,0.31,35.0,55.0,20.0,7.6,1.4,
591,0.7,0.35,31.0,41.0,17.0,11.0,1.4,
592,1.1,0.32,30.0,33.0,22.0,9.1,1.2,
593,1.8,0.29,26.0,34.0,27.0,11.0,0.7,
594,0.9,0.29,23.0,37.0,28.0,11.0,1.2,
595,2.7,0.34,13.0,40.0,23.0,22.0,3.1,
596,2.6,0.3,11.0,41.0,16.0,18.0,1.7,
597,2.3,0.26,12.0,38.0,24.0,17.0,1.0,
598,2.5,0.35,9.6,37.0,19.0,19.0,1.2,
599,3.3,0.31,9.7,41.0,22.0,17.0,1.2,
600,3.2,0.31,14.0,46.0,13.0,16.0,1.3,
601,4.0,0.52,8.4,48.0,23.0,24.0,6.5,
602,3.1,0.52,15.0,48.0,22.0,23.0,6.4,
603,3.0,0.29,23.0,44.0,27.0,20.0,6.7,
604,3.3,0.23,34.0,44.0,16.0,13.0,4.7,
605,3.4,0.26,44.0,53.0,23.0,15.0,4.2,
606,3.0,0.19,52.0,58.0,20.0,9.3,2.9,
607,2.8,0.12,52.0,58.0,26.0,8.5,2.1,
608,2.6,0.13,54.0,58.0,17.0,9.2,2.2,
609,2.4,0.11,51.0,65.0,21.0,7.1,1.7,
610,2.3,0.09,45.0,66.0,14.0,8.1,1.1,
611,2.3,0.14,42.0,60.0,21.0,10.0,0.7,
612,2.4,0.12,38.0,54.0,17.0,12.0,0.7,
613,2.9,0.13,35.0,61.0,23.0,13.0,0.9,
614,2.5,0.13,35.0,67.0,15.0,12.0,0.6,
615,2.5,0.1,38.0,73.0,15.0,7.1,0.5,
616,2.4,0.12,34.0,71.0,11.0,10.0,1.0,
617,2.5,0.11,34.0,69.0,10.0,9.3,0.6,
618,2.4,0.14,30.0,58.0,9.0,12.0,1.0,
619,1.5,0.18,20.0,53.0,11.0,21.0,1.2,
620,1.9,0.19,27.0,44.0,8.0,13.0,1.1,
621,1.4,0.17,30.0,44.0,12.0,6.6,0.8,
622,1.5,0.2,31.0,49.0,11.0,5.8,0.7,
623,1.3,0.13,29.0,76.0,11.0,8.2,0.6,
624,1.3,0.16,28.0,70.0,11.0,9.7,1.0,
625,1.5,0.16,30.0,62.0,11.0,9.9,1.7,
626,1.7,0.16,30.0,53.0,14.0,9.7,2.1,
627,1.7,0.16,31.0,58.0,15.0,11.0,3.9,
628,1.7,0.25,33.0,62.0,21.0,17.0,6.2,
629,2.2,0.24,41.0,73.0,22.0,12.0,3.4,
630,2.4,0.23,47.0,72.0,26.0,9.7,2.2,
631,3.7,0.22,40.0,73.0,22.0,11.0,2.1,
632,3.1,0.23,35.0,86.0,23.0,17.0,2.7,
633,2.5,0.26,39.0,87.0,26.0,15.0,2.0,
634,2.3,0.32,34.0,93.0,26.0,16.0,1.0,
635,1.8,0.33,30.0,94.0,34.0,16.0,1.3,
636,1.8,0.29,31.0,92.0,34.0,15.0,0.7,
637,2.5,0.32,23.0,91.0,30.0,19.0,1.2,
638,2.8,0.4,15.0,88.0,28.0,22.0,1.1,
639,2.4,0.49,7.5,95.0,33.0,26.0,1.9,
640,3.3,0.61,4.0,99.0,41.0,28.0,5.2,
641,3.0,0.99,5.7,108.0,52.0,28.0,18.0,
642,2.0,0.79,5.8,126.0,62.0,26.0,16.0,
643,1.0,0.3,19.0,116.0,61.0,14.0,0.7,
644,1.1,0.2,23.0,90.0,45.0,12.0,1.9,
645,2.0,0.22,20.0,61.0,30.0,13.0,1.7,
646,1.4,0.21,18.0,60.0,26.0,12.0,2.2,
647,0.8,0.27,11.0,56.0,19.0,16.0,4.1,
648,1.5,0.27,52.0,61.0,17.0,6.5,2.3,
649,3.5,0.41,58.0,138.0,52.0,15.0,1.7,
650,3.1,0.42,51.0,123.0,52.0,13.0,1.2,
651,2.5,0.39,47.0,107.0,50.0,9.3,1.1,
652,2.5,0.35,45.0,89.0,40.0,8.2,0.8,
653,2.4,0.34,44.0,79.0,36.0,7.6,0.8,
654,2.6,0.35,42.0,76.0,37.0,8.3,0.5,
655,3.3,0.35,36.0,73.0,37.0,13.0,1.1,
656,2.7,0.35,37.0,73.0,37.0,14.0,0.6,
657,3.2,0.34,39.0,68.0,35.0,10.0,0.9,
658,2.4,0.31,40.0,63.0,36.0,8.3,0.7,
659,2.2,0.3,43.0,61.0,34.0,5.0,0.5,
660,2.7,0.3,41.0,63.0,32.0,7.1,0.4,
661,3.1,0.31,40.0,65.0,33.0,8.4,0.2,
662,1.9,0.3,45.0,61.0,35.0,4.8,0.7,
663,2.2,0.35,39.0,61.0,41.0,8.0,0.6,
664,3.3,0.63,18.0,61.0,40.0,27.0,5.1,
665,3.1,0.63,20.0,70.0,45.0,24.0,5.6,
666,3.1,0.45,27.0,71.0,44.0,18.0,5.8,
667,2.9,0.41,38.0,84.0,47.0,16.0,5.0,
668,2.6,0.37,49.0,86.0,47.0,12.0,2.9,
669,2.8,0.36,59.0,90.0,43.0,11.0,1.5,
670,2.6,0.3,59.0,79.0,44.0,11.0,2.3,
671,2.5,0.21,54.0,74.0,32.0,12.0,2.5,
672,2.4,0.21,55.0,79.0,27.0,11.0,1.8,
673,2.4,0.22,51.0,81.0,21.0,14.0,1.3,
674,2.4,0.29,38.0,82.0,20.0,23.0,0.9,
675,2.5,0.37,29.0,75.0,23.0,28.0,0.8,
676,3.1,0.37,27.0,73.0,20.0,26.0,0.8,
677,3.5,0.46,19.0,73.0,27.0,28.0,1.7,
678,3.2,0.64,6.2,72.0,30.0,38.0,5.5,
679,2.8,0.58,8.3,70.0,36.0,35.0,4.2,
680,3.1,0.33,17.0,62.0,26.0,22.0,1.0,
681,2.7,0.29,17.0,54.0,24.0,20.0,1.2,
682,2.5,0.28,18.0,52.0,13.0,18.0,0.4,
683,2.4,0.31,13.0,52.0,21.0,20.0,0.5,
684,2.6,0.38,5.4,59.0,17.0,31.0,3.2,
685,2.3,0.28,12.0,57.0,24.0,22.0,1.8,
686,3.1,0.26,19.0,53.0,26.0,18.0,2.0,
687,2.7,0.3,22.0,49.0,26.0,17.0,1.8,
688,2.8,0.3,20.0,57.0,22.0,21.0,3.1,
689,2.8,0.27,25.0,73.0,20.0,17.0,3.7,
690,3.2,0.28,25.0,84.0,22.0,19.0,8.7,
691,4.1,0.46,29.0,99.0,29.0,28.0,10.0,
692,3.4,0.32,42.0,99.0,30.0,19.0,6.2,
693,3.0,0.25,59.0,90.0,34.0,12.0,3.4,
694,1.9,0.2,53.0,73.0,29.0,6.1,3.1,
695,2.1,0.17,53.0,71.0,29.0,11.0,4.0,
696,2.2,0.24,54.0,71.0,29.0,15.0,3.6,
697,2.5,0.33,42.0,86.0,32.0,20.0,3.1,
698,1.9,0.23,34.0,82.0,29.0,19.0,2.2,
699,2.0,0.29,27.0,77.0,24.0,23.0,1.5,
700,2.0,0.22,28.0,75.0,21.0,18.0,2.2,
701,2.3,0.26,23.0,67.0,28.0,20.0,1.4,
702,2.4,0.23,24.0,68.0,22.0,18.0,1.7,
703,1.8,0.16,32.0,52.0,22.0,10.0,1.2,
704,1.6,0.15,33.0,54.0,21.0,10.0,1.5,
705,1.0,0.11,40.0,50.0,20.0,5.5,1.6,
706,1.5,0.11,41.0,36.0,15.0,4.0,1.4,
707,1.4,0.1,40.0,23.0,3.0,3.6,1.5,
708,1.5,0.1,37.0,11.0,5.0,3.7,1.6,
709,1.4,0.16,35.0,19.0,3.0,3.5,1.3,
710,1.6,0.16,32.0,22.0,3.0,3.5,1.4,
711,1.4,0.19,27.0,23.0,3.0,5.3,1.7,
712,1.5,0.25,26.0,22.0,3.0,6.8,2.6,
713,1.8,0.27,27.0,23.0,5.0,8.3,2.8,
714,1.7,0.26,27.0,34.0,2.0,8.5,3.3,
715,1.9,0.29,28.0,41.0,8.0,7.4,3.6,
716,1.7,0.32,31.0,49.0,6.0,6.7,4.4,
717,1.7,0.32,35.0,45.0,5.0,6.3,4.0,
718,1.6,0.32,35.0,38.0,5.0,6.6,3.8,
719,1.6,0.35,36.0,39.0,8.0,7.4,3.4,
720,1.6,0.34,38.0,47.0,13.0,7.5,3.6,
721,1.7,0.35,38.0,50.0,15.0,8.2,2.3,
722,1.7,0.4,37.0,47.0,20.0,10.0,1.4,
723,1.9,0.43,39.0,40.0,24.0,11.0,1.2,
724,2.3,0.44,40.0,51.0,30.0,9.4,1.2,
725,2.5,0.47,42.0,62.0,35.0,8.0,1.6,
726,3.6,0.51,48.0,70.0,43.0,7.7,1.3,
727,4.0,0.51,54.0,73.0,49.0,4.6,1.5,
728,3.9,0.44,55.0,70.0,51.0,3.7,1.0,
729,3.1,0.34,52.0,68.0,46.0,3.3,0.9,
730,2.7,0.32,51.0,61.0,40.0,3.6,1.0,
731,2.7,0.33,50.0,58.0,32.0,4.4,0.9,
732,2.6,0.36,46.0,60.0,32.0,6.6,2.5,
733,3.1,0.37,44.0,63.0,34.0,7.8,1.7,
734,3.1,0.38,47.0,67.0,35.0,6.9,1.4,
735,3.0,0.42,47.0,65.0,33.0,6.3,2.3,
736,3.2,0.47,41.0,64.0,36.0,11.0,2.3,
737,3.2,0.47,40.0,68.0,41.0,13.0,4.5,
738,3.2,0.42,43.0,82.0,44.0,11.0,4.0,
739,2.9,0.41,47.0,88.0,38.0,10.0,4.2,
740,2.6,0.4,51.0,87.0,36.0,8.9,3.3,
741,3.0,0.39,52.0,80.0,44.0,9.2,3.2,
742,3.3,0.4,52.0,74.0,39.0,11.0,3.0,
743,2.9,0.4,51.0,72.0,40.0,11.0,2.5,
744,3.0,0.42,47.0,77.0,43.0,11.0,2.0,
745,3.3,0.42,45.0,78.0,49.0,12.0,2.3,
746,3.5,0.46,45.0,87.0,50.0,13.0,2.4,
747,3.7,0.45,45.0,84.0,50.0,13.0,2.3,
748,3.6,0.43,47.0,83.0,49.0,11.0,1.9,
749,3.8,0.4,46.0,73.0,50.0,10.0,1.7,
750,4.1,0.41,46.0,65.0,44.0,9.5,1.8,
751,3.5,0.4,49.0,69.0,45.0,7.9,1.9,
752,3.9,0.39,50.0,67.0,41.0,8.1,1.2,
753,3.9,0.33,51.0,67.0,40.0,6.3,1.4,
754,1.7,0.27,52.0,59.0,35.0,4.5,1.6,
755,1.6,0.23,52.0,51.0,28.0,3.5,1.9,
756,1.9,0.22,52.0,45.0,22.0,2.7,0.7,
757,2.2,0.24,51.0,39.0,18.0,2.8,0.6,
758,2.4,0.24,49.0,34.0,24.0,3.9,1.0,
759,2.8,0.26,47.0,31.0,24.0,5.6,0.9,
760,3.5,0.28,43.0,32.0,24.0,8.4,1.0,
761,2.4,0.29,45.0,46.0,19.0,7.0,1.7,
762,2.5,0.31,46.0,45.0,18.0,6.3,1.2,
763,2.9,0.35,46.0,53.0,27.0,8.0,1.7,
764,3.3,0.41,45.0,56.0,28.0,8.7,2.0,
765,2.9,0.33,49.0,68.0,29.0,6.8,1.9,
766,2.3,0.29,52.0,63.0,24.0,5.3,1.6,
767,2.1,0.31,55.0,55.0,29.0,4.8,1.6,
768,2.3,0.34,55.0,54.0,34.0,5.5,1.4,
769,2.2,0.3,51.0,53.0,30.0,5.9,0.5,
770,2.1,0.31,47.0,57.0,30.0,7.5,1.3,
771,2.2,0.31,43.0,58.0,20.0,8.7,1.1,
772,2.0,0.3,42.0,59.0,26.0,7.9,0.7,
773,1.9,0.29,41.0,55.0,21.0,7.7,0.9,
774,1.7,0.28,43.0,51.0,26.0,6.8,0.4,
775,1.4,0.28,43.0,45.0,26.0,5.5,0.8,
776,1.5,0.26,42.0,45.0,23.0,5.3,0.9,
777,1.3,0.26,42.0,38.0,19.0,5.1,0.9,
778,1.9,0.26,41.0,37.0,11.0,5.1,0.5,
779,1.4,0.25,42.0,36.0,15.0,4.6,0.6,
780,1.8,0.26,40.0,41.0,14.0,4.6,0.6,
781,0.9,0.25,44.0,54.0,18.0,4.6,0.6,
782,1.4,0.26,40.0,48.0,21.0,4.6,0.6,
783,1.4,0.27,39.0,48.0,24.0,4.6,0.6,
784,1.5,0.28,39.0,41.0,23.0,4.6,0.6,
785,1.6,0.27,39.0,49.0,20.0,6.9,0.2,
786,1.1,0.27,41.0,48.0,22.0,6.7,0.4,
787,1.2,0.28,46.0,44.0,16.0,6.0,0.8,
788,1.0,0.26,51.0,42.0,18.0,5.8,1.6,
789,0.8,0.28,58.0,43.0,20.0,4.2,1.2,
790,1.8,0.35,64.0,51.0,30.0,8.6,1.4,
791,1.9,0.34,63.0,63.0,34.0,11.0,1.4,
792,1.8,0.32,57.0,77.0,38.0,11.0,1.4,
793,1.9,0.32,49.0,83.0,37.0,15.0,1.0,
794,1.8,0.33,44.0,70.0,32.0,14.0,0.5,
795,1.1,0.3,42.0,59.0,20.0,8.5,0.9,
796,1.4,0.32,33.0,50.0,22.0,15.0,1.1,
797,2.1,0.35,26.0,46.0,20.0,20.0,0.5,
798,1.5,0.3,24.0,38.0,26.0,20.0,1.2,
799,1.3,0.31,25.0,33.0,19.0,19.0,0.1,
800,1.2,0.29,30.0,35.0,21.0,13.0,0.6,
801,0.5,0.26,32.0,36.0,17.0,9.5,0.8,
802,2.4,0.23,30.0,30.0,13.0,8.8,0.7,
803,2.9,0.22,32.0,29.0,15.0,6.9,2.7,
804,2.6,0.24,28.0,30.0,14.0,8.4,2.7,
805,2.8,0.24,28.0,27.0,15.0,8.3,2.4,
806,2.4,0.29,24.0,29.0,8.0,13.0,2.8,
807,4.1,0.54,16.0,27.0,12.0,23.0,11.0,
808,4.5,0.45,23.0,33.0,9.0,15.0,8.8,
809,3.8,0.36,31.0,35.0,12.0,13.0,7.1,
810,3.4,0.33,36.0,42.0,9.0,17.0,7.6,
811,2.9,0.31,49.0,50.0,9.0,12.0,5.2,
812,3.1,0.31,58.0,59.0,14.0,11.0,4.0,
813,2.7,0.28,64.0,64.0,17.0,7.0,2.9,
814,2.4,0.28,63.0,57.0,18.0,5.7,3.1,
815,2.8,0.31,60.0,55.0,21.0,11.0,3.9,
816,3.1,0.33,54.0,61.0,20.0,17.0,3.3,
817,3.2,0.37,39.0,68.0,30.0,22.0,3.1,
818,3.2,0.47,30.0,73.0,34.0,27.0,2.7,
819,3.3,0.43,24.0,62.0,36.0,29.0,2.8,
820,3.3,0.4,22.0,68.0,30.0,27.0,2.8,
821,3.2,0.42,22.0,61.0,26.0,25.0,2.5,
822,3.0,0.4,23.0,62.0,22.0,20.0,2.6,
823,3.3,0.35,26.0,50.0,23.0,15.0,2.4,
824,3.9,0.37,18.0,43.0,20.0,21.0,2.6,
825,1.8,0.31,25.0,40.0,24.0,12.0,2.5,
826,1.0,0.31,8.8,45.0,22.0,30.0,9.1,
827,0.5,0.28,22.0,49.0,18.0,12.0,2.5,
828,0.6,0.24,22.0,47.0,18.0,12.0,2.6,
829,0.5,0.3,13.0,44.0,20.0,16.0,2.6,
830,0.7,0.4,5.3,44.0,21.0,22.0,6.7,
831,4.7,0.62,8.8,44.0,18.0,25.0,18.0,
832,3.2,0.9,9.9,39.0,18.0,36.0,40.0,
833,3.2,0.85,18.0,41.0,23.0,41.0,31.0,
834,2.1,0.45,37.0,42.0,24.0,25.0,11.0,
835,1.6,0.29,57.0,46.0,27.0,12.0,5.0,
836,1.2,0.29,68.0,51.0,22.0,9.6,4.0,
837,0.9,0.31,72.0,74.0,26.0,8.8,3.5,
838,1.1,0.26,73.0,85.0,24.0,10.0,3.6,
839,1.6,0.33,63.0,93.0,32.0,15.0,4.1,
840,1.5,0.31,60.0,85.0,33.0,16.0,3.6,
841,1.7,0.35,50.0,84.0,33.0,20.0,3.1,
842,1.3,0.41,37.0,88.0,37.0,28.0,2.6,
843,1.3,0.39,35.0,83.0,37.0,26.0,2.9,
844,1.7,0.42,32.0,81.0,38.0,25.0,2.6,
845,2.6,0.46,26.0,73.0,36.0,25.0,3.0,
846,3.0,0.52,17.0,71.0,34.0,31.0,3.0,
847,3.0,0.62,7.1,70.0,36.0,38.0,4.2,
848,3.0,0.83,4.4,83.0,43.0,43.0,30.0,
849,4.5,0.91,4.4,108.0,58.0,43.0,43.0,
850,5.3,0.68,3.6,112.0,62.0,37.0,13.0,
851,4.6,0.54,4.9,102.0,62.0,32.0,7.1,
852,4.3,0.52,3.7,92.0,49.0,33.0,13.0,
853,4.8,0.57,3.4,101.0,52.0,35.0,32.0,
854,4.4,0.55,3.7,114.0,50.0,32.0,16.0,
855,5.5,0.79,5.6,116.0,57.0,33.0,29.0,
856,6.3,0.94,11.0,119.0,58.0,36.0,47.0,
857,4.6,0.56,28.0,117.0,63.0,29.0,13.0,
858,8.7,0.52,40.0,121.0,61.0,30.0,11.0,
859,8.0,0.31,47.0,103.0,54.0,24.0,8.5,
860,5.0,0.26,61.0,86.0,37.0,11.0,5.1,
861,4.2,0.23,66.0,71.0,30.0,8.5,4.2,
862,2.5,0.19,70.0,77.0,22.0,6.8,3.5,
863,2.2,0.18,70.0,75.0,26.0,8.2,3.7,
864,2.3,0.2,65.0,69.0,27.0,12.0,3.5,
865,2.4,0.25,58.0,63.0,27.0,17.0,3.4,
866,2.3,0.3,52.0,72.0,27.0,20.0,3.4,
867,1.9,0.31,51.0,74.0,24.0,17.0,3.0,
868,2.0,0.3,46.0,80.0,35.0,18.0,3.5,
869,2.1,0.32,45.0,78.0,43.0,15.0,3.6,
870,2.4,0.33,39.0,88.0,50.0,16.0,3.3,
871,2.6,0.47,23.0,99.0,40.0,25.0,3.5,
872,2.6,0.62,7.6,99.0,39.0,34.0,5.0,
873,2.6,0.64,5.5,99.0,44.0,34.0,19.0,
874,2.3,0.53,13.0,84.0,46.0,28.0,4.7,
875,2.6,0.47,11.0,78.0,41.0,24.0,3.4,
876,3.1,0.49,12.0,74.0,34.0,26.0,9.4,
877,3.6,0.47,19.0,86.0,44.0,21.0,1.6,
878,3.0,0.47,16.0,102.0,49.0,24.0,1.9,
879,4.1,0.68,11.0,136.0,68.0,33.0,7.7,
880,3.1,0.79,25.0,144.0,87.0,32.0,0.2,
881,1.6,0.31,38.0,88.0,32.0,20.0,1.6,
882,1.7,0.26,34.0,88.0,5.0,12.0,0.8,
883,1.6,0.35,22.0,88.0,9.0,21.0,1.6,
884,1.5,0.35,18.0,88.0,17.0,25.0,1.3,
885,0.9,0.28,27.0,88.0,12.0,15.0,0.9,
886,1.0,0.31,21.0,88.0,16.0,20.0,1.2,
887,0.7,0.28,25.0,88.0,12.0,16.0,0.9,
888,0.5,0.22,31.0,34.0,9.0,11.0,1.1,
889,0.4,0.22,30.0,25.0,6.0,11.0,1.1,
890,1.5,0.23,28.0,16.0,4.0,12.0,1.0,
891,1.0,0.21,31.0,15.0,12.0,9.7,1.0,
892,1.4,0.22,25.0,9.0,9.0,12.0,0.8,
893,1.4,0.19,30.0,13.0,13.0,11.0,1.3,
894,1.3,0.18,33.0,21.0,13.0,7.8,1.0,
895,1.8,0.19,30.0,21.0,11.0,9.1,0.9,
896,1.5,0.19,29.0,20.0,9.0,11.0,1.1,
897,1.1,0.24,35.0,20.0,5.0,8.4,1.3,
898,1.7,0.31,25.0,36.0,10.0,15.0,1.9,
899,1.7,0.3,26.0,34.0,8.0,17.0,2.4,
