,SO2,CO,O3,PM10,PM25,NO2,NO,pr
3179,1.5,0.26,5.3,23.0,6.0,15.0,2.8,
3180,2.2,0.32,1.7,24.0,13.0,17.0,9.8,
3181,2.0,0.24,1.8,33.0,10.0,16.0,4.7,
3182,2.6,0.24,1.3,44.0,5.0,15.0,7.7,
3183,2.3,0.19,2.3,46.0,6.0,13.0,6.1,
3184,2.1,0.18,2.6,45.0,6.0,11.0,2.2,
3185,2.0,0.19,2.3,40.0,9.0,10.0,2.5,
3186,2.0,0.22,2.5,42.0,8.0,10.0,7.3,
3187,2.0,0.25,5.2,32.0,10.0,9.5,10.0,
3188,2.3,0.32,9.8,29.0,10.0,9.8,10.0,
3189,3.7,0.35,17.0,26.0,14.0,11.0,8.5,
3190,3.0,0.28,27.0,32.0,15.0,7.9,4.0,
3191,2.3,0.17,38.0,29.0,21.0,6.4,1.9,
3192,2.6,0.14,33.0,31.0,11.0,9.0,1.9,
3193,2.6,0.14,40.0,24.0,14.0,7.6,1.8,
3194,2.6,0.13,42.0,31.0,4.0,6.9,1.5,
3195,3.3,0.12,50.0,33.0,14.0,7.1,1.6,
3196,3.1,0.12,39.0,36.0,6.0,6.8,1.7,
3197,2.3,0.11,26.0,31.0,6.0,5.7,2.0,
3198,2.2,0.14,20.0,24.0,6.0,5.9,1.8,
3199,2.5,0.16,15.0,25.0,6.0,7.8,1.4,
3200,2.2,0.15,15.0,24.0,5.0,7.6,1.1,
3201,2.5,0.26,6.5,35.0,5.0,14.0,1.6,
3202,2.6,0.22,5.4,34.0,13.0,14.0,2.1,
3203,2.3,0.23,4.5,32.0,9.0,13.0,2.1,
3204,2.3,0.25,2.2,24.0,12.0,15.0,7.1,
3205,3.0,0.25,2.3,26.0,9.0,14.0,5.5,
3206,2.9,0.21,4.3,33.0,10.0,12.0,1.9,
3207,3.3,0.18,2.8,37.0,10.0,12.0,2.2,
3208,4.0,0.2,5.3,35.0,8.0,12.0,3.0,
3209,3.8,0.24,3.4,32.0,11.0,13.0,10.0,
3210,3.6,0.24,2.2,27.0,8.0,12.0,12.0,
3211,3.2,0.25,4.9,31.0,5.0,11.0,11.0,
3212,3.5,0.31,12.0,31.0,4.0,12.0,11.0,
3213,3.0,0.2,21.0,36.0,9.0,8.2,4.1,
3214,2.5,0.14,27.0,32.0,12.0,6.6,2.1,
3215,2.5,0.14,38.0,34.0,11.0,6.3,1.5,
3216,2.7,0.14,43.0,31.0,11.0,6.6,1.2,
3217,4.0,0.14,43.0,33.0,12.0,6.5,1.2,
3218,3.9,0.12,41.0,37.0,12.0,6.1,1.2,
3219,3.5,0.12,33.0,34.0,9.0,7.4,1.7,
3220,2.9,0.13,26.0,34.0,12.0,6.3,2.0,
3221,3.2,0.1,23.0,25.0,9.0,5.3,1.6,
3222,3.0,0.13,19.0,20.0,9.0,6.8,1.8,
3223,2.9,0.15,18.0,17.0,8.0,7.5,1.2,
3224,3.4,0.19,16.0,23.0,8.0,9.1,0.7,
3225,3.2,0.25,10.0,30.0,10.0,13.0,0.9,
3226,3.0,0.3,3.6,32.0,8.0,19.0,3.6,
3227,3.0,0.33,3.4,35.0,11.0,19.0,4.7,
3228,2.9,0.27,3.9,36.0,10.0,16.0,2.6,
3229,3.8,0.24,3.3,35.0,11.0,15.0,2.6,
3230,2.5,0.2,3.5,30.0,14.0,14.0,4.1,
3231,2.5,0.18,3.6,28.0,9.0,13.0,4.9,
3232,2.1,0.17,4.4,26.0,6.0,10.0,2.0,
3233,2.0,0.14,4.6,26.0,6.0,9.9,2.0,
3234,1.8,0.15,5.2,27.0,2.0,8.3,2.0,
3235,1.9,0.2,6.6,29.0,6.0,8.5,6.4,
3236,2.3,0.24,13.0,29.0,9.0,10.0,7.0,
3237,2.1,0.17,25.0,30.0,16.0,6.9,3.0,
3238,2.3,0.15,30.0,32.0,12.0,6.9,2.4,
3239,1.7,0.12,35.0,27.0,19.0,5.2,1.8,
3240,1.7,0.11,37.0,24.0,10.0,4.9,1.6,
3241,2.0,0.11,35.0,28.0,11.0,5.3,1.6,
3242,1.9,0.09,32.0,38.0,6.0,4.6,1.6,
3243,2.1,0.1,29.0,40.0,12.0,4.2,1.5,
3244,1.8,0.09,24.0,35.0,12.0,3.7,1.5,
3245,1.5,0.08,20.0,30.0,4.0,3.6,1.7,
3246,1.6,0.11,22.0,29.0,8.0,4.4,1.5,
3247,2.2,0.14,17.0,27.0,9.0,6.8,1.4,
3248,2.5,0.22,11.0,30.0,14.0,12.0,1.4,
3249,1.7,0.24,7.7,35.0,12.0,13.0,2.0,
3250,1.9,0.24,6.5,34.0,16.0,14.0,2.3,
3251,1.5,0.29,5.6,26.0,16.0,16.0,3.5,
3252,2.5,0.25,6.0,19.0,11.0,14.0,2.4,
3253,1.7,0.24,3.9,16.0,11.0,14.0,2.6,
3254,1.7,0.19,5.2,20.0,8.0,11.0,2.4,
3255,1.7,0.14,6.5,19.0,6.0,8.0,1.4,
3256,1.6,0.14,6.2,26.0,6.0,8.6,1.5,
3257,2.0,0.12,6.3,26.0,6.0,8.4,1.2,
3258,1.8,0.14,6.9,31.0,6.0,7.8,1.4,
3259,1.9,0.16,9.0,21.0,12.0,7.3,3.4,
3260,1.8,0.14,14.0,27.0,14.0,6.6,4.6,
3261,1.6,0.1,24.0,21.0,15.0,3.9,1.7,
3262,1.6,0.1,28.0,24.0,5.0,4.1,1.4,
3263,1.5,0.08,31.0,15.0,10.0,3.6,1.2,
3264,1.8,0.08,33.0,23.0,4.0,3.5,1.0,
3265,2.4,0.07,38.0,28.0,4.0,5.1,1.2,
3266,2.1,0.07,38.0,34.0,4.0,3.8,1.0,
3267,2.0,0.06,34.0,31.0,2.0,3.8,1.3,
3268,2.6,0.08,38.0,30.0,5.0,6.6,1.6,
3269,2.8,0.09,33.0,43.0,8.0,6.4,1.5,
3270,3.3,0.12,27.0,45.0,6.0,7.4,1.3,
3271,1.9,0.14,22.0,49.0,8.0,6.9,1.0,
3272,1.8,0.17,18.0,41.0,9.0,8.1,1.0,
3273,1.7,0.2,15.0,44.0,16.0,8.3,1.0,
3274,1.8,0.2,10.0,39.0,24.0,9.9,0.9,
3275,2.3,0.22,5.3,41.0,21.0,15.0,2.2,
3276,2.4,0.19,5.5,40.0,16.0,14.0,2.3,
3277,3.3,0.18,4.7,41.0,5.0,14.0,1.9,
3278,1.9,0.15,5.7,33.0,9.0,13.0,2.3,
3279,1.9,0.13,8.1,32.0,4.0,10.0,1.3,
3280,2.6,0.12,6.0,29.0,10.0,12.0,2.0,
3281,2.5,0.15,5.6,28.0,4.0,12.0,2.2,
3282,1.8,0.15,6.3,25.0,4.0,9.8,1.7,
3283,1.9,0.2,5.7,26.0,4.0,9.2,7.1,
3284,2.0,0.28,10.0,32.0,4.0,11.0,8.0,
3285,1.8,0.22,20.0,31.0,2.0,9.5,5.4,
3286,1.9,0.16,29.0,35.0,2.0,8.0,2.5,
3287,1.3,0.12,35.0,33.0,9.0,5.9,1.6,
3288,1.9,0.11,37.0,32.0,6.0,5.7,1.5,
3289,2.3,0.1,39.0,34.0,11.0,5.7,1.7,
3290,2.7,0.1,39.0,33.0,5.0,6.4,1.7,
3291,3.0,0.1,38.0,38.0,11.0,7.5,1.9,
3292,1.9,0.09,28.0,34.0,11.0,5.8,2.0,
3293,1.6,0.09,23.0,31.0,11.0,4.8,1.8,
3294,1.8,0.14,20.0,35.0,11.0,5.8,1.6,
3295,1.9,0.2,17.0,46.0,19.0,10.0,1.6,
3296,1.5,0.24,14.0,53.0,16.0,11.0,1.0,
3297,1.9,0.26,11.0,56.0,21.0,12.0,1.0,
3298,1.7,0.25,8.8,57.0,22.0,11.0,1.1,
3299,2.1,0.22,7.7,56.0,21.0,11.0,1.2,
3300,1.8,0.23,6.9,48.0,19.0,11.0,1.1,
3301,1.4,0.23,4.7,34.0,14.0,13.0,2.4,
3302,3.9,0.22,2.7,29.0,14.0,15.0,3.5,
3303,3.5,0.21,1.7,29.0,10.0,15.0,7.7,
3304,3.3,0.19,1.9,33.0,12.0,13.0,4.9,
3305,2.9,0.15,2.2,37.0,14.0,11.0,5.6,
3306,3.2,0.14,3.8,34.0,13.0,8.7,2.9,
3307,4.6,0.18,4.4,32.0,9.0,9.9,11.0,
3308,4.4,0.28,8.7,28.0,10.0,12.0,11.0,
3309,3.1,0.18,18.0,28.0,9.0,7.3,4.1,
3310,2.9,0.14,27.0,34.0,10.0,6.9,2.5,
3311,2.9,0.14,21.0,34.0,10.0,6.9,2.5,
3312,2.9,0.09,32.0,27.0,3.0,6.9,2.5,
3313,3.2,0.09,41.0,28.0,5.0,5.9,1.6,
3314,3.2,0.09,41.0,24.0,4.0,6.0,1.5,
3315,3.2,0.09,33.0,32.0,11.0,6.1,1.9,
3316,2.7,0.09,23.0,30.0,9.0,5.8,2.5,
3317,3.7,0.14,23.0,28.0,10.0,6.6,2.4,
3318,3.7,0.13,17.0,27.0,8.0,8.7,2.7,
3319,2.9,0.14,16.0,28.0,10.0,8.5,1.7,
3320,4.9,0.2,9.0,29.0,11.0,15.0,1.7,
3321,3.6,0.31,5.7,33.0,12.0,18.0,1.8,
3322,8.0,0.19,6.4,30.0,13.0,18.0,2.4,
3323,14.0,0.38,2.0,34.0,8.0,23.0,9.2,
3324,7.2,0.27,8.6,29.0,5.0,16.0,1.5,
3325,6.1,0.15,19.0,35.0,2.0,5.4,0.9,
3326,3.1,0.13,17.0,26.0,9.0,5.5,0.7,
3327,2.8,0.14,11.0,22.0,6.0,9.6,0.9,
3328,2.4,0.12,8.8,27.0,6.0,12.0,0.9,
3329,2.8,0.11,8.5,27.0,6.0,11.0,1.1,
3330,2.6,0.13,8.7,26.0,14.0,9.8,1.3,
3331,2.9,0.17,12.0,28.0,16.0,9.0,2.2,
3332,2.7,0.2,15.0,30.0,17.0,9.8,4.8,
3333,2.2,0.19,26.0,40.0,15.0,8.6,3.8,
3334,2.6,0.17,44.0,37.0,19.0,9.8,2.7,
3335,3.7,0.16,48.0,38.0,12.0,8.2,1.8,
3336,3.0,0.12,43.0,37.0,15.0,5.9,1.5,
3337,2.1,0.1,46.0,29.0,15.0,4.8,1.3,
3338,3.2,0.13,48.0,27.0,17.0,5.1,1.3,
3339,3.4,0.13,48.0,26.0,15.0,5.5,1.4,
3340,3.8,0.15,39.0,28.0,13.0,7.1,1.8,
3341,4.8,0.13,31.0,28.0,15.0,7.5,2.2,
3342,6.0,0.22,25.0,27.0,16.0,9.2,2.5,
3343,2.7,0.15,21.0,25.0,10.0,8.5,1.7,
3344,3.9,0.2,14.0,26.0,5.0,14.0,1.4,
3345,5.2,0.3,8.4,26.0,2.0,19.0,2.5,
3346,5.5,0.4,2.8,31.0,12.0,24.0,4.6,
3347,5.2,0.39,2.4,33.0,23.0,24.0,3.4,
3348,4.5,0.1,17.0,34.0,22.0,10.0,1.6,
3349,2.5,0.1,15.0,26.0,14.0,8.7,1.0,
3350,3.6,0.08,13.0,23.0,8.0,8.9,1.3,
3351,3.1,0.09,12.0,24.0,4.0,6.9,1.0,
3352,3.2,0.12,6.5,28.0,10.0,16.0,1.3,
3353,2.5,0.17,2.7,24.0,10.0,15.0,3.8,
3354,2.7,0.22,2.0,21.0,16.0,16.0,12.0,
3355,3.0,0.24,6.7,25.0,17.0,14.0,6.4,
3356,2.7,0.32,10.0,35.0,10.0,16.0,9.1,
3357,4.2,0.38,22.0,35.0,16.0,17.0,8.6,
3358,6.5,0.37,28.0,45.0,19.0,18.0,5.5,
3359,6.7,0.25,29.0,48.0,31.0,18.0,5.8,
3360,8.9,0.3,35.0,54.0,29.0,18.0,4.4,
3361,20.0,0.48,29.0,53.0,30.0,25.0,10.0,
3362,20.0,0.44,32.0,49.0,24.0,25.0,8.6,
3363,23.0,0.56,21.0,57.0,20.0,25.0,13.0,
3364,27.0,0.92,19.0,77.0,41.0,29.0,25.0,
3365,7.0,0.22,14.0,76.0,44.0,7.9,6.6,
3366,2.4,0.24,36.0,70.0,43.0,11.0,1.7,
3367,2.0,0.38,30.0,40.0,11.0,20.0,1.5,
3368,2.3,0.38,24.0,42.0,9.0,20.0,1.1,
3369,2.6,0.48,13.0,38.0,9.0,26.0,1.2,
3370,2.5,0.52,3.7,47.0,15.0,33.0,4.3,
3371,2.3,0.33,11.0,41.0,12.0,20.0,1.7,
3372,1.8,0.26,13.0,34.0,11.0,16.0,1.2,
3373,2.2,0.23,12.0,31.0,9.0,12.0,1.0,
3374,1.1,0.22,9.4,23.0,3.0,12.0,1.0,
3375,1.0,0.17,14.0,17.0,5.0,9.0,1.0,
3376,1.1,0.18,12.0,16.0,3.0,9.1,1.0,
3377,1.1,0.18,6.0,20.0,11.0,14.0,2.4,
3378,1.3,0.2,4.8,30.0,8.0,14.0,3.6,
3379,1.6,0.23,7.5,27.0,11.0,13.0,9.1,
3380,1.7,0.36,14.0,33.0,3.0,20.0,13.0,
3381,2.4,0.41,29.0,33.0,11.0,22.0,11.0,
3382,5.4,0.3,42.0,39.0,14.0,18.0,4.6,
3383,8.5,0.38,60.0,43.0,20.0,21.0,3.9,
3384,8.8,0.4,79.0,47.0,24.0,19.0,2.0,
3385,10.0,0.4,80.0,63.0,34.0,21.0,2.4,
3386,8.2,0.33,78.0,71.0,49.0,14.0,2.0,
3387,11.0,0.45,71.0,87.0,56.0,18.0,2.3,
3388,6.1,0.27,70.0,76.0,53.0,12.0,2.0,
3389,5.2,0.25,69.0,70.0,45.0,9.3,1.5,
3390,5.6,0.33,37.0,46.0,32.0,15.0,1.5,
3391,0.9,0.37,38.0,34.0,23.0,22.0,1.1,
3392,1.2,0.52,30.0,24.0,16.0,29.0,1.9,
3393,1.1,0.47,24.0,23.0,15.0,28.0,1.2,
3394,1.1,0.42,24.0,25.0,9.0,23.0,1.3,
3395,1.5,0.47,15.0,21.0,10.0,30.0,2.5,
3396,0.9,0.31,26.0,21.0,5.0,17.0,1.2,
3397,0.3,0.26,24.0,19.0,12.0,14.0,1.2,
3398,0.7,0.24,22.0,16.0,8.0,10.0,1.1,
3399,0.7,0.18,19.0,17.0,6.0,8.1,1.1,
3400,0.5,0.18,16.0,19.0,9.0,8.1,0.4,
3401,1.5,0.31,8.1,26.0,10.0,13.0,0.8,
3402,0.9,0.32,2.8,26.0,15.0,19.0,12.0,
3403,0.9,0.28,11.0,28.0,11.0,13.0,6.7,
3404,1.2,0.41,16.0,27.0,12.0,17.0,9.0,
3405,1.8,0.39,23.0,33.0,11.0,18.0,8.2,
3406,3.1,0.26,31.0,25.0,10.0,10.0,4.2,
3407,1.9,0.18,46.0,24.0,10.0,5.5,1.5,
3408,2.2,0.19,52.0,18.0,6.0,5.6,0.8,
3409,2.3,0.21,64.0,26.0,11.0,5.8,0.9,
3410,2.8,0.19,71.0,29.0,15.0,6.0,0.8,
3411,2.0,0.15,38.0,29.0,14.0,6.2,1.1,
3412,1.2,0.15,32.0,17.0,12.0,6.9,1.2,
3413,2.1,0.15,20.0,22.0,3.0,7.5,1.8,
3414,0.8,0.18,17.0,27.0,5.0,9.7,1.8,
3415,0.5,0.23,14.0,27.0,5.0,13.0,1.5,
3416,0.8,0.38,6.8,18.0,11.0,20.0,1.4,
3417,0.7,0.35,5.9,7.0,6.0,19.0,2.1,
3418,1.1,0.39,3.0,3.0,4.0,21.0,5.7,
3419,0.8,0.29,7.7,11.0,4.0,16.0,1.7,
3420,0.8,0.31,4.6,15.0,4.0,18.0,1.2,
3421,1.0,0.21,7.6,21.0,6.0,12.0,0.9,
3422,2.7,0.17,7.6,18.0,5.0,9.8,0.9,
3423,2.8,0.16,6.9,17.0,5.0,8.9,0.7,
3424,2.5,0.15,7.0,20.0,8.0,7.5,1.2,
3425,2.5,0.16,5.9,22.0,8.0,7.5,1.6,
3426,2.3,0.14,6.1,29.0,11.0,6.4,2.1,
3427,2.2,0.18,8.9,22.0,2.0,5.4,2.8,
3428,2.5,0.29,15.0,19.0,6.0,11.0,6.6,
3429,2.9,0.31,25.0,19.0,4.0,13.0,6.1,
3430,3.7,0.17,29.0,24.0,12.0,5.7,2.9,
3431,3.7,0.17,29.0,24.0,12.0,5.7,2.9,
3432,3.1,0.14,40.0,15.0,11.0,4.0,1.2,
3433,3.7,0.19,53.0,17.0,4.0,5.3,1.4,
3434,3.4,0.13,39.0,28.0,2.0,4.4,1.4,
3435,3.5,0.14,31.0,13.0,4.0,4.6,1.5,
3436,3.4,0.16,20.0,7.0,8.0,6.6,1.5,
3437,3.0,0.19,20.0,17.0,14.0,9.1,1.8,
3438,2.3,0.18,16.0,20.0,13.0,11.0,1.9,
3439,2.5,0.13,22.0,16.0,11.0,6.1,1.2,
3440,2.3,0.33,9.3,8.0,6.0,16.0,1.5,
3441,2.4,0.43,4.2,8.0,6.0,22.0,3.6,
3442,2.4,0.39,4.9,15.0,8.0,19.0,2.8,
3443,2.5,0.19,12.0,19.0,11.0,9.1,1.6,
3444,2.4,0.11,15.0,15.0,8.0,6.9,1.4,
3445,2.1,0.1,17.0,11.0,5.0,4.7,1.0,
3446,1.2,0.1,15.0,8.0,5.0,5.6,1.0,
3447,1.6,0.11,14.0,14.0,2.0,6.0,1.0,
3448,1.4,0.11,11.0,10.0,3.0,7.5,1.0,
3449,1.1,0.11,12.0,14.0,3.0,6.4,1.1,
3450,1.5,0.13,8.7,7.0,4.0,6.8,1.5,
3451,1.4,0.17,8.6,12.0,2.0,7.6,5.2,
3452,1.4,0.31,11.0,14.0,2.0,9.9,8.7,
3453,1.7,0.28,18.0,25.0,2.0,8.9,6.8,
3454,1.8,0.18,27.0,23.0,4.0,7.8,3.6,
3455,1.8,0.12,34.0,17.0,5.0,5.5,2.2,
3456,1.4,0.12,40.0,12.0,4.0,5.0,1.7,
3457,1.6,0.11,45.0,12.0,3.0,4.5,1.4,
3458,3.4,0.18,60.0,19.0,12.0,8.0,1.4,
3459,3.2,0.16,49.0,24.0,12.0,7.5,1.8,
3460,3.3,0.13,48.0,24.0,15.0,7.5,1.8,
3461,2.9,0.17,38.0,26.0,8.0,7.2,1.9,
3462,2.5,0.2,30.0,22.0,8.0,8.9,1.8,
3463,1.3,0.29,30.0,22.0,6.0,14.0,1.6,
3464,1.7,0.3,27.0,20.0,13.0,15.0,1.2,
3465,1.8,0.24,23.0,18.0,9.0,14.0,1.1,
3466,1.5,0.21,25.0,15.0,8.0,11.0,0.9,
3467,1.4,0.19,23.0,7.0,8.0,11.0,1.2,
3468,1.5,0.18,22.0,4.0,11.0,9.7,1.1,
3469,1.8,0.18,18.0,3.0,10.0,9.1,1.2,
3470,2.5,0.16,15.0,5.0,2.0,8.2,1.1,
3471,2.6,0.15,14.0,10.0,2.0,7.9,1.0,
3472,2.3,0.15,12.0,13.0,2.0,11.0,1.2,
3473,2.8,0.16,9.5,19.0,4.0,11.0,1.2,
3474,2.5,0.21,5.5,13.0,2.0,17.0,5.1,
3475,2.6,0.23,8.5,15.0,10.0,15.0,11.0,
3476,3.4,0.49,15.0,21.0,16.0,20.0,15.0,
3477,3.2,0.4,28.0,34.0,21.0,17.0,6.7,
3478,3.0,0.18,33.0,36.0,18.0,9.0,3.3,
3479,3.0,0.14,44.0,25.0,13.0,6.5,1.8,
3480,3.2,0.15,58.0,24.0,9.0,8.1,1.7,
3481,3.9,0.16,63.0,35.0,11.0,7.1,1.5,
3482,7.4,0.27,50.0,53.0,16.0,13.0,2.3,
3483,5.0,0.17,40.0,52.0,21.0,10.0,2.5,
3484,3.3,0.19,31.0,42.0,19.0,15.0,2.0,
3485,2.7,0.2,17.0,29.0,10.0,19.0,2.4,
3486,2.8,0.4,7.1,26.0,10.0,27.0,6.7,
3487,2.3,0.42,18.0,23.0,4.0,21.0,4.1,
3488,2.6,0.38,15.0,14.0,6.0,21.0,1.5,
3489,2.4,0.41,11.0,10.0,6.0,22.0,1.1,
3490,2.9,0.35,8.6,10.0,9.0,22.0,1.8,
3491,3.0,0.33,7.4,18.0,5.0,18.0,2.1,
3492,3.6,0.43,3.1,22.0,10.0,21.0,5.1,
3493,2.1,0.52,1.6,24.0,3.0,25.0,14.0,
3494,2.2,0.34,1.2,20.0,3.0,21.0,15.0,
3495,2.4,0.34,1.8,18.0,2.0,18.0,5.2,
3496,2.7,0.39,1.2,21.0,2.0,15.0,41.0,
3497,2.2,0.23,1.3,24.0,2.0,12.0,27.0,
3498,2.1,0.18,1.5,26.0,2.0,11.0,22.0,
3499,2.5,0.27,5.0,26.0,2.0,10.0,15.0,
3500,3.2,0.38,14.0,26.0,3.0,13.0,11.0,
3501,3.4,0.25,16.0,26.0,3.0,8.6,8.6,
3502,2.6,0.1,27.0,20.0,2.0,4.3,4.1,
3503,2.6,0.1,39.0,17.0,2.0,4.9,3.4,
3504,2.8,0.09,46.0,17.0,6.0,2.5,2.3,
3505,2.5,0.08,47.0,16.0,8.0,1.3,2.1,
3506,3.2,0.1,50.0,17.0,15.0,2.4,2.1,
3507,3.8,0.09,50.0,28.0,12.0,3.2,2.4,
3508,3.2,0.09,49.0,32.0,14.0,2.7,2.2,
3509,2.6,0.1,45.0,35.0,12.0,4.4,2.2,
3510,2.7,0.14,41.0,24.0,10.0,6.7,2.3,
3511,2.5,0.15,38.0,32.0,15.0,6.6,1.3,
3512,2.7,0.11,39.0,26.0,15.0,4.2,2.2,
3513,2.8,0.13,35.0,28.0,17.0,5.5,1.0,
3514,2.5,0.13,34.0,18.0,12.0,5.7,1.5,
3515,2.9,0.18,26.0,29.0,14.0,15.0,1.8,
3516,3.6,0.2,22.0,31.0,18.0,13.0,1.5,
3517,4.1,0.2,17.0,32.0,17.0,15.0,1.3,
3518,3.9,0.21,13.0,32.0,12.0,14.0,0.9,
3519,3.7,0.21,11.0,35.0,10.0,15.0,1.9,
3520,2.8,0.27,4.1,40.0,12.0,22.0,13.0,
3521,2.6,0.29,5.6,30.0,16.0,17.0,4.9,
3522,2.4,0.33,4.5,27.0,21.0,17.0,8.1,
3523,2.4,0.32,7.4,26.0,15.0,18.0,16.0,
3524,2.8,0.38,17.0,40.0,12.0,23.0,12.0,
3525,2.5,0.39,33.0,39.0,5.0,18.0,7.9,
3526,2.4,0.22,40.0,31.0,15.0,9.8,4.7,
3527,2.4,0.17,58.0,25.0,17.0,10.0,3.7,
3528,3.0,0.17,69.0,33.0,18.0,7.5,3.4,
3529,2.7,0.22,64.0,41.0,18.0,14.0,3.1,
3530,5.7,0.35,51.0,41.0,23.0,20.0,4.4,
3531,6.3,0.25,55.0,40.0,26.0,12.0,3.3,
3532,2.8,0.24,36.0,43.0,21.0,19.0,3.9,
3533,2.6,0.39,8.3,44.0,14.0,29.0,15.0,
3534,3.0,0.65,3.2,43.0,8.0,27.0,23.0,
3535,2.4,0.5,4.2,49.0,6.0,29.0,9.8,
3536,2.1,0.4,16.0,49.0,12.0,22.0,5.0,
3537,2.0,0.25,21.0,42.0,16.0,14.0,3.5,
3538,1.6,0.21,23.0,29.0,15.0,11.0,2.8,
3539,1.6,0.2,20.0,24.0,6.0,13.0,2.9,
3540,1.9,0.19,18.0,24.0,5.0,12.0,3.1,
3541,1.6,0.19,17.0,24.0,3.0,13.0,3.6,
3542,2.1,0.17,16.0,21.0,5.0,10.0,2.4,
3543,2.0,0.17,15.0,19.0,5.0,10.0,3.5,
3544,1.5,0.17,9.7,18.0,2.0,12.0,4.7,
3545,1.7,0.17,7.9,21.0,2.0,14.0,7.4,
3546,1.7,0.2,3.9,16.0,11.0,17.0,13.0,
3547,1.6,0.25,5.4,21.0,6.0,14.0,14.0,
3548,2.2,0.44,7.4,32.0,3.0,15.0,18.0,
3549,2.0,0.47,11.0,33.0,2.0,18.0,19.0,
3550,1.9,0.29,22.0,35.0,8.0,15.0,11.0,
3551,2.1,0.14,35.0,24.0,18.0,7.4,6.1,
3552,1.7,0.15,48.0,23.0,13.0,7.2,5.0,
3553,2.7,0.16,48.0,14.0,15.0,6.6,4.7,
3554,2.8,0.16,44.0,14.0,15.0,7.0,4.7,
3555,2.1,0.17,22.0,14.0,4.0,12.0,5.1,
3556,2.0,0.41,3.5,18.0,3.0,32.0,24.0,
3557,2.0,0.46,4.6,20.0,6.0,29.0,13.0,
3558,1.9,0.51,6.2,18.0,17.0,27.0,14.0,
3559,1.6,0.51,5.7,14.0,17.0,24.0,12.0,
3560,1.9,0.6,1.4,11.0,11.0,27.0,13.0,
3561,2.1,0.59,1.3,13.0,4.0,27.0,11.0,
3562,2.7,0.74,1.4,20.0,10.0,26.0,21.0,
3563,2.0,0.4,1.2,25.0,9.0,22.0,14.0,
3564,1.6,0.3,2.0,22.0,9.0,19.0,7.1,
3565,1.0,0.29,2.6,22.0,2.0,17.0,5.9,
3566,1.2,0.2,4.4,16.0,2.0,13.0,8.5,
3567,1.4,0.15,4.5,21.0,2.0,9.6,5.1,
3568,1.3,0.17,3.2,14.0,2.0,11.0,3.0,
3569,1.7,0.17,3.3,24.0,2.0,8.7,2.3,
3570,1.4,0.15,3.3,17.0,4.0,8.1,3.6,
3571,1.9,0.18,5.1,20.0,8.0,7.3,6.6,
3572,1.5,0.26,6.9,15.0,8.0,9.7,12.0,
3573,2.0,0.3,9.8,18.0,11.0,13.0,14.0,
3574,2.1,0.27,20.0,23.0,11.0,12.0,11.0,
3575,2.4,0.21,45.0,26.0,9.0,8.8,3.3,
3576,2.4,0.19,56.0,28.0,9.0,6.3,2.5,
3577,3.4,0.19,53.0,24.0,3.0,6.9,2.5,
3578,3.8,0.22,44.0,25.0,9.0,6.5,2.9,
3579,3.3,0.17,48.0,28.0,8.0,5.4,2.5,
3580,2.8,0.12,37.0,34.0,11.0,4.6,2.7,
3581,1.6,0.18,21.0,29.0,16.0,11.0,3.0,
3582,1.4,0.31,10.0,20.0,16.0,20.0,3.9,
3583,1.5,0.43,5.5,17.0,16.0,25.0,4.9,
3584,1.5,0.47,4.1,18.0,13.0,26.0,5.0,
3585,1.8,0.49,1.5,17.0,6.0,25.0,6.0,
3586,1.9,0.56,1.8,20.0,11.0,23.0,7.7,
3587,1.7,0.29,5.3,18.0,9.0,14.0,2.7,
3588,1.9,0.32,2.7,19.0,6.0,17.0,7.9,
3589,2.0,0.3,3.4,8.0,4.0,15.0,3.6,
3590,1.2,0.24,5.0,13.0,4.0,12.0,4.1,
3591,0.9,0.23,4.2,21.0,9.0,11.0,2.7,
3592,1.0,0.21,4.6,28.0,5.0,8.5,1.2,
3593,1.1,0.16,5.6,24.0,8.0,7.0,1.1,
3594,0.9,0.17,4.6,22.0,8.0,6.7,1.7,
3595,1.2,0.19,6.2,18.0,3.0,6.0,4.4,
3596,1.3,0.24,8.5,19.0,6.0,8.4,6.5,
3597,1.1,0.33,17.0,18.0,14.0,12.0,7.9,
3598,1.5,0.23,24.0,18.0,11.0,9.5,4.8,
3599,2.2,0.17,37.0,19.0,6.0,5.4,2.2,
3600,1.8,0.12,35.0,23.0,11.0,4.0,1.3,
3601,2.3,0.13,41.0,23.0,6.0,3.7,1.4,
3602,3.3,0.16,54.0,34.0,11.0,4.6,1.3,
3603,3.4,0.17,56.0,35.0,3.0,4.4,1.0,
3604,2.9,0.18,53.0,38.0,15.0,5.2,1.4,
3605,3.7,0.2,50.0,31.0,13.0,5.9,1.4,
3606,2.4,0.15,41.0,32.0,15.0,5.1,1.4,
3607,2.4,0.12,31.0,28.0,9.0,5.3,0.6,
3608,2.0,0.12,20.0,26.0,9.0,5.2,0.9,
3609,1.4,0.22,18.0,22.0,9.0,11.0,0.9,
3610,1.3,0.25,20.0,24.0,4.0,14.0,1.3,
3611,1.3,0.26,22.0,25.0,13.0,13.0,1.2,
3612,1.5,0.29,21.0,22.0,16.0,12.0,1.3,
3613,0.9,0.34,15.0,19.0,16.0,15.0,1.3,
3614,0.6,0.33,12.0,24.0,18.0,13.0,1.3,
