,SO2,PM10,PM25,NO2,pr
1446,5.2,24.0,15.0,14.0,
1447,5.5,27.0,16.0,17.1,
1448,5.7,28.0,18.0,16.6,
1449,5.2,28.0,18.0,10.0,
1450,5.1,25.0,17.0,7.9,
1451,5.1,22.0,14.0,8.6,
1452,5.5,18.0,12.0,7.6,
1453,5.6,19.0,12.0,9.8,
1454,5.5,18.0,13.0,10.3,
1455,5.2,20.0,13.0,9.2,
1456,5.7,20.0,13.0,16.7,
1457,5.4,22.0,15.0,18.2,
1458,5.4,22.0,16.0,16.1,
1459,4.4,20.0,15.0,14.0,
1460,4.5,21.0,15.0,9.7,
1461,5.0,18.0,12.0,9.8,
1462,4.9,17.0,11.0,9.1,
1463,5.0,14.0,9.0,9.9,
1464,4.7,12.0,8.0,8.9,
1465,4.7,12.0,7.0,12.4,
1466,4.9,11.0,7.0,14.1,
1467,4.9,11.0,7.0,14.1,
1468,4.9,11.0,7.0,14.1,
1469,4.9,11.0,7.0,14.1,
1470,5.7,16.0,7.0,15.5,
1471,6.6,16.0,9.0,15.1,
1472,8.8,18.0,13.0,20.8,
1473,7.6,23.0,15.0,22.6,
1474,12.3,26.0,17.0,21.9,
1475,8.2,32.0,21.0,15.8,
1476,5.9,32.0,21.0,8.9,
1477,5.7,30.0,21.0,5.6,
1478,5.9,30.0,19.0,5.6,
1479,5.6,30.0,18.0,7.3,
1480,5.5,33.0,21.0,11.8,
1481,5.5,37.0,22.0,17.6,
1482,5.5,40.0,23.0,18.1,
1483,5.6,42.0,24.0,17.0,
1484,5.5,41.0,23.0,19.2,
1485,5.6,39.0,21.0,15.7,
1486,5.5,36.0,20.0,17.3,
1487,5.5,34.0,19.0,19.3,
1488,5.6,33.0,19.0,20.8,
1489,5.1,32.0,18.0,18.6,
1490,5.2,30.0,19.0,15.6,
1491,5.1,30.0,18.0,10.7,
1492,4.9,30.0,17.0,7.6,
1493,5.1,28.0,17.0,16.3,
1494,5.1,28.0,16.0,9.3,
1495,6.6,27.0,16.0,17.1,
1496,7.7,30.0,17.0,21.9,
1497,7.1,33.0,19.0,19.2,
1498,6.7,37.0,22.0,20.8,
1499,8.3,42.0,26.0,16.7,
1500,10.8,44.0,29.0,14.2,
1501,15.1,45.0,29.0,18.7,
1502,9.6,44.0,28.0,12.8,
1503,7.8,41.0,25.0,11.2,
1504,5.9,39.0,22.0,9.7,
1505,5.2,38.0,23.0,14.4,
1506,5.5,38.0,22.0,18.8,
1507,5.9,41.0,21.0,12.3,
1508,6.1,39.0,20.0,9.4,
1509,5.7,38.0,18.0,5.7,
1510,5.9,36.0,16.0,5.7,
1511,5.6,35.0,15.0,5.6,
1512,5.1,34.0,14.0,2.9,
1513,4.0,33.0,14.0,0.9,
1514,4.2,32.0,13.0,0.9,
1515,4.2,30.0,12.0,0.9,
1516,4.2,28.0,11.0,0.9,
1517,4.2,28.0,9.0,2.8,
1518,4.2,27.0,9.0,4.2,
1519,4.5,26.0,8.0,6.2,
1520,4.5,25.0,8.0,7.3,
1521,4.5,24.0,8.0,5.2,
1522,4.4,22.0,8.0,4.5,
1523,4.5,20.0,9.0,5.5,
1524,4.5,20.0,8.0,4.2,
1525,4.5,18.0,8.0,4.1,
1526,4.5,18.0,7.0,4.6,
1527,4.6,18.0,5.0,4.6,
1528,4.4,16.0,4.0,5.1,
1529,4.4,16.0,4.0,5.5,
1530,4.5,14.0,5.0,5.9,
1531,4.6,14.0,6.0,5.9,
1532,4.6,12.0,6.0,4.6,
1533,4.9,12.0,7.0,3.6,
1534,5.0,13.0,8.0,3.6,
1535,5.5,16.0,10.0,3.3,
1536,5.4,19.0,12.0,2.6,
1537,5.0,20.0,14.0,1.3,
1538,5.0,22.0,15.0,0.9,
1539,4.9,22.0,15.0,0.3,
1540,4.7,21.0,15.0,0.5,
1541,4.7,21.0,15.0,0.4,
1542,4.9,22.0,15.0,0.8,
1543,4.9,23.0,15.0,1.0,
1544,4.7,24.0,15.0,1.8,
1545,3.8,22.0,16.0,1.9,
1546,2.9,22.0,16.0,1.4,
1547,2.9,19.0,15.0,1.8,
1548,2.9,18.0,15.0,2.2,
1549,3.0,17.0,14.0,3.1,
1550,2.9,16.0,13.0,3.8,
1551,3.0,15.0,14.0,4.4,
1552,2.9,14.0,13.0,5.7,
1553,2.9,14.0,12.0,7.0,
1554,2.9,14.0,12.0,7.0,
1555,2.9,14.0,12.0,7.0,
1556,2.9,14.0,12.0,7.0,
1557,2.9,14.0,12.0,7.0,
1558,2.9,14.0,12.0,7.0,
1559,2.9,14.0,12.0,7.0,
1560,2.9,14.0,12.0,7.0,
1561,2.9,14.0,12.0,7.0,
1562,2.9,14.0,12.0,7.0,
1563,2.9,14.0,12.0,7.0,
1564,2.9,14.0,12.0,7.0,
1565,2.9,14.0,12.0,7.0,
1566,2.9,14.0,12.0,7.0,
1567,3.1,10.0,5.0,8.6,
1568,3.0,12.0,5.0,8.4,
1569,2.8,12.0,5.0,4.9,
1570,3.0,14.0,5.0,5.4,
1571,3.3,14.0,5.0,5.2,
1572,3.5,13.0,4.0,7.6,
1573,3.5,14.0,5.0,8.6,
1574,3.4,14.0,5.0,8.7,
1575,3.6,15.0,6.0,10.7,
1576,3.6,16.0,7.0,12.1,
1577,3.8,18.0,8.0,16.2,
1578,3.5,20.0,9.0,12.5,
1579,3.5,19.0,9.0,12.1,
1580,3.4,20.0,9.0,9.2,
1581,3.6,19.0,9.0,9.6,
1582,3.6,18.0,8.0,8.1,
1583,3.1,18.0,8.0,4.7,
1584,3.1,18.0,8.0,2.9,
1585,2.9,18.0,8.0,1.3,
1586,2.8,16.0,7.0,0.8,
1587,2.8,15.0,8.0,0.5,
1588,2.5,13.0,8.0,0.5,
1589,2.6,12.0,7.0,0.9,
1590,2.5,14.0,7.0,2.6,
1591,2.8,13.0,6.0,7.1,
1592,2.9,14.0,6.0,7.1,
1593,2.8,14.0,8.0,7.7,
1594,2.9,15.0,10.0,7.8,
1595,3.3,16.0,11.0,7.6,
1596,3.4,16.0,11.0,7.8,
1597,3.6,16.0,10.0,8.4,
1598,3.8,16.0,10.0,12.4,
1599,3.8,19.0,11.0,14.9,
1600,3.8,20.0,12.0,15.5,
1601,3.9,22.0,14.0,13.4,
1602,3.5,23.0,14.0,10.7,
1603,3.6,24.0,15.0,9.2,
1604,3.3,26.0,17.0,8.8,
1605,3.5,26.0,18.0,6.8,
1606,3.3,26.0,19.0,4.7,
1607,3.3,25.0,18.0,3.6,
1608,3.5,22.0,15.0,2.4,
1609,3.6,20.0,14.0,1.9,
1610,3.6,20.0,14.0,1.9,
1611,3.6,20.0,14.0,1.9,
1612,3.3,20.0,13.0,2.6,
1613,2.9,22.0,13.0,0.9,
1614,2.9,21.0,12.0,1.3,
1615,2.9,20.0,11.0,3.1,
1616,2.8,18.0,10.0,5.7,
1617,3.3,18.0,9.0,8.6,
1618,3.8,18.0,9.0,7.0,
1619,3.9,16.0,9.0,5.6,
1620,3.6,16.0,10.0,4.2,
1621,3.1,16.0,10.0,2.3,
1622,5.6,16.0,10.0,2.2,
1623,5.6,16.0,10.0,2.2,
1624,3.0,18.0,10.0,3.1,
1625,3.1,20.0,10.0,6.0,
1626,3.5,22.0,11.0,9.9,
1627,3.6,22.0,12.0,9.4,
1628,3.8,20.0,12.0,10.4,
1629,3.8,20.0,12.0,10.4,
1630,4.0,17.0,12.0,9.3,
1631,3.6,16.0,11.0,6.7,
1632,3.5,16.0,10.0,5.1,
1633,3.5,16.0,10.0,5.1,
1634,3.5,16.0,10.0,5.1,
1635,3.5,16.0,10.0,5.1,
1636,3.5,16.0,10.0,5.1,
1637,2.9,12.0,8.0,1.2,
1638,3.0,13.0,6.0,3.8,
1639,3.1,14.0,6.0,6.5,
1640,3.1,14.0,5.0,7.9,
1641,3.3,14.0,5.0,6.6,
1642,3.5,15.0,7.0,5.0,
1643,3.6,17.0,8.0,6.0,
1644,3.8,19.0,13.0,5.5,
1645,3.9,20.0,18.0,6.5,
1646,3.9,23.0,20.0,7.6,
1647,3.9,23.0,20.0,7.6,
1648,4.1,29.0,23.0,13.4,
1649,4.2,32.0,24.0,20.3,
1650,4.4,36.0,27.0,22.4,
1651,4.5,39.0,30.0,28.9,
1652,3.9,40.0,32.0,27.3,
1653,3.6,40.0,31.0,17.7,
1654,3.3,36.0,29.0,16.6,
1655,3.4,34.0,28.0,21.3,
1656,3.6,36.0,26.0,23.2,
1657,4.7,35.0,25.0,22.9,
1658,4.1,38.0,28.0,20.3,
1659,4.1,40.0,29.0,21.1,
1660,4.2,38.0,31.0,20.4,
1661,5.7,41.0,34.0,17.2,
1662,5.9,42.0,35.0,22.0,
1663,7.7,45.0,37.0,26.0,
1664,7.6,50.0,41.0,34.8,
1665,6.3,57.0,46.0,38.4,
1666,8.4,61.0,49.0,31.0,
1667,6.3,62.0,51.0,15.8,
1668,5.5,58.0,49.0,10.7,
1669,5.6,53.0,44.0,9.6,
1670,7.9,50.0,42.0,15.0,
1671,4.1,48.0,39.0,8.9,
1672,3.9,46.0,38.0,11.5,
1673,3.9,46.0,38.0,27.8,
1674,4.0,48.0,39.0,36.3,
1675,5.9,52.0,41.0,43.0,
1676,4.9,60.0,46.0,44.3,
1677,8.1,64.0,48.0,41.7,
1678,9.7,66.0,49.0,27.8,
1679,8.7,70.0,51.0,18.8,
1680,6.5,72.0,54.0,15.6,
1681,5.1,76.0,59.0,11.8,
1682,4.7,80.0,63.0,14.0,
1683,4.4,82.0,63.0,13.7,
1684,4.7,82.0,65.0,6.6,
1685,4.0,80.0,63.0,13.3,
1686,3.9,78.0,61.0,18.1,
1687,4.1,76.0,60.0,16.8,
1688,5.2,76.0,59.0,21.5,
1689,5.2,77.0,59.0,7.3,
1690,5.2,72.0,55.0,8.6,
1691,5.2,68.0,52.0,8.4,
1692,6.3,64.0,49.0,8.8,
1693,6.1,63.0,48.0,6.7,
1694,12.6,64.0,49.0,17.4,
1695,8.3,69.0,52.0,15.2,
1696,6.1,74.0,51.0,12.8,
1697,4.7,76.0,49.0,14.7,
1698,4.7,80.0,50.0,21.4,
1699,4.9,86.0,54.0,19.7,
1700,4.5,97.0,64.0,18.1,
1701,4.2,110.0,75.0,22.5,
1702,3.9,118.0,81.0,26.4,
1703,4.7,123.0,86.0,26.1,
1704,6.2,123.0,89.0,18.7,
1705,4.6,120.0,87.0,15.5,
1706,4.1,123.0,88.0,12.4,
1707,5.0,124.0,88.0,10.2,
1708,5.6,125.0,87.0,6.7,
1709,5.5,127.0,90.0,7.2,
1710,6.3,128.0,90.0,8.9,
1711,7.9,130.0,91.0,12.6,
1712,6.2,130.0,90.0,10.5,
1713,5.2,126.0,89.0,8.1,
1714,4.9,123.0,87.0,7.0,
1715,4.1,113.0,79.0,3.9,
1716,3.8,97.0,68.0,1.9,
1717,3.9,84.0,58.0,2.2,
1718,3.9,72.0,49.0,2.5,
1719,4.1,64.0,44.0,3.5,
1720,4.9,61.0,41.0,7.5,
1721,4.7,62.0,42.0,12.9,
1722,4.4,65.0,46.0,11.5,
1723,4.5,66.0,46.0,9.8,
1724,4.0,64.0,44.0,9.3,
1725,3.8,57.0,39.0,3.9,
1726,4.1,50.0,33.0,4.0,
1727,4.2,44.0,30.0,4.6,
1728,4.2,40.0,29.0,4.4,
1729,5.9,42.0,30.0,4.0,
1730,6.3,45.0,35.0,3.9,
1731,6.1,50.0,41.0,4.1,
1732,6.0,54.0,45.0,3.6,
1733,5.9,56.0,46.0,3.8,
1734,5.6,55.0,45.0,4.9,
1735,5.7,52.0,42.0,6.6,
1736,5.4,51.0,41.0,8.2,
1737,5.1,52.0,40.0,6.6,
1738,5.1,52.0,39.0,6.7,
1739,5.1,51.0,41.0,7.3,
1740,5.1,52.0,41.0,7.3,
1741,5.0,52.0,42.0,7.7,
1742,4.9,54.0,44.0,9.1,
1743,4.7,55.0,44.0,10.5,
1744,4.6,55.0,45.0,12.1,
1745,4.4,56.0,44.0,15.2,
1746,4.4,56.0,44.0,18.3,
1747,4.2,57.0,44.0,17.1,
1748,4.0,58.0,43.0,17.0,
1749,4.0,56.0,43.0,15.6,
1750,3.9,56.0,43.0,17.1,
1751,3.6,55.0,43.0,15.8,
1752,3.9,56.0,43.0,17.4,
1753,3.8,56.0,44.0,12.6,
1754,3.9,54.0,44.0,13.4,
1755,4.4,54.0,44.0,18.1,
1756,4.9,54.0,45.0,20.2,
1757,4.6,54.0,45.0,16.8,
1758,4.9,54.0,45.0,20.0,
1759,4.9,54.0,44.0,25.8,
1760,5.4,54.0,43.0,22.6,
1761,5.2,54.0,43.0,16.5,
1762,5.0,52.0,42.0,15.5,
1763,4.4,52.0,42.0,12.6,
1764,4.1,51.0,41.0,8.4,
1765,4.1,49.0,38.0,7.1,
1766,4.2,47.0,35.0,7.6,
1767,4.1,44.0,31.0,7.6,
1768,4.0,43.0,29.0,11.4,
1769,3.9,42.0,28.0,18.1,
1770,3.8,42.0,28.0,20.3,
1771,4.1,44.0,27.0,20.4,
1772,4.1,42.0,26.0,19.3,
1773,4.0,42.0,25.0,16.6,
1774,3.4,40.0,24.0,15.5,
1775,3.5,36.0,22.0,15.2,
1776,3.4,34.0,21.0,18.2,
1777,3.5,32.0,19.0,16.7,
1778,3.8,30.0,19.0,22.4,
1779,3.8,31.0,20.0,24.8,
1780,4.4,30.0,21.0,21.5,
1781,4.6,32.0,23.0,23.1,
1782,4.1,32.0,24.0,22.6,
1783,4.6,32.0,23.0,22.9,
1784,4.9,34.0,23.0,23.5,
1785,5.1,32.0,22.0,21.1,
1786,5.1,32.0,22.0,19.0,
1787,4.9,32.0,22.0,15.7,
1788,5.2,34.0,24.0,13.7,
1789,6.6,36.0,26.0,11.6,
1790,9.8,39.0,28.0,17.8,
1791,5.6,40.0,30.0,12.1,
1792,4.1,42.0,30.0,13.3,
1793,4.5,42.0,31.0,23.5,
1794,4.2,42.0,31.0,32.7,
1795,3.9,46.0,32.0,35.2,
1796,4.2,50.0,34.0,34.0,
1797,7.8,51.0,35.0,33.8,
1798,6.1,52.0,37.0,30.5,
1799,5.4,55.0,39.0,32.4,
1800,5.6,56.0,40.0,31.4,
1801,5.7,58.0,43.0,26.7,
1802,5.7,62.0,46.0,26.4,
1803,5.1,64.0,48.0,26.0,
1804,4.2,70.0,50.0,19.7,
1805,4.0,74.0,50.0,19.5,
1806,4.4,74.0,51.0,23.6,
1807,5.5,72.0,49.0,27.9,
1808,7.2,69.0,50.0,34.2,
1809,7.0,72.0,54.0,31.0,
1810,8.2,80.0,57.0,41.9,
1811,12.6,90.0,66.0,32.7,
1812,20.8,101.0,72.0,36.2,
1813,9.1,103.0,73.0,16.1,
1814,6.7,98.0,69.0,15.6,
1815,5.0,86.0,60.0,13.6,
1816,4.7,74.0,51.0,17.6,
1817,4.7,67.0,47.0,23.7,
1818,4.7,68.0,45.0,24.4,
1819,4.5,71.0,46.0,24.4,
1820,6.3,74.0,47.0,35.0,
1821,8.7,75.0,46.0,30.0,
1822,7.3,74.0,47.0,13.1,
1823,8.2,72.0,45.0,14.9,
1824,6.0,68.0,41.0,13.0,
1825,4.2,63.0,36.0,8.3,
1826,4.0,60.0,32.0,9.2,
1827,3.6,60.0,32.0,9.3,
1828,3.6,58.0,33.0,9.9,
1829,3.6,61.0,33.0,9.8,
1830,3.6,62.0,33.0,9.6,
1831,3.8,59.0,31.0,10.7,
1832,4.0,54.0,29.0,12.3,
1833,4.0,50.0,28.0,9.7,
1834,3.8,44.0,25.0,8.1,
1835,3.6,42.0,24.0,6.6,
1836,3.6,39.0,23.0,5.2,
1837,3.4,35.0,20.0,4.1,
1838,3.5,32.0,17.0,4.9,
1839,3.4,28.0,15.0,6.0,
1840,3.5,29.0,13.0,9.9,
1841,3.5,29.0,13.0,11.9,
1842,3.5,30.0,14.0,12.0,
1843,3.6,30.0,14.0,12.1,
1844,3.9,30.0,14.0,14.7,
1845,3.9,29.0,14.0,15.8,
1846,3.9,29.0,14.0,15.8,
1847,3.9,29.0,14.0,15.8,
1848,3.9,29.0,14.0,15.8,
1849,3.9,29.0,14.0,15.8,
1850,3.9,29.0,14.0,15.8,
1851,3.9,29.0,14.0,15.8,
1852,3.9,29.0,14.0,15.8,
1853,3.6,42.0,25.0,12.4,
1854,4.0,49.0,28.0,16.0,
1855,5.2,53.0,32.0,17.0,
1856,5.2,56.0,33.0,17.3,
1857,5.1,56.0,35.0,16.2,
1858,5.0,52.0,32.0,14.1,
1859,5.4,50.0,29.0,11.2,
1860,9.7,49.0,30.0,13.6,
1861,5.7,49.0,30.0,7.3,
1862,4.2,47.0,30.0,5.7,
1863,3.8,44.0,31.0,4.7,
1864,3.6,42.0,28.0,5.7,
1865,3.5,40.0,27.0,10.9,
1866,3.8,39.0,25.0,14.5,
1867,4.0,42.0,26.0,14.9,
1868,3.9,44.0,26.0,10.2,
1869,3.9,43.0,26.0,9.1,
1870,3.6,42.0,24.0,10.0,
1871,4.0,36.0,22.0,9.2,
1872,4.0,32.0,20.0,6.5,
1873,3.8,30.0,19.0,5.0,
1874,4.0,30.0,18.0,4.2,
1875,3.5,28.0,17.0,2.2,
1876,3.6,28.0,15.0,2.2,
1877,3.6,26.0,13.0,3.6,
1878,3.8,24.0,13.0,4.1,
1879,3.8,22.0,13.0,5.5,
1880,3.9,22.0,12.0,6.5,
1881,3.9,24.0,13.0,6.2,
1882,4.2,25.0,15.0,5.9,
1883,4.7,28.0,17.0,6.1,
1884,5.0,38.0,27.0,6.5,
1885,4.7,50.0,38.0,7.7,
1886,4.7,65.0,50.0,8.2,
1887,4.5,78.0,62.0,8.2,
1888,4.1,82.0,66.0,8.3,
1889,3.9,80.0,65.0,8.6,
1890,3.9,74.0,59.0,7.8,
1891,3.9,66.0,54.0,5.7,
1892,3.8,58.0,49.0,4.7,
1893,4.1,55.0,47.0,4.4,
1894,4.0,54.0,45.0,4.7,
1895,4.1,53.0,43.0,4.1,
1896,4.1,50.0,39.0,3.0,
1897,3.9,46.0,34.0,4.2,
1898,3.8,40.0,30.0,6.1,
1899,3.8,38.0,26.0,5.6,
1900,3.8,36.0,24.0,6.5,
1901,3.8,36.0,23.0,6.1,
1902,3.9,36.0,23.0,8.2,
1903,4.0,36.0,24.0,11.3,
1904,4.2,38.0,24.0,10.4,
1905,4.5,38.0,24.0,7.3,
1906,4.5,37.0,24.0,6.8,
1907,4.5,36.0,24.0,6.7,
1908,4.5,34.0,24.0,5.4,
1909,4.2,36.0,25.0,4.7,
1910,4.1,36.0,25.0,4.5,
1911,4.0,37.0,26.0,4.2,
1912,3.9,39.0,27.0,4.7,
1913,3.9,40.0,27.0,6.2,
1914,4.0,42.0,28.0,8.1,
1915,3.9,44.0,29.0,10.2,
1916,3.8,46.0,28.0,12.4,
1917,4.1,45.0,27.0,15.0,
1918,4.1,42.0,27.0,15.6,
1919,3.9,41.0,26.0,20.2,
1920,3.6,41.0,26.0,20.3,
1921,3.5,40.0,27.0,17.9,
1922,3.6,40.0,27.0,16.2,
1923,3.8,42.0,28.0,16.5,
1924,4.4,43.0,29.0,16.2,
1925,4.0,47.0,31.0,15.0,
1926,4.5,48.0,34.0,15.3,
1927,6.0,52.0,36.0,21.1,
1928,5.9,57.0,42.0,25.8,
1929,6.5,58.0,44.0,25.2,
1930,11.6,62.0,43.0,26.2,
1931,6.6,60.0,42.0,14.4,
1932,4.9,54.0,35.0,7.8,
1933,4.4,48.0,33.0,5.7,
1934,4.4,44.0,29.0,6.2,
1935,4.7,42.0,28.0,8.4,
1936,4.5,44.0,30.0,9.3,
1937,4.2,47.0,29.0,13.6,
1938,4.1,50.0,31.0,20.5,
1939,4.1,52.0,30.0,26.6,
1940,4.6,51.0,27.0,24.7,
1941,6.6,50.0,27.0,26.9,
1942,7.1,52.0,28.0,25.7,
1943,6.8,52.0,30.0,23.2,
1944,6.0,54.0,33.0,23.7,
1945,6.6,62.0,38.0,17.6,
1946,6.6,64.0,40.0,15.8,
1947,4.9,69.0,42.0,16.1,
1948,5.9,70.0,42.0,14.0,
1949,6.1,69.0,39.0,13.7,
1950,4.7,69.0,38.0,13.6,
1951,6.1,70.0,39.0,15.2,
1952,6.0,73.0,42.0,19.9,
1953,6.0,77.0,46.0,19.2,
1954,5.5,82.0,52.0,14.6,
1955,5.9,86.0,56.0,12.5,
1956,6.1,90.0,59.0,10.4,
1957,7.3,90.0,60.0,16.7,
1958,11.4,92.0,62.0,21.0,
1959,8.1,94.0,65.0,20.7,
1960,6.7,98.0,67.0,16.6,
1961,6.8,102.0,70.0,27.2,
1962,7.7,103.0,70.0,36.2,
1963,5.4,100.0,62.0,28.8,
1964,4.9,93.0,57.0,29.2,
1965,4.7,88.0,53.0,29.3,
1966,5.2,86.0,52.0,28.1,
1967,8.2,86.0,56.0,24.0,
1968,5.6,86.0,57.0,21.8,
1969,5.5,86.0,57.0,20.8,
1970,5.5,83.0,55.0,21.9,
1971,4.7,82.0,51.0,18.2,
1972,4.7,90.0,54.0,16.2,
1973,4.9,98.0,59.0,17.7,
1974,5.2,108.0,66.0,17.2,
1975,6.1,121.0,74.0,21.4,
1976,6.2,131.0,80.0,26.9,
1977,6.5,144.0,88.0,23.9,
1978,5.9,143.0,87.0,13.0,
1979,4.2,128.0,75.0,8.2,
1980,3.8,109.0,64.0,8.2,
1981,3.8,87.0,49.0,8.9,
1982,3.8,87.0,49.0,8.9,
1983,3.8,70.0,38.0,12.0,
1984,3.9,66.0,33.0,19.4,
1985,3.6,64.0,30.0,16.0,
1986,3.5,60.0,27.0,12.0,
1987,3.6,55.0,23.0,12.1,
1988,3.5,50.0,21.0,9.3,
1989,3.3,44.0,16.0,9.2,
1990,3.4,40.0,15.0,12.1,
1991,3.5,40.0,16.0,10.9,
1992,3.6,42.0,17.0,11.9,
1993,3.1,42.0,18.0,9.6,
1994,3.1,42.0,18.0,9.3,
1995,3.1,42.0,18.0,9.3,
1996,3.5,42.0,19.0,12.0,
1997,3.4,43.0,18.0,13.7,
1998,3.5,42.0,17.0,13.1,
1999,4.1,42.0,17.0,17.1,
2000,4.2,46.0,18.0,16.8,
2001,4.6,46.0,20.0,17.3,
2002,4.4,48.0,22.0,14.2,
2003,4.2,49.0,23.0,12.8,
2004,4.2,45.0,22.0,11.8,
2005,4.0,44.0,22.0,10.4,
2006,4.0,42.0,21.0,12.0,
2007,4.0,40.0,20.0,11.6,
2008,4.0,40.0,18.0,12.6,
2009,4.1,36.0,17.0,17.4,
2010,4.2,36.0,17.0,19.2,
2011,4.2,36.0,17.0,19.2,
2012,4.2,36.0,17.0,19.2,
2013,4.5,34.0,16.0,17.3,
2014,4.5,32.0,16.0,14.2,
2015,4.4,30.0,14.0,12.5,
2016,4.6,29.0,13.0,12.9,
2017,4.7,28.0,11.0,10.3,
2018,5.1,26.0,10.0,9.8,
2019,5.1,26.0,10.0,9.8,
2020,5.1,26.0,10.0,9.8,
2021,5.5,21.0,9.0,10.0,
2022,5.0,20.0,9.0,8.7,
2023,5.2,20.0,8.0,15.3,
2024,5.2,20.0,8.0,15.3,
2025,5.2,20.0,8.0,15.3,
2026,5.5,21.0,8.0,13.0,
2027,5.5,21.0,10.0,13.7,
2028,5.4,22.0,11.0,14.2,
2029,5.1,22.0,12.0,18.3,
2030,5.0,22.0,13.0,21.1,
2031,5.0,26.0,13.0,21.3,
2032,5.0,26.0,13.0,20.9,
2033,5.1,26.0,12.0,23.1,
2034,5.0,26.0,12.0,24.4,
2035,5.0,28.0,11.0,20.8,
2036,4.9,27.0,11.0,16.8,
2037,5.2,26.0,10.0,14.5,
2038,5.0,26.0,8.0,10.7,
2039,5.1,22.0,7.0,13.0,
2040,5.0,22.0,8.0,12.6,
2041,5.4,22.0,9.0,11.5,
2042,5.1,34.0,10.0,11.8,
2043,5.7,36.0,10.0,12.4,
2044,5.4,37.0,11.0,8.8,
2045,5.0,37.0,10.0,3.8,
2046,4.9,25.0,8.0,1.3,
2047,4.7,22.0,7.0,1.2,
2048,4.7,20.0,5.0,1.4,
2049,4.9,18.0,4.0,1.9,
2050,4.9,19.0,4.0,2.8,
2051,5.0,20.0,4.0,3.8,
2052,5.0,20.0,3.0,5.4,
2053,4.7,19.0,2.0,3.9,
2054,4.9,14.0,3.0,9.3,
2055,4.9,12.0,2.0,12.5,
2056,4.7,12.0,2.0,8.2,
2057,4.9,13.0,2.0,10.7,
2058,5.1,15.0,2.0,14.2,
2059,5.2,16.0,2.0,19.3,
2060,5.7,17.0,3.0,21.5,
2061,6.1,18.0,5.0,19.8,
2062,6.1,21.0,8.0,19.2,
2063,6.2,24.0,9.0,17.9,
2064,6.0,26.0,11.0,17.4,
2065,6.1,28.0,12.0,9.9,
2066,7.2,28.0,13.0,12.3,
2067,7.0,29.0,15.0,10.8,
2068,5.6,32.0,16.0,10.5,
2069,5.7,36.0,18.0,13.3,
2070,5.9,40.0,20.0,15.6,
2071,7.7,44.0,22.0,15.7,
2072,5.9,46.0,24.0,15.5,
2073,6.1,50.0,25.0,17.0,
2074,6.2,52.0,26.0,23.1,
2075,3.6,53.0,28.0,16.0,
2076,2.6,48.0,26.0,7.8,
2077,2.6,40.0,22.0,9.1,
2078,3.4,34.0,17.0,19.4,
2079,3.4,30.0,14.0,15.5,
2080,3.0,29.0,14.0,13.6,
2081,3.0,32.0,14.0,15.1,
2082,3.5,31.0,15.0,18.6,
2083,5.6,32.0,14.0,17.1,
2084,4.7,30.0,13.0,20.5,
2085,2.8,28.0,12.0,14.6,
2086,2.6,26.0,11.0,14.7,
2087,2.4,22.0,11.0,10.3,
2088,2.3,19.0,9.0,9.6,
2089,2.2,16.0,7.0,9.6,
2090,2.2,15.0,7.0,7.2,
2091,2.2,14.0,6.0,5.1,
2092,1.9,13.0,6.0,4.0,
2093,2.0,12.0,6.0,6.2,
2094,2.0,11.0,5.0,7.9,
2095,2.2,10.0,5.0,11.0,
2096,2.3,12.0,5.0,14.0,
2097,2.2,12.0,5.0,12.3,
2098,2.0,13.0,7.0,10.2,
2099,2.3,14.0,8.0,9.2,
2100,2.5,16.0,10.0,9.2,
2101,2.8,17.0,12.0,11.4,
2102,2.8,21.0,14.0,14.4,
2103,2.8,23.0,17.0,17.7,
2104,2.8,23.0,17.0,17.7,
2105,2.5,33.0,25.0,17.6,
2106,2.4,36.0,28.0,17.8,
2107,2.2,41.0,31.0,16.5,
2108,2.0,42.0,33.0,11.6,
2109,2.2,42.0,33.0,10.5,
2110,2.0,40.0,31.0,4.6,
2111,1.9,37.0,27.0,2.6,
2112,1.8,31.0,24.0,4.5,
2113,1.7,27.0,21.0,2.6,
2114,1.7,24.0,18.0,1.8,
2115,2.2,23.0,17.0,4.4,
2116,3.0,22.0,15.0,5.7,
2117,2.4,22.0,15.0,4.4,
2118,2.5,22.0,15.0,8.8,
2119,2.8,22.0,16.0,14.2,
2120,3.0,24.0,17.0,11.5,
2121,3.1,24.0,18.0,8.9,
2122,3.3,26.0,19.0,8.3,
2123,3.8,28.0,20.0,11.0,
2124,3.3,28.0,21.0,8.2,
2125,3.1,25.0,21.0,7.1,
2126,3.0,25.0,20.0,7.7,
2127,2.9,24.0,20.0,7.9,
2128,2.9,24.0,18.0,10.2,
2129,2.9,24.0,18.0,12.4,
2130,2.8,24.0,17.0,15.1,
2131,2.9,24.0,16.0,16.6,
2132,2.8,22.0,14.0,13.3,
2133,2.5,20.0,14.0,14.7,
2134,2.6,20.0,14.0,12.8,
2135,2.6,18.0,13.0,6.0,
2136,2.3,18.0,13.0,3.6,
2137,2.8,16.0,13.0,2.9,
2138,3.3,15.0,12.0,4.2,
2139,3.3,15.0,12.0,4.2,
2140,3.3,15.0,12.0,4.2,
2141,3.3,15.0,12.0,4.2,
2142,3.0,16.0,10.0,5.0,
2143,3.0,18.0,9.0,8.7,
2144,2.8,18.0,10.0,9.9,
