,SO2,CO,O3,PM10,PM25,NO2,pr
425,7.9,0.35,36.0,48.0,17.0,11.4,
426,2.9,0.36,41.0,57.0,18.0,9.0,
427,2.5,0.37,47.0,62.0,15.0,7.4,
428,3.2,0.37,51.0,67.0,13.0,11.2,
429,3.2,0.37,53.0,68.0,10.0,12.9,
430,3.1,0.37,53.0,68.0,10.0,14.8,
431,2.2,0.38,52.0,67.0,10.0,15.6,
432,1.7,0.35,50.0,62.0,11.0,12.8,
433,2.2,0.33,47.0,54.0,10.0,10.6,
434,1.8,0.34,43.0,48.0,9.0,9.2,
435,4.1,0.34,37.0,43.0,7.0,20.0,
436,3.7,0.35,33.0,41.0,6.0,15.3,
437,5.1,0.36,30.0,38.0,5.0,16.6,
438,7.6,0.37,27.0,36.0,6.0,21.0,
439,4.0,0.38,24.0,32.0,8.0,22.7,
440,4.6,0.39,21.0,32.0,9.0,22.5,
441,3.2,0.42,18.0,32.0,12.0,20.6,
442,5.0,0.45,15.0,32.0,13.0,22.7,
443,3.7,0.5,14.0,36.0,16.0,22.9,
444,5.9,0.53,13.0,38.0,19.0,23.7,
445,5.9,0.53,13.0,38.0,19.0,23.7,
446,5.9,0.53,13.0,38.0,19.0,23.7,
447,5.9,0.53,13.0,38.0,19.0,23.7,
448,3.4,0.55,28.0,56.0,23.0,7.4,
449,2.6,0.54,34.0,56.0,22.0,3.9,
450,3.0,0.53,41.0,54.0,20.0,5.5,
451,3.2,0.48,48.0,54.0,19.0,6.3,
452,2.9,0.45,53.0,50.0,16.0,5.8,
453,2.7,0.44,56.0,51.0,16.0,6.7,
454,2.5,0.44,57.0,52.0,16.0,8.7,
455,3.1,0.43,57.0,51.0,16.0,9.7,
456,3.1,0.43,54.0,51.0,15.0,16.6,
457,5.5,0.44,49.0,48.0,15.0,19.7,
458,3.9,0.44,44.0,48.0,15.0,18.2,
459,7.3,0.46,38.0,47.0,14.0,23.8,
460,4.9,0.5,32.0,46.0,14.0,23.7,
461,3.6,0.53,27.0,46.0,15.0,23.8,
462,4.3,0.55,23.0,46.0,17.0,24.1,
463,3.1,0.57,18.0,49.0,20.0,23.3,
464,3.2,0.6,16.0,49.0,22.0,22.5,
465,3.4,0.61,16.0,50.0,23.0,18.1,
466,3.7,0.64,15.0,50.0,24.0,15.3,
467,4.8,0.67,15.0,48.0,23.0,19.1,
468,2.9,0.69,17.0,48.0,23.0,12.0,
469,3.0,0.7,19.0,45.0,22.0,13.5,
470,3.7,0.71,23.0,46.0,21.0,11.0,
471,3.4,0.73,27.0,47.0,20.0,5.9,
472,2.1,0.73,31.0,45.0,18.0,4.0,
473,1.8,0.74,35.0,44.0,16.0,2.2,
474,2.1,0.73,39.0,40.0,13.0,2.9,
475,2.6,0.7,43.0,36.0,12.0,5.5,
476,2.6,0.69,45.0,34.0,11.0,5.1,
477,2.2,0.68,47.0,33.0,10.0,6.7,
478,2.5,0.67,47.0,32.0,10.0,9.5,
479,2.7,0.66,46.0,32.0,10.0,7.0,
