"PublishTime","SiteName","SO2","CO","PM25","O3","PM10","NO2","NOx","NO"
"2019-12-14 18:00","后里","5.5","0.42","27","42","60","18.8",,
"2019-12-14 18:00","梧棲","2.2","NA","18","37","62","15.3",,
"2019-12-14 18:00","大肚","2.4","NA","26","42","72","21.4",,
"2019-12-14 18:00","東大","4.5","NA","22","43","42","21.7",,
"2019-12-14 18:00","清水","1.2","NA","23","43","59","16.7",,
"2019-12-14 18:00","龍井","2.9","0.34","19","38","62","14.2",,
"2019-12-14 19:00","交通監測車","1.5","1.51","37","19","80","37.1",,
"2019-12-14 19:00","大里交通測站","0.4","0.66","12","26","34","23.7",,
"2019-12-14 19:00","大里","3.3","1.17","13","11","52","46","61","15"
"2019-12-14 19:00","西屯","1.9","0.64","40","17","74","38","41","2.4"
"2019-12-14 19:00","沙鹿","2.5","0.67","43","18","80","28","30","1.5"
"2019-12-14 19:00","忠明","2.6","0.63","31","21","54","32","34","1.7"
"2019-12-14 19:00","豐原","2.8","0.43","25","22","46","26","28","1.5"
"2019-12-14 19:00","文山","1.7","0.39","28","51","52","19.1",,
"2019-12-14 19:00","大甲","2.1","0.68","21","40","56","23.4",,
"2019-12-14 19:00","太平","1.1","0.25","18","41","40","34.5",,
"2019-12-14 19:00","霧峰","1.0","0.44","16","38","39","21.5",,
"2019-12-14 19:00","烏日","1.2","0.29","21","34","60","47.5",,
"2019-12-14 19:00","后里","5.5","0.42","27","42","60","18.8",,
"2019-12-14 19:00","梧棲","2.1","NA","20","38","68","15.9",,
"2019-12-14 19:00","大肚","2.4","NA","26","41","76","27.9",,
"2019-12-14 19:00","東大","4.0","NA","23","42","46","30.5",,
"2019-12-14 19:00","清水","1.0","NA","24","41","66","21.0",,
"2019-12-14 19:00","龍井","1.5","0.34","18","39","62","15.2",,
"2019-12-14 20:00","大里交通測站","0.8","1.22","27","13","60","43.8",,
"2019-12-14 20:00","交通監測車","1.7","1.94","27","14","48","43.5",,
"2019-12-14 20:00","大里","4","1.2","33","2.2","66","44","61","18"
"2019-12-14 20:00","西屯","2.3","0.59","35","18","75","32","34","1.5"
"2019-12-14 20:00","沙鹿","3","0.74","73","12","117","28","30","1.7"
"2019-12-14 20:00","忠明","2.9","0.73","37","11","59","41","43","2.3"
"2019-12-14 20:00","豐原","2.7","0.44","20","28","42","21","23","1.5"
"2019-12-14 20:00","文山","1.9","0.43","28","47","54","25.0",,
"2019-12-14 20:00","大甲","2.1","0.70","26","38","66","22.6",,
"2019-12-14 20:00","太平","1.3","0.29","19","39","43","27.4",,
"2019-12-14 20:00","霧峰","0.9","0.46","16","32","38","18.7",,
"2019-12-14 20:00","烏日","1.3","0.34","24","29","65","44.9",,
"2019-12-14 20:00","后里","1.4","0.47","33","39","69","16.5",,
"2019-12-14 20:00","梧棲","2.1","NA","21","37","70","14.3",,
"2019-12-14 20:00","大肚","2.4","NA","28","38","80","32.5",,
"2019-12-14 20:00","東大","3.7","NA","24","39","48","36.1",,
"2019-12-14 20:00","清水","0.8","NA","29","37","74","29.2",,
"2019-12-14 20:00","龍井","2.2","0.35","18","37","62","19.0",,
"2019-12-14 21:00","大里交通測站","0.8","1.11","26","7","58","38.0",,
"2019-12-14 21:00","交通監測車","1.7","1.93","41","10","69","46.7",,
"2019-12-14 21:00","大里","3.5","1.1","31","1","58","39","58","19"
"2019-12-14 21:00","西屯","1.9","0.65","38","10","70","36","38","2.8"
"2019-12-14 21:00","沙鹿","3.5","0.52","36","9","61","27","29","1.8"
"2019-12-14 21:00","忠明","2.9","0.84","41","6.6","62","43","52","9"
"2019-12-14 21:00","豐原","2.7","0.43","27","18","42","25","26","1.1"
"2019-12-14 21:00","文山","2.1","0.48","29","42","56","26.6",,
"2019-12-14 21:00","大甲","2.4","0.70","27","34","68","22.5",,
"2019-12-14 21:00","太平","1.2","0.33","20","35","46","21.7",,
"2019-12-14 21:00","霧峰","0.8","0.51","18","27","38","17.0",,
"2019-12-14 21:00","烏日","0.8","0.39","26","23","71","39.7",,
"2019-12-14 21:00","后里","1.1","0.47","33","36","66","21.7",,
"2019-12-14 21:00","梧棲","2.4","NA","21","34","72","15.9",,
"2019-12-14 21:00","大肚","2.6","NA","31","33","86","35.4",,
"2019-12-14 21:00","東大","3.4","NA","26","35","52","32.1",,
"2019-12-14 21:00","清水","1.1","NA","32","32","83","27.2",,
"2019-12-14 21:00","龍井","1.1","0.36","17","34","62","13.4",,
"2019-12-14 22:00","大里交通測站","0.9","1.29","29","6","63","35.7",,
"2019-12-14 22:00","交通監測車","1.7","1.91","37","6","69","44.2",,
"2019-12-14 22:00","大里","4","0.89","25","2.3","51","35","47","12"
"2019-12-14 22:00","西屯","2.1","0.52","31","8.3","56","30","36","6.6"
"2019-12-14 22:00","沙鹿","3.2","0.49","25","5.1","34","29","32","2.4"
"2019-12-14 22:00","忠明","2.5","0.66","34","8.6","48","34","38","4.8"
"2019-12-14 22:00","豐原","2.6","0.34","22","24","29","18","19","1.1"
"2019-12-14 22:00","文山","1.8","0.55","30","36","56","30.5",,
"2019-12-14 22:00","大甲","2.1","0.70","27","29","66","23.4",,
"2019-12-14 22:00","太平","1.0","0.35","21","31","48","16.8",,
"2019-12-14 22:00","霧峰","0.6","0.53","18","22","38","13.8",,
"2019-12-14 22:00","烏日","2.5","0.46","29","18","76","35.5",,
"2019-12-14 22:00","后里","1.1","0.49","33","33","64","13.9",,
"2019-12-14 22:00","梧棲","2.5","NA","20","30","70","16.9",,
"2019-12-14 22:00","大肚","2.6","NA","35","26","90","32.9",,
"2019-12-14 22:00","東大","2.9","NA","27","29","54","36.0",,
"2019-12-14 22:00","清水","1.0","NA","33","26","84","25.4",,
"2019-12-14 22:00","龍井","1.8","0.37","16","30","57","12.1",,
"2019-12-14 23:00","大里交通測站","0.7","0.98","25","7","52","33.6",,
"2019-12-14 23:00","交通監測車","1.6","1.88","42","4","68","43.8",,
"2019-12-14 23:00","大里","3.3","0.86","29","2","50","32","39","6.9"
"2019-12-14 23:00","西屯","1.8","0.59","32","5.7","58","28","32","3.4"
"2019-12-14 23:00","沙鹿","3","0.49","22","5.2","36","26","28","2.2"
"2019-12-14 23:00","忠明","2.8","0.88","33","3.6","58","36","52","16"
"2019-12-14 23:00","豐原","2.5","0.33","21","22","29","16","17","1.6"
"2019-12-14 23:00","文山","1.7","0.62","29","29","54","28.7",,
"2019-12-14 23:00","大甲","2.0","0.71","24","24","60","22.4",,
"2019-12-14 23:00","太平","0.8","0.37","22","27","48","10.9",,
"2019-12-14 23:00","霧峰","0.8","0.53","18","16","38","12.5",,
"2019-12-14 23:00","烏日","2.0","0.51","29","12","80","29.8",,
"2019-12-14 23:00","后里","1.2","0.50","29","29","58","19.3",,
"2019-12-14 23:00","梧棲","2.7","NA","18","26","67","15.2",,
"2019-12-14 23:00","大肚","2.4","NA","37","19","88","30.4",,
"2019-12-14 23:00","東大","2.6","NA","28","23","54","36.6",,
"2019-12-14 23:00","清水","0.8","NA","33","20","80","23.0",,
"2019-12-14 23:00","龍井","1.5","0.39","17","26","53","13.5",,
"2019-12-15 00:00","交通監測車","1.3","1.91","36","4","61","40.7",,
"2019-12-15 00:00","大里交通測站","0.7","0.90","29","7","56","28.6",,
"2019-12-15 00:00","大里","4","0.93","25","0.2","50","29","61","31"
"2019-12-15 00:00","西屯","1.5","0.6","30","3.8","53","30","34","4.2"
"2019-12-15 00:00","沙鹿","2.6","0.54","21","3","30","27","31","4"
"2019-12-15 00:00","忠明","2.9","0.96","33","3.6","56","34","62","29"
"2019-12-15 00:00","豐原","2.5","0.31","18","25","24","14","15","1"
"2019-12-15 00:00","文山","1.6","0.70","30","22","55","26.7",,
"2019-12-15 00:00","大甲","1.8","0.71","21","19","54","18.3",,
"2019-12-15 00:00","太平","0.6","0.44","22","19","42","14.5",,
"2019-12-15 00:00","霧峰","0.8","0.53","18","11","38","10.0",,
"2019-12-15 00:00","烏日","1.7","0.56","28","8","80","28.5",,
"2019-12-15 00:00","后里","1.2","0.53","29","24","56","21.4",,
"2019-12-15 00:00","梧棲","2.7","NA","18","26","67","15.2",,
"2019-12-15 00:00","大肚","2.4","NA","37","19","88","30.4",,
"2019-12-15 00:00","東大","2.6","NA","28","23","54","36.6",,
"2019-12-15 00:00","清水","0.8","NA","33","20","80","23.0",,
"2019-12-15 00:00","龍井","1.5","0.39","17","26","53","13.5",,
"2019-12-15 01:00","交通監測車","1.2","1.78","45","4","68","46.6",,
"2019-12-15 01:00","大里交通測站","0.6","0.91","24","7","48","26.3",,
"2019-12-15 01:00","大里","2.6","0.66","23","2","43","25","34","9.4"
"2019-12-15 01:00","西屯","1.6","0.78","30","3.7","47","28","40","11"
"2019-12-15 01:00","沙鹿","2.6","0.69","24","1.7","32","27","39","12"
"2019-12-15 01:00","忠明","3.2","0.87","32","3.6","47","30","58","28"
"2019-12-15 01:00","豐原","2.2","0.3","18","25","22","11","11","0.2"
"2019-12-15 01:00","文山","1.6","0.76","32","16","56","25.1",,
"2019-12-15 01:00","大甲","2.1","0.70","20","15","51","20.3",,
"2019-12-15 01:00","太平","0.6","0.44","22","19","42","14.5",,
"2019-12-15 01:00","霧峰","0.7","0.51","18","8","36","8.4",,
"2019-12-15 01:00","烏日","1.1","0.60","28","4","77","26.4",,
"2019-12-15 01:00","后里","1.1","0.53","30","20","55","21.1",,
"2019-12-15 01:00","梧棲","2.4","NA","16","19","60","19.8",,
"2019-12-15 01:00","大肚","2.5","NA","35","8","80","26.8",,
"2019-12-15 01:00","東大","2.8","NA","29","14","56","41.1",,
"2019-12-15 01:00","清水","0.8","NA","26","9","64","21.9",,
"2019-12-15 01:00","龍井","3.2","0.41","17","19","48","17.5",,
"2019-12-15 02:00","交通監測車","1.4","2.91","38","4","70","40.2",,
"2019-12-15 02:00","大里交通測站","0.6","0.89","24","5","53","26.1",,
"2019-12-15 02:00","大里","0.2","0.79","25","0.3","40","25","41","16"
"2019-12-15 02:00","西屯","2.6","0.63","30","3.3","52","27","35","7.4"
"2019-12-15 02:00","沙鹿","2.1","0.79","29","1.6","38","27","49","21"
"2019-12-15 02:00","忠明","3.2","0.73","31","3.5","43","30","44","14"
"2019-12-15 02:00","豐原","1.4","0.19","12","27","21","5.3","6.6","1.3"
"2019-12-15 02:00","文山","1.4","0.79","32","12","55","24.1",,
"2019-12-15 02:00","大甲","2.1","0.69","20","11","51","24.5",,
"2019-12-15 02:00","太平","0.7","0.45","21","17","40","8.6",,
"2019-12-15 02:00","霧峰","0.7","0.49","18","8","35","6.5",,
"2019-12-15 02:00","烏日","1.4","0.62","27","2","74","23.8",,
"2019-12-15 02:00","后里","1.0","0.50","27","20","50","11.0",,
"2019-12-15 02:00","梧棲","2.4","NA","16","15","60","21.1",,
"2019-12-15 02:00","大肚","2.8","NA","32","5","76","25.3",,
"2019-12-15 02:00","東大","5.4","NA","30","10","56","32.8",,
"2019-12-15 02:00","清水","1.3","NA","27","5","59","30.6",,
"2019-12-15 02:00","龍井","0.0","0.42","18","15","46","19.6",,
"2019-12-15 03:00","大里交通測站","2.9","0.92","31","4","53","26.8",,
"2019-12-15 03:00","交通監測車","1.6","1.42","35","4","65","34.0",,
"2019-12-15 03:00","大里","0.2","0.67","25","0.1","39","23","31","8.1"
"2019-12-15 03:00","西屯","2.5","0.56","25","6.5","43","24","31","6.9"
"2019-12-15 03:00","沙鹿","2.4","0.66","29","1.5","39","30","43","14"
"2019-12-15 03:00","忠明","3.2","0.75","32","3.5","45","29","46","17"
"2019-12-15 03:00","豐原","1.2","0.2","11","29","21","4.6","5.9","1.4"
"2019-12-15 03:00","文山","1.4","0.77","33","10","54","14.6",,
"2019-12-15 03:00","大甲","2.2","0.63","20","11","51","16.5",,
"2019-12-15 03:00","太平","0.9","0.44","21","16","39","8.6",,
"2019-12-15 03:00","霧峰","0.7","0.47","18","8","34","5.8",,
"2019-12-15 03:00","烏日","1.6","0.59","27","2","71","22.2",,
"2019-12-15 03:00","后里","0.9","0.48","25","20","47","8.7",,
"2019-12-15 03:00","梧棲","2.5","NA","16","12","60","21.6",,
"2019-12-15 03:00","大肚","2.4","NA","33","3","76","24.6",,
"2019-12-15 03:00","東大","3.4","NA","31","6","57","29.7",,
"2019-12-15 03:00","清水","1.0","NA","28","3","60","31.3",,
"2019-12-15 03:00","龍井","0.0","0.44","19","12","46","19.9",,
"2019-12-15 04:00","大里交通測站","1.1","0.94","19","3","50","25.0",,
"2019-12-15 04:00","交通監測車","1.4","1.03","31","4","59","31.2",,
"2019-12-15 04:00","大里","0.1","0.61","21","0.2","37","22","28","5.5"
"2019-12-15 04:00","西屯","1.6","0.46","20","6.7","40","21","24","3.2"
"2019-12-15 04:00","沙鹿","2.7","0.57","27","3.7","42","27","36","8.2"
"2019-12-15 04:00","忠明","3","0.59","27","4","41","27","34","7.2"
"2019-12-15 04:00","豐原","1.3","0.17","10","27","12","4.6","6","1.5"
"2019-12-15 04:00","文山","1.3","0.75","33","9","52","13.7",,
"2019-12-15 04:00","大甲","2.3","0.61","20","10","48","20.8",,
"2019-12-15 04:00","太平","0.9","0.37","20","16","37","7.7",,
"2019-12-15 04:00","霧峰","0.0","0.44","18","8","32","7.1",,
"2019-12-15 04:00","烏日","1.4","0.54","27","2","68","19.9",,
"2019-12-15 04:00","后里","1.0","0.46","24","17","42","12.5",,
"2019-12-15 04:00","梧棲","2.9","NA","16","10","60","22.1",,
"2019-12-15 04:00","大肚","2.4","NA","33","3","74","17.4",,
"2019-12-15 04:00","東大","3.3","NA","31","5","58","18.8",,
"2019-12-15 04:00","清水","0.7","NA","29","3","64","30.3",,
"2019-12-15 04:00","龍井","0.0","0.46","19","11","44","19.9",,
"2019-12-15 05:00","大里交通測站","0.9","0.75","40","4","62","22.9",,
"2019-12-15 05:00","交通監測車","0.8","0.66","24","15","47","19.9",,
"2019-12-15 05:00","大里","2.4","0.57","25","1","37","20","24","4.6"
"2019-12-15 05:00","西屯","1.9","0.4","20","9.8","37","16","18","2.1"
"2019-12-15 05:00","沙鹿","2.3","0.52","29","5.1","36","27","32","4.9"
"2019-12-15 05:00","忠明","2.8","0.53","26","3.5","33","24","30","5.4"
"2019-12-15 05:00","豐原","1.1","0.16","10","24","13","4.9","5.9","1"
"2019-12-15 05:00","文山","0.0","0.75","31","8","50","0.0",,
"2019-12-15 05:00","大甲","2.3","0.60","20","10","46","17.4",,
"2019-12-15 05:00","太平","0.7","0.31","20","16","35","6.0",,
"2019-12-15 05:00","霧峰","0.7","0.43","18","7","32","8.3",,
"2019-12-15 05:00","烏日","0.6","0.49","26","2","66","19.5",,
"2019-12-15 05:00","后里","2.0","0.46","22","15","39","20.2",,
"2019-12-15 05:00","梧棲","3.5","NA","17","8","62","24.7",,
"2019-12-15 05:00","大肚","2.3","NA","32","5","74","13.9",,
"2019-12-15 05:00","東大","2.8","NA","31","5","56","14.9",,
"2019-12-15 05:00","清水","0.7","NA","30","2","64","29.7",,
"2019-12-15 05:00","龍井","0.0","0.46","21","9","45","17.1",,
"2019-12-15 06:00","交通監測車","0.6","0.73","23","17","38","15.0",,
"2019-12-15 06:00","大里交通測站","0.7","0.70","25","5","49","19.7",,
"2019-12-15 06:00","大里","2.4","0.49","20","2.5","32","17","20","3.4"
"2019-12-15 06:00","西屯","2.2","0.47","23","5.1","41","19","25","6.4"
"2019-12-15 06:00","沙鹿","2.4","0.62","30","2","45","30","40","10"
"2019-12-15 06:00","忠明","2.8","0.44","22","6.3","27","22","25","3.6"
"2019-12-15 06:00","豐原","1.2","0.22","8","19","14","8.4","10","1.8"
"2019-12-15 06:00","文山","1.1","0.68","29","8","47","12.6",,
"2019-12-15 06:00","大甲","2.5","0.62","20","8","42","28.9",,
"2019-12-15 06:00","太平","0.9","0.29","19","16","32","7.6",,
"2019-12-15 06:00","霧峰","0.8","0.43","17","7","31","9.2",,
"2019-12-15 06:00","烏日","1.4","0.43","27","3","64","18.4",,
"2019-12-15 06:00","后里","1.8","0.45","21","12","36","19.3",,
"2019-12-15 06:00","梧棲","3.4","NA","17","6","63","24.7",,
"2019-12-15 06:00","大肚","2.3","NA","30","4","70","23.2",,
"2019-12-15 06:00","東大","2.2","NA","29","6","52","15.9",,
"2019-12-15 06:00","清水","0.7","NA","30","2","64","30.0",,
"2019-12-15 06:00","龍井","0.0","0.46","21","8","46","12.1",,
"2019-12-15 07:00","交通監測車","0.6","0.55","18","14","36","17.8",,
"2019-12-15 07:00","大里交通測站","0.9","0.65","28","6","44","18.1",,
"2019-12-15 07:00","大里","2.2","0.47","14","5.4","24","18","21","3"
"2019-12-15 07:00","西屯","2.5","0.66","23","3.4","47","24","56","32"
"2019-12-15 07:00","沙鹿","2.4","0.54","23","2.8","37","27","37","9.8"
"2019-12-15 07:00","忠明","3","0.55","24","4.6","35","23","32","8.9"
"2019-12-15 07:00","豐原","1.3","0.27","11","21","15","8.4","10","2"
"2019-12-15 07:00","文山","1.1","0.61","26","9","43","15.1",,
"2019-12-15 07:00","大甲","2.3","0.66","20","7","42","30.1",,
"2019-12-15 07:00","太平","1.1","0.29","19","15","30","10.4",,
"2019-12-15 07:00","霧峰","0.7","0.44","17","6","30","8.6",,
"2019-12-15 07:00","烏日","1.0","0.40","25","3","62","19.6",,
"2019-12-15 07:00","后里","1.3","0.44","19","12","32","15.5",,
"2019-12-15 07:00","梧棲","3.5","NA","19","4","65","23.6",,
"2019-12-15 07:00","大肚","2.4","NA","30","4","67","22.0",,
"2019-12-15 07:00","東大","2.2","NA","27","6","48","20.4",,
"2019-12-15 07:00","清水","0.7","NA","29","2","63","27.0",,
"2019-12-15 07:00","龍井","0.0","0.46","22","6","46","14.0",,
"2019-12-15 08:00","大里交通測站","0.8","0.66","19","6","35","19.3",,
"2019-12-15 08:00","交通監測車","1.2","1.29","20","6","33","25.3",,
"2019-12-15 08:00","大里","2.5","0.65","15","5.8","27","19","30","11"
"2019-12-15 08:00","西屯","2.7","0.79","28","6.5","51","26","52","26"
"2019-12-15 08:00","沙鹿","3","0.79","26","4.9","41","29","54","25"
"2019-12-15 08:00","忠明","3.8","0.91","30","5.1","40","28","70","42"
"2019-12-15 08:00","豐原","1.2","0.37","9","22","20","8","11","2.6"
"2019-12-15 08:00","文山","1.4","0.55","26","10","41","15.8",,
"2019-12-15 08:00","大甲","2.4","0.69","19","6","40","27.4",,
"2019-12-15 08:00","太平","1.2","0.24","17","14","28","14.7",,
"2019-12-15 08:00","霧峰","0.9","0.47","17","6","30","10.1",,
"2019-12-15 08:00","烏日","1.1","0.38","25","3","59","20.6",,
"2019-12-15 08:00","后里","1.3","0.43","18","13","31","13.9",,
"2019-12-15 08:00","梧棲","4.7","NA","20","3","66","28.0",,
"2019-12-15 08:00","大肚","2.6","NA","29","5","66","21.3",,
"2019-12-15 08:00","東大","2.6","NA","26","7","44","28.8",,
"2019-12-15 08:00","清水","1.1","NA","28","2","59","29.3",,
"2019-12-15 08:00","龍井","0.0","0.47","22","6","44","13.7",,
"2019-12-15 09:00","大里交通測站","1.1","0.98","20","6","44","23.5",,
"2019-12-15 09:00","交通監測車","1.5","2.20","25","7","47","27.7",,
"2019-12-15 09:00","大里","2.6","0.64","19","15","25","22","30","8.6"
"2019-12-15 09:00","西屯","2.7","0.74","40","16","60","33","52","19"
"2019-12-15 09:00","沙鹿","5.2","0.58","37","12","56","29","48","19"
"2019-12-15 09:00","忠明","3.6","0.95","33","12","44","37","66","29"
"2019-12-15 09:00","豐原","1.8","0.56","16","22","19","16","23","6.7"
"2019-12-15 09:00","文山","1.9","0.51","25","12","40","24.1",,
"2019-12-15 09:00","大甲","4.0","0.72","19","7","38","25.7",,
"2019-12-15 09:00","太平","1.4","0.18","16","14","26","13.1",,
"2019-12-15 09:00","霧峰","0.7","0.51","16","6","30","14.2",,
"2019-12-15 09:00","烏日","1.4","0.36","24","4","58","22.5",,
"2019-12-15 09:00","后里","2.0","0.41","17","14","30","14.8",,
"2019-12-15 09:00","梧棲","6.0","NA","21","3","69","29.7",,
"2019-12-15 09:00","大肚","4.2","NA","29","6","66","25.5",,
"2019-12-15 09:00","東大","2.6","NA","26","7","44","28.8",,
"2019-12-15 09:00","清水","2.5","NA","27","3","58","27.0",,
"2019-12-15 09:00","龍井","0.0","0.48","22","6","44","17.3",,
"2019-12-15 10:00","交通監測車","2.0","2.02","24","15","51","24.6",,
"2019-12-15 10:00","大里交通測站","1.0","0.85","18","17","37","21.8",,
"2019-12-15 10:00","大里","2.8","0.83","23","27","36","30","38","7.7"
"2019-12-15 10:00","西屯","2.8","0.58","29","27","54","32","45","13"
"2019-12-15 10:00","沙鹿","11","0.83","39","19","76","32","47","15"
"2019-12-15 10:00","忠明","3.2","0.65","24","28","32","31","41","10"
"2019-12-15 10:00","豐原","1.5","0.38","12","31","21","13","18","5.1"
"2019-12-15 10:00","文山","1.8","0.47","26","15","40","24.7",,
"2019-12-15 10:00","大甲","5.0","0.74","21","9","40","19.9",,
"2019-12-15 10:00","太平","1.5","0.21","16","14","24","16.1",,
"2019-12-15 10:00","霧峰","0.7","0.52","16","8","29","13.7",,
"2019-12-15 10:00","烏日","1.7","0.37","24","7","58","27.6",,
"2019-12-15 10:00","后里","2.6","0.42","16","14","28","13.8",,
"2019-12-15 10:00","梧棲","6.4","NA","23","4","77","31.6",,
"2019-12-15 10:00","大肚","6.7","NA","30","8","68","28.5",,
"2019-12-15 10:00","東大","3.7","NA","29","11","48","32.0",,
"2019-12-15 10:00","清水","4.4","NA","29","5","60","25.5",,
"2019-12-15 10:00","龍井","0.0","0.51","24","8","48","18.2",,
"2019-12-15 11:00","交通監測車","3.3","2.50","28","23","57","24.6",,
"2019-12-15 11:00","大里交通測站","0.9","0.88","20","29","37","24.0",,
"2019-12-15 11:00","大里","2.7","0.81","34","48","49","32","37","5.5"
"2019-12-15 11:00","西屯","4","0.49","31","41","50","21","27","6"
"2019-12-15 11:00","沙鹿","8.6","0.58","39","39","59","21","27","6"
"2019-12-15 11:00","忠明","3.4","0.47","25","35","37","27","36","8.8"
"2019-12-15 11:00","豐原","4.6","0.32","15","35","29","15","21","5.9"
"2019-12-15 11:00","文山","2.5","0.47","27","20","43","17.5",,
"2019-12-15 11:00","大甲","5.7","0.79","22","12","44","20.5",,
"2019-12-15 11:00","太平","1.7","0.27","16","16","26","24.2",,
"2019-12-15 11:00","霧峰","0.7","0.54","16","12","30","19.8",,
"2019-12-15 11:00","烏日","1.6","0.36","25","11","59","27.7",,
"2019-12-15 11:00","后里","3.8","0.42","16","15","29","10.7",,
"2019-12-15 11:00","梧棲","5.4","NA","26","6","84","23.8",,
"2019-12-15 11:00","大肚","5.6","NA","31","11","74","31.6",,
"2019-12-15 11:00","東大","3.7","NA","29","11","48","32.0",,
"2019-12-15 11:00","清水","4.7","NA","33","8","66","20.3",,
"2019-12-15 11:00","龍井","6.4","0.50","26","11","57","17.0",,
"2019-12-15 12:00","大里交通測站","1.1","1.04","37","48","59","34.0",,
"2019-12-15 12:00","交通監測車","5.5","2.64","45","31","80","31.4",,
"2019-12-15 12:00","大里","2.8","0.5","21","49","35","21","25","4.1"
"2019-12-15 12:00","西屯","4.8","0.52","36","47","52","21","26","5.3"
"2019-12-15 12:00","沙鹿","4.2","0.32","28","54","37","12","15","2.3"
"2019-12-15 12:00","忠明","4.5","0.38","29","47","39","16","21","4.2"
"2019-12-15 12:00","豐原","4.8","0.25","11","42","24","11","15","4.2"
"2019-12-15 12:00","文山","4.1","0.48","27","25","44","16.4",,
"2019-12-15 12:00","大甲","5.0","0.81","26","16","50","15.7",,
"2019-12-15 12:00","太平","1.6","0.28","16","18","28","15.5",,
"2019-12-15 12:00","霧峰","0.8","0.51","17","17","31","21.7",,
"2019-12-15 12:00","烏日","1.8","0.37","25","16","60","27.0",,
"2019-12-15 12:00","后里","4.3","0.43","17","19","32","11.7",,
"2019-12-15 12:00","梧棲","5.0","NA","26","9","88","19.6",,
"2019-12-15 12:00","大肚","3.8","NA","34","15","80","21.6",,
"2019-12-15 12:00","東大","6.2","NA","31","15","58","26.3",,
"2019-12-15 12:00","清水","3.3","NA","35","9","73","14.3",,
"2019-12-15 12:00","龍井","7.2","0.49","29","15","63","13.5",,
"2019-12-15 13:00","大里交通測站","1.2","0.74","23","51","48","24.0",,
"2019-12-15 13:00","交通監測車","4.3","2.43","34","37","69","25.9",,
"2019-12-15 13:00","大里","3.1","0.37","18","55","26","11","14","2.4"
"2019-12-15 13:00","西屯","3.2","0.32","25","58","48","10","13","2.5"
"2019-12-15 13:00","沙鹿","2.2","0.18","8","54","21","7.2","8.9","1.7"
"2019-12-15 13:00","忠明","3.8","0.32","23","55","38","12","14","2.3"
"2019-12-15 13:00","豐原","3.7","0.29","20","54","35","9","12","3"
"2019-12-15 13:00","文山","2.9","0.46","28","31","46","9.5",,
"2019-12-15 13:00","大甲","3.7","0.81","28","21","55","10.3",,
"2019-12-15 13:00","太平","1.9","0.39","17","22","30","12.1",,
"2019-12-15 13:00","霧峰","0.8","0.45","19","23","35","13.4",,
"2019-12-15 13:00","烏日","3.1","0.37","25","22","60","25.0",,
"2019-12-15 13:00","后里","3.3","0.44","18","26","36","11.1",,
"2019-12-15 13:00","梧棲","4.1","NA","26","13","86","12.7",,
"2019-12-15 13:00","大肚","3.4","NA","35","18","82","15.6",,
"2019-12-15 13:00","東大","4.8","NA","28","20","68","17.7",,
"2019-12-15 13:00","清水","2.2","NA","36","15","74","9.2",,
"2019-12-15 13:00","龍井","10.0","0.48","28","19","67","13.1",,
"2019-12-15 14:00","大里交通測站","1.5","0.65","19","53","37","17.1",,
"2019-12-15 14:00","交通監測車","2.7","2.28","31","48","55","18.9",,
"2019-12-15 14:00","大里","2.8","0.33","22","57","28","9.3","11","1.7"
"2019-12-15 14:00","西屯","2.9","0.2","11","52","26","6.3","8","1.7"
"2019-12-15 14:00","沙鹿","1.7","0.14","14","53","29","7.3","8.5","1.2"
"2019-12-15 14:00","忠明","3","0.17","14","45","20","9.1","11","1.8"
"2019-12-15 14:00","豐原","3.6","0.32","26","56","36","10","13","2.9"
"2019-12-15 14:00","文山","1.9","0.44","28","34","45","5.0",,
"2019-12-15 14:00","大甲","3.4","0.77","26","27","54","10.2",,
"2019-12-15 14:00","太平","1.5","0.46","17","26","31","9.7",,
"2019-12-15 14:00","霧峰","1.2","0.44","19","29","37","12.2",,
"2019-12-15 14:00","烏日","1.4","0.36","27","26","61","11.6",,
"2019-12-15 14:00","后里","4.3","0.45","21","32","41","14.6",,
"2019-12-15 14:00","梧棲","3.9","NA","23","18","78","11.8",,
"2019-12-15 14:00","大肚","3.1","NA","32","23","78","13.6",,
"2019-12-15 14:00","東大","3.4","NA","29","25","70","10.7",,
"2019-12-15 14:00","清水","1.8","NA","31","22","70","8.3",,
"2019-12-15 14:00","龍井","7.9","0.49","28","23","66","11.2",,
"2019-12-15 15:00","交通監測車","2.2","2.20","17","45","40","15.4",,
"2019-12-15 15:00","大里交通測站","1.4","0.68","19","56","48","13.9",,
"2019-12-15 15:00","大里","2.4","0.24","11","43","19","6.8","8.5","1.7"
"2019-12-15 15:00","西屯","2.7","0.2","18","51","35","7.3","9.3","2"
"2019-12-15 15:00","沙鹿","1.8","0.21","28","61","51","8.3","9.7","1.4"
"2019-12-15 15:00","忠明","3","0.18","14","47","22","10","12","1.8"
"2019-12-15 15:00","豐原","4.4","0.31","18","49","34","12","16","3.4"
"2019-12-15 15:00","文山","1.9","0.42","25","39","41","5.9",,
"2019-12-15 15:00","大甲","3.4","0.72","25","33","52","11.5",,
"2019-12-15 15:00","太平","1.5","0.51","16","30","32","9.7",,
"2019-12-15 15:00","霧峰","1.0","0.41","19","33","39","6.1",,
"2019-12-15 15:00","烏日","1.1","0.34","25","30","60","11.4",,
